manacus_vitellinus ENSMVIG00005016978
octodon_degus ENSODEG00000008113
octodon_degus ENSODEG00000008538
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011731
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009011
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015070
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019296
fukomys_damarensis ENSFDAG00000009742
cavia_porcellus ENSCPOG00000013711
cavia_aperea ENSCAPG00000012578
chinchilla_lanigera ENSCLAG00000008588
mus_spicilegus ENSMSIG00000015683
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062866
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015932
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015124
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023743
rattus_norvegicus ENSRNOG00000015473
meriones_unguiculatus ENSMUGG00000025180
microtus_ochrogaster ENSMOCG00000019963
peromyscus_maniculatus_bairdii ENSPEMG00000012758
cricetulus_griseus_crigri_1.0 ENSCGRG00000017944
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024772
cricetulus_griseus_crigri-picr ENSCGRG00015021870
mesocricetus_auratus ENSMAUG00000022240
nannospalax_galili ENSNGAG00000011617
jaculus_jaculus ENSJJAG00000018085
urocitellus_parryii ENSUPAG00010019548
ictidomys_tridecemlineatus ENSSTOG00000012855
spermophilus_dauricus ENSSDAG00000020044
marmota_marmota_marmota ENSMMMG00000001040
oryctolagus_cuniculus ENSOCUG00000009614
ochotona_princeps ENSOPRG00000001134
dasypus_novemcinctus ENSDNOG00000008899
loxodonta_africana ENSLAFG00000001596
procavia_capensis ENSPCAG00000009299
echinops_telfairi ENSETEG00000013529
ornithorhynchus_anatinus ENSOANG00000008851
xenopus_tropicalis ENSXETG00000009785
periophthalmus_magnuspinnatus ENSPMGG00000014802
hippocampus_comes ENSHCOG00000016826
takifugu_rubripes ENSTRUG00000005587
tetraodon_nigroviridis ENSTNIG00000017010
gasterosteus_aculeatus ENSGACG00000010350
pundamilia_nyererei ENSPNYG00000002082
amphilophus_citrinellus ENSACIG00000008090
mastacembelus_armatus ENSMAMG00000021630
anabas_testudineus ENSATEG00000009666
seriola_dumerili ENSSDUG00000018132
seriola_lalandi_dorsalis ENSSLDG00000014571
monopterus_albus ENSMALG00000020285
scophthalmus_maximus ENSSMAG00000018856
xiphophorus_maculatus ENSXMAG00000018331
gambusia_affinis ENSGAFG00000000252
poecilia_formosa ENSPFOG00000005591
poecilia_latipinna ENSPLAG00000008405
poecilia_mexicana ENSPMEG00000020034
poecilia_reticulata ENSPREG00000009269
cyprinodon_variegatus ENSCVAG00000005033
fundulus_heteroclitus ENSFHEG00000020317
kryptolebias_marmoratus ENSKMAG00000002199
oryzias_latipes_asm223469v1 ENSORLG00015017031
oryzias_latipes_asm223467v1 ENSORLG00000004937
oryzias_latipes_asm223471v1 ENSORLG00020011598
oryzias_melastigma ENSOMEG00000010600
amphiprion_percula ENSAPEG00000004615
amphiprion_ocellaris ENSAOCG00000023358
acanthochromis_polyacanthus ENSAPOG00000001756
stegastes_partitus ENSSPAG00000017302
maylandia_zebra ENSMZEG00005027409
maylandia_zebra ENSMZEG00005028116
astatotilapia_calliptera ENSACLG00000022329
haplochromis_burtoni ENSHBUG00000008978
pundamilia_nyererei ENSPNYG00000002109
oreochromis_niloticus ENSONIG00000000794
neolamprologus_brichardi ENSNBRG00000014388
amphilophus_citrinellus ENSACIG00000008082
labrus_bergylta ENSLBEG00000019749
mola_mola ENSMMOG00000007959
mola_mola ENSMMOG00000007957
cynoglossus_semilaevis ENSCSEG00000003229
cynoglossus_semilaevis ENSCSEG00000003222
oryzias_melastigma ENSOMEG00000000256
xiphophorus_couchianus ENSXCOG00000012429
xiphophorus_couchianus ENSXCOG00000012427
gadus_morhua ENSGMOG00000001472
esox_lucius ENSELUG00000014346
pygocentrus_nattereri ENSPNAG00000015403
astyanax_mexicanus ENSAMXG00000009539
ictalurus_punctatus ENSIPUG00000015094
danio_rerio ENSDARG00000027172
scleropages_formosus ENSSFOG00015015624
paramormyrops_kingsleyae ENSPKIG00000005983
lepisosteus_oculatus ENSLOCG00000015443
eptatretus_burgeri ENSEBUG00000013091
eptatretus_burgeri ENSEBUG00000002212
