cyprinodon_variegatus ENSCVAG00000021007
marmota_marmota_marmota ENSMMMG00000023516
mus_spicilegus ENSMSIG00000024936
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022894
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073639
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021978
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018716
meriones_unguiculatus ENSMUGG00000026464
meriones_unguiculatus ENSMUGG00000001782
nannospalax_galili ENSNGAG00000001465
dipodomys_ordii ENSDORG00000028596
dipodomys_ordii ENSDORG00000028660
spermophilus_dauricus ENSSDAG00000002969
urocitellus_parryii ENSUPAG00010023778
ictidomys_tridecemlineatus ENSSTOG00000033656
peromyscus_maniculatus_bairdii ENSPEMG00000026190
microtus_ochrogaster ENSMOCG00000013044
cricetulus_griseus_crigri_1.0 ENSCGRG00000017201
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017519
rattus_norvegicus ENSRNOG00000018972
propithecus_coquereli ENSPCOG00000018906
microcebus_murinus ENSMICG00000017280
prolemur_simus ENSPSMG00000007642
otolemur_garnettii ENSOGAG00000028015
carlito_syrichta ENSTSYG00000013092
oryctolagus_cuniculus ENSOCUG00000022307
bos_mutus ENSBMUG00000023049
bos_taurus ENSBTAG00000050873
bos_taurus ENSBTAG00000009871
ovis_aries ENSOARG00000016208
capra_hircus ENSCHIG00000008749
sus_scrofa ENSSSCG00000028655
macaca_fascicularis ENSMFAG00000006430
cercocebus_atys ENSCATG00000009672
chlorocebus_sabaeus ENSCSAG00000011749
papio_anubis ENSPANG00000023005
theropithecus_gelada ENSTGEG00000000845
pan_paniscus ENSPPAG00000041625
homo_sapiens ENSG00000099246
saimiri_boliviensis_boliviensis ENSSBOG00000023832
callithrix_jacchus ENSCJAG00000045749
cebus_capucinus_imitator ENSCCAG00000006762
pan_troglodytes ENSPTRG00000002384
gorilla_gorilla ENSGGOG00000008086
pongo_abelii ENSPPYG00000002172
nomascus_leucogenys ENSNLEG00000016970
rhinopithecus_roxellana ENSRROG00000040563
rhinopithecus_bieti ENSRBIG00000035948
colobus_angolensis_palliatus ENSCANG00000035397
piliocolobus_tephrosceles ENSPTEG00000021394
macaca_nemestrina ENSMNEG00000038180
mandrillus_leucophaeus ENSMLEG00000033595
aotus_nancymaae ENSANAG00000035856
dasypus_novemcinctus ENSDNOG00000047713
loxodonta_africana ENSLAFG00000015582
chinchilla_lanigera ENSCLAG00000008819
cavia_aperea ENSCAPG00000009788
meriones_unguiculatus ENSMUGG00000001821
ochotona_princeps ENSOPRG00000014683
pteropus_vampyrus ENSPVAG00000017052
erinaceus_europaeus ENSEEUG00000013013
vicugna_pacos ENSVPAG00000003175
equus_caballus ENSECAG00000017521
manacus_vitellinus ENSMVIG00005007112
lepidothrix_coronata ENSLCOG00000010627
zonotrichia_albicollis ENSZALG00000015841
taeniopygia_guttata ENSTGUG00000001110
cyanistes_caeruleus ENSCCEG00000014226
cricetulus_griseus_crigri-picr ENSCGRG00015026846
mesocricetus_auratus ENSMAUG00000020698
dipodomys_ordii ENSDORG00000029360
macaca_mulatta ENSMMUG00000046971
aotus_nancymaae ENSANAG00000031541
mustela_putorius_furo ENSMPUG00000010592
neovison_vison ENSNVIG00000004960
ailuropoda_melanoleuca ENSAMEG00000015990
canis_lupus_dingo ENSCAFG00020003253
canis_lupus_familiaris ENSCAFG00000028839
vulpes_vulpes ENSVVUG00000001705
panthera_pardus ENSPPRG00000010314
panthera_tigris_altaica ENSPTIG00000011667
felis_catus ENSFCAG00000027161
dasypus_novemcinctus ENSDNOG00000038845
monodelphis_domestica ENSMODG00000024936
sarcophilus_harrisii ENSSHAG00000007613
phascolarctos_cinereus ENSPCIG00000028705
monodelphis_domestica ENSMODG00000008253
calidris_pygmaea ENSCPGG00000007445
calidris_pugnax ENSCPUG00000019271
melopsittacus_undulatus ENSMUNG00000006912
ficedula_albicollis ENSFALG00000007160
junco_hyemalis ENSJHYG00000008826
lonchura_striata_domestica ENSLSDG00000001940
taeniopygia_guttata ENSTGUG00000001105
serinus_canaria ENSSCAG00000008984
parus_major ENSPMJG00000006149
apteryx_haastii ENSAHAG00000012665
gallus_gallus ENSGALG00000007435
coturnix_japonica ENSCJPG00005003880
numida_meleagris ENSNMEG00000008987
ornithorhynchus_anatinus ENSOANG00000021391
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009117
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007301
eptatretus_burgeri ENSEBUG00000011179
