crocodylus_porosus ENSCPRG00005015222
oryctolagus_cuniculus ENSOCUG00000000361
ochotona_princeps ENSOPRG00000009210
tupaia_belangeri ENSTBEG00000004554
pan_paniscus ENSPPAG00000039303
pan_troglodytes ENSPTRG00000029286
homo_sapiens ENSG00000205143
gorilla_gorilla ENSGGOG00000002920
pongo_abelii ENSPPYG00000020014
nomascus_leucogenys ENSNLEG00000004860
colobus_angolensis_palliatus ENSCANG00000036401
piliocolobus_tephrosceles ENSPTEG00000017236
rhinopithecus_roxellana ENSRROG00000028224
rhinopithecus_bieti ENSRBIG00000036348
theropithecus_gelada ENSTGEG00000009629
cercocebus_atys ENSCATG00000034231
macaca_mulatta ENSMMUG00000020786
macaca_fascicularis ENSMFAG00000044891
macaca_nemestrina ENSMNEG00000040454
papio_anubis ENSPANG00000025316
chlorocebus_sabaeus ENSCSAG00000010149
mandrillus_leucophaeus ENSMLEG00000037554
saimiri_boliviensis_boliviensis ENSSBOG00000033868
cebus_capucinus_imitator ENSCCAG00000026022
callithrix_jacchus ENSCJAG00000008754
aotus_nancymaae ENSANAG00000036899
carlito_syrichta ENSTSYG00000035783
propithecus_coquereli ENSPCOG00000015269
microcebus_murinus ENSMICG00000033008
prolemur_simus ENSPSMG00000016793
otolemur_garnettii ENSOGAG00000008253
erinaceus_europaeus ENSEEUG00000000215
choloepus_hoffmanni ENSCHOG00000011584
dasypus_novemcinctus ENSDNOG00000030859
loxodonta_africana ENSLAFG00000017911
echinops_telfairi ENSETEG00000008500
procavia_capensis ENSPCAG00000013800
phascolarctos_cinereus ENSPCIG00000021763
sarcophilus_harrisii ENSSHAG00000017446
notamacropus_eugenii ENSMEUG00000002417
monodelphis_domestica ENSMODG00000027824
ornithorhynchus_anatinus ENSOANG00000010382
sarcophilus_harrisii ENSSHAG00000013317
phascolarctos_cinereus ENSPCIG00000007293
salvator_merianae ENSSMRG00000020180
paramormyrops_kingsleyae ENSPKIG00000014297
scleropages_formosus ENSSFOG00015018425
labrus_bergylta ENSLBEG00000010015
chrysemys_picta_bellii ENSCPBG00000003186
apteryx_haastii ENSAHAG00000005167
gadus_morhua ENSGMOG00000004013
