dromaius_novaehollandiae ENSDNVG00000004568
cavia_porcellus ENSCPOG00000008911
cricetulus_griseus_crigri-picr ENSCGRG00015001888
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000894
peromyscus_maniculatus_bairdii ENSPEMG00000029227
mus_spicilegus ENSMSIG00000016464
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043383
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027355
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019680
meriones_unguiculatus ENSMUGG00000000871
meriones_unguiculatus ENSMUGG00000000964
castor_canadensis ENSCCNG00000014809
oryctolagus_cuniculus ENSOCUG00000021538
macaca_fascicularis ENSMFAG00000037032
macaca_nemestrina ENSMNEG00000005715
theropithecus_gelada ENSTGEG00000025668
papio_anubis ENSPANG00000030665
aotus_nancymaae ENSANAG00000029924
ursus_maritimus ENSUMAG00000024360
ursus_maritimus ENSUMAG00000024361
ursus_maritimus ENSUMAG00000024362
ursus_americanus ENSUAMG00000003215
ailuropoda_melanoleuca ENSAMEG00000019271
mustela_putorius_furo ENSMPUG00000018584
canis_lupus_dingo ENSCAFG00020002123
canis_lupus_familiaris ENSCAFG00000002485
vulpes_vulpes ENSVVUG00000026997
felis_catus ENSFCAG00000022181
myotis_lucifugus ENSMLUG00000023693
capra_hircus ENSCHIG00000008479
ovis_aries ENSOARG00000020494
bos_taurus ENSBTAG00000001397
bos_mutus ENSBMUG00000019303
bison_bison_bison ENSBBBG00000009601
sus_scrofa ENSSSCG00000003957
equus_asinus_asinus ENSEASG00005001386
prolemur_simus ENSPSMG00000006584
propithecus_coquereli ENSPCOG00000015185
otolemur_garnettii ENSOGAG00000033177
carlito_syrichta ENSTSYG00000032972
loxodonta_africana ENSLAFG00000031456
capra_hircus ENSCHIG00000018185
ovis_aries ENSOARG00000020491
bison_bison_bison ENSBBBG00000001552
myotis_lucifugus ENSMLUG00000028678
mustela_putorius_furo ENSMPUG00000018585
neovison_vison ENSNVIG00000016761
canis_lupus_familiaris ENSCAFG00000002486
canis_lupus_dingo ENSCAFG00020002126
vulpes_vulpes ENSVVUG00000001348
ursus_americanus ENSUAMG00000028269
ursus_maritimus ENSUMAG00000024363
ailuropoda_melanoleuca ENSAMEG00000019236
panthera_pardus ENSPPRG00000009367
panthera_pardus ENSPPRG00000006895
panthera_tigris_altaica ENSPTIG00000006261
felis_catus ENSFCAG00000038707
equus_caballus ENSECAG00000001600
equus_asinus_asinus ENSEASG00005001382
sus_scrofa ENSSSCG00000003958
theropithecus_gelada ENSTGEG00000025657
piliocolobus_tephrosceles ENSPTEG00000031783
prolemur_simus ENSPSMG00000006579
urocitellus_parryii ENSUPAG00010021556
ictidomys_tridecemlineatus ENSSTOG00000009038
spermophilus_dauricus ENSSDAG00000024720
spermophilus_dauricus ENSSDAG00000014872
marmota_marmota_marmota ENSMMMG00000001460
castor_canadensis ENSCCNG00000014803
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020195
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021099
fukomys_damarensis ENSFDAG00000006693
cavia_porcellus ENSCPOG00000026850
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027356
mus_spicilegus ENSMSIG00000016477
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046790
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019679
rattus_norvegicus ENSRNOG00000050546
rattus_norvegicus ENSRNOG00000050162
meriones_unguiculatus ENSMUGG00000000952
meriones_unguiculatus ENSMUGG00000000889
cricetulus_griseus_crigri_1.0 ENSCGRG00000019024
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012915
cricetulus_griseus_crigri-picr ENSCGRG00015001897
mesocricetus_auratus ENSMAUG00000003996
peromyscus_maniculatus_bairdii ENSPEMG00000001977
loxodonta_africana ENSLAFG00000022187
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019963
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021155
fukomys_damarensis ENSFDAG00000019220
ictidomys_tridecemlineatus ENSSTOG00000027047
cricetulus_griseus_crigri-picr ENSCGRG00015001884
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000849
cricetulus_griseus_crigri_1.0 ENSCGRG00000019228
mesocricetus_auratus ENSMAUG00000003674
rattus_norvegicus ENSRNOG00000031027
rattus_norvegicus ENSRNOG00000057199
oryctolagus_cuniculus ENSOCUG00000017916
prolemur_simus ENSPSMG00000007930
otolemur_garnettii ENSOGAG00000031752
bos_taurus ENSBTAG00000053196
bos_mutus ENSBMUG00000019288
bos_taurus ENSBTAG00000048444
bos_mutus ENSBMUG00000019319
sus_scrofa ENSSSCG00000003956
canis_lupus_dingo ENSCAFG00020002116
canis_lupus_familiaris ENSCAFG00000002484
mustela_putorius_furo ENSMPUG00000018583
panthera_pardus ENSPPRG00000018339
felis_catus ENSFCAG00000031960
dasypus_novemcinctus ENSDNOG00000041151
loxodonta_africana ENSLAFG00000005605
marmota_marmota_marmota ENSMMMG00000001451
urocitellus_parryii ENSUPAG00010021547
ictidomys_tridecemlineatus ENSSTOG00000024292
spermophilus_dauricus ENSSDAG00000024718
urocitellus_parryii ENSUPAG00010021542
castor_canadensis ENSCCNG00000014814
mus_spicilegus ENSMSIG00000016441
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027354
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043698
rattus_norvegicus ENSRNOG00000048998
rattus_norvegicus ENSRNOG00000049373
meriones_unguiculatus ENSMUGG00000021247
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001271
cricetulus_griseus_crigri-picr ENSCGRG00015001873
mesocricetus_auratus ENSMAUG00000004422
peromyscus_maniculatus_bairdii ENSPEMG00000028433
chinchilla_lanigera ENSCLAG00000017559
cavia_porcellus ENSCPOG00000033534
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020454
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020978
oryctolagus_cuniculus ENSOCUG00000021639
ovis_aries ENSOARG00000009756
capra_hircus ENSCHIG00000008781
bos_taurus ENSBTAG00000051805
bos_mutus ENSBMUG00000019279
bison_bison_bison ENSBBBG00000009607
sus_scrofa ENSSSCG00000003955
equus_asinus_asinus ENSEASG00005001388
equus_caballus ENSECAG00000001343
ursus_maritimus ENSUMAG00000024359
ursus_americanus ENSUAMG00000025017
ailuropoda_melanoleuca ENSAMEG00000018828
neovison_vison ENSNVIG00000016767
mustela_putorius_furo ENSMPUG00000013781
panthera_pardus ENSPPRG00000018333
panthera_tigris_altaica ENSPTIG00000006260
felis_catus ENSFCAG00000040935
loxodonta_africana ENSLAFG00000032238
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001742
cricetulus_griseus_crigri_1.0 ENSCGRG00000019106
cricetulus_griseus_crigri-picr ENSCGRG00015001929
peromyscus_maniculatus_bairdii ENSPEMG00000007833
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070820
mus_spicilegus ENSMSIG00000016504
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027358
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019677
rattus_norvegicus ENSRNOG00000050481
rattus_norvegicus ENSRNOG00000047595
meriones_unguiculatus ENSMUGG00000000904
meriones_unguiculatus ENSMUGG00000000917
oryctolagus_cuniculus ENSOCUG00000022397
tupaia_belangeri ENSTBEG00000007030
theropithecus_gelada ENSTGEG00000025642
piliocolobus_tephrosceles ENSPTEG00000031707
prolemur_simus ENSPSMG00000020512
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020035
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021170
cavia_porcellus ENSCPOG00000035738
spermophilus_dauricus ENSSDAG00000024722
spermophilus_dauricus ENSSDAG00000014510
marmota_marmota_marmota ENSMMMG00000001489
ursus_americanus ENSUAMG00000000195
ursus_maritimus ENSUMAG00000024365
ailuropoda_melanoleuca ENSAMEG00000019743
mustela_putorius_furo ENSMPUG00000018586
neovison_vison ENSNVIG00000016713
canis_lupus_familiaris ENSCAFG00000002488
vulpes_vulpes ENSVVUG00000001511
panthera_pardus ENSPPRG00000018433
panthera_tigris_altaica ENSPTIG00000006268
felis_catus ENSFCAG00000040395
equus_caballus ENSECAG00000002060
equus_asinus_asinus ENSEASG00005001374
bos_taurus ENSBTAG00000048721
bison_bison_bison ENSBBBG00000009590
bos_mutus ENSBMUG00000019252
capra_hircus ENSCHIG00000023263
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027357
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070821
mus_spicilegus ENSMSIG00000016486
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019678
rattus_norvegicus ENSRNOG00000047452
rattus_norvegicus ENSRNOG00000049347
meriones_unguiculatus ENSMUGG00000000896
meriones_unguiculatus ENSMUGG00000000944
cricetulus_griseus_crigri-picr ENSCGRG00015001907
cricetulus_griseus_crigri_1.0 ENSCGRG00000019204
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000789
mesocricetus_auratus ENSMAUG00000001674
microtus_ochrogaster ENSMOCG00000008289
peromyscus_maniculatus_bairdii ENSPEMG00000004215
ictidomys_tridecemlineatus ENSSTOG00000027942
spermophilus_dauricus ENSSDAG00000024721
urocitellus_parryii ENSUPAG00010021558
marmota_marmota_marmota ENSMMMG00000001478
oryctolagus_cuniculus ENSOCUG00000026265
propithecus_coquereli ENSPCOG00000009811
prolemur_simus ENSPSMG00000020518
bos_taurus ENSBTAG00000037770
bos_mutus ENSBMUG00000019262
bison_bison_bison ENSBBBG00000009592
capra_hircus ENSCHIG00000017587
sus_scrofa ENSSSCG00000003959
ursus_americanus ENSUAMG00000003414
ursus_americanus ENSUAMG00000002378
ursus_maritimus ENSUMAG00000024364
neovison_vison ENSNVIG00000016747
vulpes_vulpes ENSVVUG00000001436
equus_caballus ENSECAG00000001708
equus_asinus_asinus ENSEASG00005001380
loxodonta_africana ENSLAFG00000025880
dasypus_novemcinctus ENSDNOG00000037245
cricetulus_griseus_crigri_1.0 ENSCGRG00000012565
cricetulus_griseus_crigri-picr ENSCGRG00015002136
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001790
cricetulus_griseus_crigri-picr ENSCGRG00015002110
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012569
microtus_ochrogaster ENSMOCG00000015307
cricetulus_griseus_crigri_1.0 ENSCGRG00000008056
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018452
cricetulus_griseus_crigri-picr ENSCGRG00015002061
cricetulus_griseus_crigri_1.0 ENSCGRG00000019236
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012702
cricetulus_griseus_crigri-picr ENSCGRG00015002092
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012611
cricetulus_griseus_crigri-picr ENSCGRG00015002053
cricetulus_griseus_crigri_1.0 ENSCGRG00000019114
microtus_ochrogaster ENSMOCG00000022413
peromyscus_maniculatus_bairdii ENSPEMG00000029652
peromyscus_maniculatus_bairdii ENSPEMG00000028436
peromyscus_maniculatus_bairdii ENSPEMG00000027546
peromyscus_maniculatus_bairdii ENSPEMG00000024455
peromyscus_maniculatus_bairdii ENSPEMG00000029346
peromyscus_maniculatus_bairdii ENSPEMG00000026809
peromyscus_maniculatus_bairdii ENSPEMG00000028893
peromyscus_maniculatus_bairdii ENSPEMG00000030287
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012877
cricetulus_griseus_crigri-picr ENSCGRG00015002029
cricetulus_griseus_crigri-picr ENSCGRG00015002023
cricetulus_griseus_crigri-picr ENSCGRG00015002034
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001763
cricetulus_griseus_crigri_1.0 ENSCGRG00000008487
mesocricetus_auratus ENSMAUG00000022148
cricetulus_griseus_crigri-picr ENSCGRG00015002015
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012846
cricetulus_griseus_crigri_1.0 ENSCGRG00000019421
cricetulus_griseus_crigri_1.0 ENSCGRG00000009053
cricetulus_griseus_crigri-picr ENSCGRG00015001979
cricetulus_griseus_crigri_1.0 ENSCGRG00000019224
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000900
cricetulus_griseus_crigri-picr ENSCGRG00015002045
mesocricetus_auratus ENSMAUG00000014177
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000823
cricetulus_griseus_crigri-picr ENSCGRG00015001945
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001015
cricetulus_griseus_crigri-picr ENSCGRG00015001933
cricetulus_griseus_crigri-picr ENSCGRG00015001990
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001384
microtus_ochrogaster ENSMOCG00000012714
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000111159
mus_spicilegus ENSMSIG00000016554
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022532
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073768
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000111259
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096705
mus_spicilegus ENSMSIG00000011277
rattus_norvegicus ENSRNOG00000050435
rattus_norvegicus ENSRNOG00000058382
rattus_norvegicus ENSRNOG00000057338
rattus_norvegicus ENSRNOG00000047897
rattus_norvegicus ENSRNOG00000048408
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000110947
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073769
mus_spicilegus ENSMSIG00000006545
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000066061
mus_spicilegus ENSMSIG00000016558
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027360
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027359
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026384
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026383
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026386
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026385
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027363
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027362
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028715
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028713
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027361
rattus_norvegicus ENSRNOG00000047815
rattus_norvegicus ENSRNOG00000051949
rattus_norvegicus ENSRNOG00000046223
rattus_norvegicus ENSRNOG00000045867
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095218
mus_spicilegus ENSMSIG00000016549
nannospalax_galili ENSNGAG00000003033
castor_canadensis ENSCCNG00000011835
spermophilus_dauricus ENSSDAG00000024725
spermophilus_dauricus ENSSDAG00000024723
ictidomys_tridecemlineatus ENSSTOG00000020420
oryctolagus_cuniculus ENSOCUG00000026602
prolemur_simus ENSPSMG00000020502
propithecus_coquereli ENSPCOG00000027063
bos_mutus ENSBMUG00000019224
bison_bison_bison ENSBBBG00000009587
capra_hircus ENSCHIG00000012428
ovis_aries ENSOARG00000020486
ovis_aries ENSOARG00000009721
capra_hircus ENSCHIG00000008088
bison_bison_bison ENSBBBG00000009600
bos_taurus ENSBTAG00000037810
bos_mutus ENSBMUG00000019229
sus_scrofa ENSSSCG00000039458
sus_scrofa ENSSSCG00000032230
equus_caballus ENSECAG00000036863
equus_asinus_asinus ENSEASG00005001366
neovison_vison ENSNVIG00000016692
mustela_putorius_furo ENSMPUG00000018588
ailuropoda_melanoleuca ENSAMEG00000019758
panthera_pardus ENSPPRG00000007360
panthera_tigris_altaica ENSPTIG00000008150
loxodonta_africana ENSLAFG00000028571
loxodonta_africana ENSLAFG00000031529
loxodonta_africana ENSLAFG00000030251
dasypus_novemcinctus ENSDNOG00000032255
dasypus_novemcinctus ENSDNOG00000044299
dasypus_novemcinctus ENSDNOG00000044914
sarcophilus_harrisii ENSSHAG00000002519
sarcophilus_harrisii ENSSHAG00000002585
sarcophilus_harrisii ENSSHAG00000000545
sarcophilus_harrisii ENSSHAG00000002107
sarcophilus_harrisii ENSSHAG00000001296
phascolarctos_cinereus ENSPCIG00000005434
phascolarctos_cinereus ENSPCIG00000003019
monodelphis_domestica ENSMODG00000017135
monodelphis_domestica ENSMODG00000023289
monodelphis_domestica ENSMODG00000023293
monodelphis_domestica ENSMODG00000017138
gopherus_agassizii ENSGAGG00000021718
chelonoidis_abingdonii ENSCABG00000001520
chrysemys_picta_bellii ENSCPBG00000015218
notechis_scutatus ENSNSUG00000018756
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000214
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001522
cavia_aperea ENSCAPG00000010483
calidris_pugnax ENSCPUG00000006964
calidris_pygmaea ENSCPGG00000000089
anser_brachyrhynchus ENSABRG00000009869
chelonoidis_abingdonii ENSCABG00000010815
sphenodon_punctatus ENSSPUG00000005466
apteryx_owenii ENSAOWG00000000894
apteryx_haastii ENSAHAG00000013151
dromaius_novaehollandiae ENSDNVG00000016070
sphenodon_punctatus ENSSPUG00000016002
salvator_merianae ENSSMRG00000017019
sphenodon_punctatus ENSSPUG00000016011
salvator_merianae ENSSMRG00000017024
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017244
mus_spicilegus ENSMSIG00000022014
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056564
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016403
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017539
rattus_norvegicus ENSRNOG00000031194
meriones_unguiculatus ENSMUGG00000009848
cricetulus_griseus_crigri-picr ENSCGRG00015018969
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013768
peromyscus_maniculatus_bairdii ENSPEMG00000027294
ictidomys_tridecemlineatus ENSSTOG00000026825
chinchilla_lanigera ENSCLAG00000001168
theropithecus_gelada ENSTGEG00000019441
piliocolobus_tephrosceles ENSPTEG00000004547
ursus_americanus ENSUAMG00000005168
ursus_americanus ENSUAMG00000016117
ursus_maritimus ENSUMAG00000024732
ailuropoda_melanoleuca ENSAMEG00000008978
panthera_tigris_altaica ENSPTIG00000008471
panthera_pardus ENSPPRG00000012461
felis_catus ENSFCAG00000040010
loxodonta_africana ENSLAFG00000031830
dasypus_novemcinctus ENSDNOG00000049294
dasypus_novemcinctus ENSDNOG00000044536
dasypus_novemcinctus ENSDNOG00000035794
otolemur_garnettii ENSOGAG00000033683
prolemur_simus ENSPSMG00000014174
ursus_americanus ENSUAMG00000010240
ursus_maritimus ENSUMAG00000024738
ursus_maritimus ENSUMAG00000024733
ursus_americanus ENSUAMG00000004960
ursus_americanus ENSUAMG00000019659
ursus_maritimus ENSUMAG00000024739
felis_catus ENSFCAG00000022722
panthera_pardus ENSPPRG00000017572
dasypus_novemcinctus ENSDNOG00000031573
loxodonta_africana ENSLAFG00000030969
notamacropus_eugenii ENSMEUG00000005029
notamacropus_eugenii ENSMEUG00000009696
notamacropus_eugenii ENSMEUG00000003666
sarcophilus_harrisii ENSSHAG00000005515
sarcophilus_harrisii ENSSHAG00000002096
sarcophilus_harrisii ENSSHAG00000001835
sarcophilus_harrisii ENSSHAG00000002995
notamacropus_eugenii ENSMEUG00000005017
monodelphis_domestica ENSMODG00000024662
monodelphis_domestica ENSMODG00000012433
notamacropus_eugenii ENSMEUG00000013571
phascolarctos_cinereus ENSPCIG00000014112
monodelphis_domestica ENSMODG00000012430
monodelphis_domestica ENSMODG00000012434
monodelphis_domestica ENSMODG00000012437
notamacropus_eugenii ENSMEUG00000012447
notamacropus_eugenii ENSMEUG00000000816
notamacropus_eugenii ENSMEUG00000012440
notamacropus_eugenii ENSMEUG00000012436
sarcophilus_harrisii ENSSHAG00000000639
monodelphis_domestica ENSMODG00000012442
monodelphis_domestica ENSMODG00000012496
monodelphis_domestica ENSMODG00000012510
phascolarctos_cinereus ENSPCIG00000026687
phascolarctos_cinereus ENSPCIG00000026685
equus_caballus ENSECAG00000031958
equus_asinus_asinus ENSEASG00005022939
myotis_lucifugus ENSMLUG00000027590
ursus_maritimus ENSUMAG00000013099
ursus_americanus ENSUAMG00000014701
ailuropoda_melanoleuca ENSAMEG00000015702
mustela_putorius_furo ENSMPUG00000018554
neovison_vison ENSNVIG00000006428
canis_lupus_familiaris ENSCAFG00000032686
canis_lupus_dingo ENSCAFG00020019994
vulpes_vulpes ENSVVUG00000027272
vulpes_vulpes ENSVVUG00000002898
panthera_pardus ENSPPRG00000010219
felis_catus ENSFCAG00000029467
bos_taurus ENSBTAG00000048409
bos_mutus ENSBMUG00000017755
bison_bison_bison ENSBBBG00000023654
ovis_aries ENSOARG00000003088
capra_hircus ENSCHIG00000013211
prolemur_simus ENSPSMG00000002449
otolemur_garnettii ENSOGAG00000024140
chlorocebus_sabaeus ENSCSAG00000000465
theropithecus_gelada ENSTGEG00000001276
urocitellus_parryii ENSUPAG00010014889
ictidomys_tridecemlineatus ENSSTOG00000021418
spermophilus_dauricus ENSSDAG00000016060
marmota_marmota_marmota ENSMMMG00000003917
cavia_aperea ENSCAPG00000004452
cavia_porcellus ENSCPOG00000019951
loxodonta_africana ENSLAFG00000028986
dasypus_novemcinctus ENSDNOG00000043750
dasypus_novemcinctus ENSDNOG00000048619
dasypus_novemcinctus ENSDNOG00000049511
monodelphis_domestica ENSMODG00000024660
sarcophilus_harrisii ENSSHAG00000001168
spermophilus_dauricus ENSSDAG00000021630
marmota_marmota_marmota ENSMMMG00000006479
ictidomys_tridecemlineatus ENSSTOG00000028123
castor_canadensis ENSCCNG00000017108
cavia_aperea ENSCAPG00000016846
cavia_porcellus ENSCPOG00000020464
cavia_aperea ENSCAPG00000001598
cavia_porcellus ENSCPOG00000030507
oryctolagus_cuniculus ENSOCUG00000027037
oryctolagus_cuniculus ENSOCUG00000011572
mus_spicilegus ENSMSIG00000019512
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026918
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071000
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025955
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024102
meriones_unguiculatus ENSMUGG00000024724
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008125
cricetulus_griseus_crigri-picr ENSCGRG00015000263
mesocricetus_auratus ENSMAUG00000008518
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044801
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026915
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024099
rattus_norvegicus ENSRNOG00000033862
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004670
cricetulus_griseus_crigri-picr ENSCGRG00015000338
cricetulus_griseus_crigri_1.0 ENSCGRG00000019655
nannospalax_galili ENSNGAG00000000272
rattus_norvegicus ENSRNOG00000030761
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026917
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000111611
mus_spicilegus ENSMSIG00000019498
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024101
oryctolagus_cuniculus ENSOCUG00000024893
oryctolagus_cuniculus ENSOCUG00000025461
ochotona_princeps ENSOPRG00000013031
peromyscus_maniculatus_bairdii ENSPEMG00000006666
peromyscus_maniculatus_bairdii ENSPEMG00000027811
peromyscus_maniculatus_bairdii ENSPEMG00000029865
microtus_ochrogaster ENSMOCG00000002017
microtus_ochrogaster ENSMOCG00000005825
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000111338
rattus_norvegicus ENSRNOG00000033505
cricetulus_griseus_crigri-picr ENSCGRG00015000316
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006035
pan_troglodytes ENSPTRG00000044733
gorilla_gorilla ENSGGOG00000024545
pongo_abelii ENSPPYG00000019073
nomascus_leucogenys ENSNLEG00000034142
piliocolobus_tephrosceles ENSPTEG00000021512
colobus_angolensis_palliatus ENSCANG00000018701
rhinopithecus_roxellana ENSRROG00000008208
rhinopithecus_bieti ENSRBIG00000028392
papio_anubis ENSPANG00000033453
theropithecus_gelada ENSTGEG00000006116
mandrillus_leucophaeus ENSMLEG00000025863
cercocebus_atys ENSCATG00000043046
macaca_nemestrina ENSMNEG00000028286
macaca_mulatta ENSMMUG00000039091
saimiri_boliviensis_boliviensis ENSSBOG00000030102
cebus_capucinus_imitator ENSCCAG00000020271
callithrix_jacchus ENSCJAG00000044263
aotus_nancymaae ENSANAG00000015713
microcebus_murinus ENSMICG00000026884
propithecus_coquereli ENSPCOG00000009511
carlito_syrichta ENSTSYG00000027959
myotis_lucifugus ENSMLUG00000025235
pteropus_vampyrus ENSPVAG00000016534
erinaceus_europaeus ENSEEUG00000011027
ailuropoda_melanoleuca ENSAMEG00000009959
ursus_americanus ENSUAMG00000004999
neovison_vison ENSNVIG00000016695
mustela_putorius_furo ENSMPUG00000005710
canis_lupus_dingo ENSCAFG00020017517
canis_lupus_familiaris ENSCAFG00000032491
vulpes_vulpes ENSVVUG00000020134
bos_mutus ENSBMUG00000026748
bos_taurus ENSBTAG00000049595
bison_bison_bison ENSBBBG00000004223
bos_mutus ENSBMUG00000026746
capra_hircus ENSCHIG00000005865
