lonchura_striata_domestica ENSLSDG00000012882
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025764
rattus_norvegicus ENSRNOG00000021244
meriones_unguiculatus ENSMUGG00000012049
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009631
cricetulus_griseus_crigri-picr ENSCGRG00015011947
cricetulus_griseus_crigri_1.0 ENSCGRG00000012967
mesocricetus_auratus ENSMAUG00000015233
microtus_ochrogaster ENSMOCG00000020638
peromyscus_maniculatus_bairdii ENSPEMG00000019282
nannospalax_galili ENSNGAG00000010771
jaculus_jaculus ENSJJAG00000006200
ictidomys_tridecemlineatus ENSSTOG00000006000
spermophilus_dauricus ENSSDAG00000009771
urocitellus_parryii ENSUPAG00010002006
marmota_marmota_marmota ENSMMMG00000023943
chinchilla_lanigera ENSCLAG00000011219
octodon_degus ENSODEG00000006345
cavia_aperea ENSCAPG00000013391
cavia_porcellus ENSCPOG00000007213
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013276
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019387
fukomys_damarensis ENSFDAG00000018727
oryctolagus_cuniculus ENSOCUG00000012719
pan_troglodytes ENSPTRG00000013202
pan_paniscus ENSPPAG00000027611
homo_sapiens ENSG00000132622
gorilla_gorilla ENSGGOG00000016980
pongo_abelii ENSPPYG00000010814
nomascus_leucogenys ENSNLEG00000007649
theropithecus_gelada ENSTGEG00000013024
papio_anubis ENSPANG00000022392
mandrillus_leucophaeus ENSMLEG00000005841
cercocebus_atys ENSCATG00000034904
macaca_nemestrina ENSMNEG00000037235
macaca_mulatta ENSMMUG00000022077
macaca_fascicularis ENSMFAG00000042113
chlorocebus_sabaeus ENSCSAG00000012982
rhinopithecus_roxellana ENSRROG00000027513
rhinopithecus_bieti ENSRBIG00000035057
piliocolobus_tephrosceles ENSPTEG00000031413
colobus_angolensis_palliatus ENSCANG00000024438
cebus_capucinus_imitator ENSCCAG00000034495
saimiri_boliviensis_boliviensis ENSSBOG00000030813
callithrix_jacchus ENSCJAG00000021184
aotus_nancymaae ENSANAG00000038504
aotus_nancymaae ENSANAG00000025770
carlito_syrichta ENSTSYG00000035485
microcebus_murinus ENSMICG00000002541
propithecus_coquereli ENSPCOG00000009881
prolemur_simus ENSPSMG00000012818
otolemur_garnettii ENSOGAG00000033969
tursiops_truncatus ENSTTRG00000009457
ochotona_princeps ENSOPRG00000011660
pteropus_vampyrus ENSPVAG00000012758
loxodonta_africana ENSLAFG00000015862
procavia_capensis ENSPCAG00000008421
echinops_telfairi ENSETEG00000017957
dasypus_novemcinctus ENSDNOG00000034550
ornithorhynchus_anatinus ENSOANG00000003081
tetraodon_nigroviridis ENSTNIG00000019702
serinus_canaria ENSSCAG00000001217
junco_hyemalis ENSJHYG00000005455
anas_platyrhynchos_platyrhynchos ENSAPLG00000006317
coturnix_japonica ENSCJPG00005002820
paramormyrops_kingsleyae ENSPKIG00000022612
scleropages_formosus ENSSFOG00015020212
mastacembelus_armatus ENSMAMG00000008249
monopterus_albus ENSMALG00000018273
anabas_testudineus ENSATEG00000016624
mola_mola ENSMMOG00000014185
xiphophorus_maculatus ENSXMAG00000008789
xiphophorus_couchianus ENSXCOG00000005073
gambusia_affinis ENSGAFG00000014944
poecilia_mexicana ENSPMEG00000010304
poecilia_formosa ENSPFOG00000000830
poecilia_latipinna ENSPLAG00000012581
poecilia_reticulata ENSPREG00000001156
cyprinodon_variegatus ENSCVAG00000008178
fundulus_heteroclitus ENSFHEG00000005572
kryptolebias_marmoratus ENSKMAG00000006681
oryzias_latipes_asm223471v1 ENSORLG00020011673
oryzias_latipes_asm223467v1 ENSORLG00000005839
oryzias_latipes_asm223469v1 ENSORLG00015009456
amphiprion_percula ENSAPEG00000020453
acanthochromis_polyacanthus ENSAPOG00000018018
stegastes_partitus ENSSPAG00000017552
maylandia_zebra ENSMZEG00005004057
astatotilapia_calliptera ENSACLG00000020562
haplochromis_burtoni ENSHBUG00000016216
pundamilia_nyererei ENSPNYG00000019716
oreochromis_niloticus ENSONIG00000013570
neolamprologus_brichardi ENSNBRG00000005521
amphilophus_citrinellus ENSACIG00000001019
scophthalmus_maximus ENSSMAG00000017085
cynoglossus_semilaevis ENSCSEG00000016674
seriola_lalandi_dorsalis ENSSLDG00000023828
seriola_dumerili ENSSDUG00000021570
amphiprion_ocellaris ENSAOCG00000023281
gasterosteus_aculeatus ENSGACG00000019861
labrus_bergylta ENSLBEG00000017072
takifugu_rubripes ENSTRUG00000002957
tetraodon_nigroviridis ENSTNIG00000000451
tetraodon_nigroviridis ENSTNIG00000004085
oryzias_melastigma ENSOMEG00000008901
hippocampus_comes ENSHCOG00000001483
periophthalmus_magnuspinnatus ENSPMGG00000015435
gadus_morhua ENSGMOG00000002800
esox_lucius ENSELUG00000011606
pygocentrus_nattereri ENSPNAG00000001468
astyanax_mexicanus ENSAMXG00000017515
ictalurus_punctatus ENSIPUG00000001447
danio_rerio ENSDARG00000030307
lepisosteus_oculatus ENSLOCG00000001328
petromyzon_marinus ENSPMAG00000000971
eptatretus_burgeri ENSEBUG00000007292
