pelodiscus_sinensis ENSPSIG00000005879
cricetulus_griseus_crigri_1.0 ENSCGRG00000012808
mesocricetus_auratus ENSMAUG00000007798
microtus_ochrogaster ENSMOCG00000013163
mesocricetus_auratus ENSMAUG00000021751
microtus_ochrogaster ENSMOCG00000013271
peromyscus_maniculatus_bairdii ENSPEMG00000020590
microtus_ochrogaster ENSMOCG00000004153
peromyscus_maniculatus_bairdii ENSPEMG00000012597
nannospalax_galili ENSNGAG00000024212
nannospalax_galili ENSNGAG00000020495
jaculus_jaculus ENSJJAG00000010301
jaculus_jaculus ENSJJAG00000009571
castor_canadensis ENSCCNG00000006130
octodon_degus ENSODEG00000000355
ochotona_princeps ENSOPRG00000008483
