ochotona_princeps ENSOPRG00000009487
neovison_vison ENSNVIG00000004802
neovison_vison ENSNVIG00000019176
mustela_putorius_furo ENSMPUG00000011858
canis_lupus_familiaris ENSCAFG00000019170
canis_lupus_dingo ENSCAFG00020023218
canis_lupus_familiaris ENSCAFG00000000743
canis_lupus_dingo ENSCAFG00020003744
vulpes_vulpes ENSVVUG00000014136
panthera_pardus ENSPPRG00000004171
panthera_tigris_altaica ENSPTIG00000007018
felis_catus ENSFCAG00000004901
tupaia_belangeri ENSTBEG00000003868
jaculus_jaculus ENSJJAG00000013760
dasypus_novemcinctus ENSDNOG00000034406
choloepus_hoffmanni ENSCHOG00000010244
procavia_capensis ENSPCAG00000007778
procavia_capensis ENSPCAG00000006548
procavia_capensis ENSPCAG00000015210
procavia_capensis ENSPCAG00000010046
procavia_capensis ENSPCAG00000001564
procavia_capensis ENSPCAG00000012747
procavia_capensis ENSPCAG00000007404
procavia_capensis ENSPCAG00000005121
loxodonta_africana ENSLAFG00000014424
