poecilia_mexicana ENSPMEG00000002146
anser_brachyrhynchus ENSABRG00000010642
anas_platyrhynchos_platyrhynchos ENSAPLG00000028735
coturnix_japonica ENSCJPG00005012064
gallus_gallus ENSGALG00000029856
numida_meleagris ENSNMEG00000007348
calidris_pugnax ENSCPUG00000010879
calidris_pygmaea ENSCPGG00000004236
serinus_canaria ENSSCAG00000014766
lonchura_striata_domestica ENSLSDG00000002063
parus_major ENSPMJG00000000595
junco_hyemalis ENSJHYG00000004886
zonotrichia_albicollis ENSZALG00000010871
lepidothrix_coronata ENSLCOG00000012335
melopsittacus_undulatus ENSMUNG00000000780
pogona_vitticeps ENSPVIG00000016307
anolis_carolinensis ENSACAG00000014032
notechis_scutatus ENSNSUG00000015194
sphenodon_punctatus ENSSPUG00000006271
crocodylus_porosus ENSCPRG00005015944
salvator_merianae ENSSMRG00000003554
rhinopithecus_bieti ENSRBIG00000043074
rhinopithecus_roxellana ENSRROG00000039483
piliocolobus_tephrosceles ENSPTEG00000036868
colobus_angolensis_palliatus ENSCANG00000039109
papio_anubis ENSPANG00000008241
cercocebus_atys ENSCATG00000038679
mandrillus_leucophaeus ENSMLEG00000026554
theropithecus_gelada ENSTGEG00000022490
macaca_nemestrina ENSMNEG00000036770
macaca_fascicularis ENSMFAG00000035836
macaca_mulatta ENSMMUG00000038586
pan_troglodytes ENSPTRG00000018980
pan_troglodytes ENSPTRG00000049189
pan_paniscus ENSPPAG00000041778
gorilla_gorilla ENSGGOG00000025021
pongo_abelii ENSPPYG00000017739
nomascus_leucogenys ENSNLEG00000032170
aotus_nancymaae ENSANAG00000035181
callithrix_jacchus ENSCJAG00000047185
carlito_syrichta ENSTSYG00000010343
microcebus_murinus ENSMICG00000006709
ictidomys_tridecemlineatus ENSSTOG00000008694
spermophilus_dauricus ENSSDAG00000009955
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006840
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003280
cavia_porcellus ENSCPOG00000008251
castor_canadensis ENSCCNG00000011930
bos_taurus ENSBTAG00000051150
bos_mutus ENSBMUG00000021681
bison_bison_bison ENSBBBG00000016279
capra_hircus ENSCHIG00000023448
myotis_lucifugus ENSMLUG00000000867
equus_asinus_asinus ENSEASG00005021969
panthera_pardus ENSPPRG00000001184
panthera_tigris_altaica ENSPTIG00000015954
ailuropoda_melanoleuca ENSAMEG00000003340
ursus_maritimus ENSUMAG00000000168
mustela_putorius_furo ENSMPUG00000013589
equus_caballus ENSECAG00000021807
bos_taurus ENSBTAG00000006398
felis_catus ENSFCAG00000032204
procavia_capensis ENSPCAG00000008677
chlorocebus_sabaeus ENSCSAG00000013939
cebus_capucinus_imitator ENSCCAG00000033041
marmota_marmota_marmota ENSMMMG00000005059
fukomys_damarensis ENSFDAG00000008437
pteropus_vampyrus ENSPVAG00000006476
tursiops_truncatus ENSTTRG00000009076
propithecus_coquereli ENSPCOG00000025812
prolemur_simus ENSPSMG00000023794
urocitellus_parryii ENSUPAG00010015427
spermophilus_dauricus ENSSDAG00000009966
sus_scrofa ENSSSCG00000015384
ovis_aries ENSOARG00000012133
ursus_americanus ENSUAMG00000008066
loxodonta_africana ENSLAFG00000027187
dasypus_novemcinctus ENSDNOG00000018461
phascolarctos_cinereus ENSPCIG00000019076
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028998
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027997
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027001
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021773
rattus_norvegicus ENSRNOG00000043114
cricetulus_griseus_crigri-picr ENSCGRG00015019119
cricetulus_griseus_crigri_1.0 ENSCGRG00000003007
microtus_ochrogaster ENSMOCG00000001098
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024471
mesocricetus_auratus ENSMAUG00000010590
peromyscus_maniculatus_bairdii ENSPEMG00000025402
peromyscus_maniculatus_bairdii ENSPEMG00000003145
nannospalax_galili ENSNGAG00000021558
mus_spicilegus ENSMSIG00000025617
meriones_unguiculatus ENSMUGG00000008437
jaculus_jaculus ENSJJAG00000015481
octodon_degus ENSODEG00000018812
oryctolagus_cuniculus ENSOCUG00000003067
prolemur_simus ENSPSMG00000018016
callithrix_jacchus ENSCJAG00000041353
octodon_degus ENSODEG00000018662
ochotona_princeps ENSOPRG00000008753
homo_sapiens ENSG00000196683
chinchilla_lanigera ENSCLAG00000009880
tupaia_belangeri ENSTBEG00000011180
canis_lupus_dingo ENSCAFG00020002667
canis_lupus_familiaris ENSCAFG00000031816
vulpes_vulpes ENSVVUG00000001303
ornithorhynchus_anatinus ENSOANG00000014210
xenopus_tropicalis ENSXETG00000027521
eptatretus_burgeri ENSEBUG00000008848
