tupaia_belangeri ENSTBEG00000002951
oryctolagus_cuniculus ENSOCUG00000004091
sorex_araneus ENSSARG00000010106
echinops_telfairi ENSETEG00000011973
phascolarctos_cinereus ENSPCIG00000014568
monodelphis_domestica ENSMODG00000001490
sarcophilus_harrisii ENSSHAG00000003888
ornithorhynchus_anatinus ENSOANG00000002758
pogona_vitticeps ENSPVIG00000022309
anolis_carolinensis ENSACAG00000001851
notechis_scutatus ENSNSUG00000001127
salvator_merianae ENSSMRG00000000724
sphenodon_punctatus ENSSPUG00000005513
gopherus_agassizii ENSGAGG00000008001
chelonoidis_abingdonii ENSCABG00000000936
chrysemys_picta_bellii ENSCPBG00000018201
pelodiscus_sinensis ENSPSIG00000016549
gallus_gallus ENSGALG00000034171
meleagris_gallopavo ENSMGAG00000000986
coturnix_japonica ENSCJPG00005019574
numida_meleagris ENSNMEG00000014135
anser_brachyrhynchus ENSABRG00000016098
apteryx_haastii ENSAHAG00000006784
apteryx_rowi ENSARWG00000000087
apteryx_owenii ENSAOWG00000011756
dromaius_novaehollandiae ENSDNVG00000010457
nothoprocta_perdicaria ENSNPEG00000003156
calidris_pygmaea ENSCPGG00000017912
calidris_pugnax ENSCPUG00000009177
melopsittacus_undulatus ENSMUNG00000006477
serinus_canaria ENSSCAG00000010929
junco_hyemalis ENSJHYG00000005265
parus_major ENSPMJG00000001912
cyanistes_caeruleus ENSCCEG00000007437
ficedula_albicollis ENSFALG00000012755
lepidothrix_coronata ENSLCOG00000015134
manacus_vitellinus ENSMVIG00005015115
lonchura_striata_domestica ENSLSDG00000011735
taeniopygia_guttata ENSTGUG00000003444
zonotrichia_albicollis ENSZALG00000008578
anas_platyrhynchos_platyrhynchos ENSAPLG00000012144
crocodylus_porosus ENSCPRG00005013646
taeniopygia_guttata ENSTGUG00000016482
xenopus_tropicalis ENSXETG00000012111
latimeria_chalumnae ENSLACG00000022299
scleropages_formosus ENSSFOG00015015609
paramormyrops_kingsleyae ENSPKIG00000020949
oryzias_latipes_asm223471v1 ENSORLG00020003204
oryzias_latipes_asm223469v1 ENSORLG00015020282
oryzias_latipes_asm223467v1 ENSORLG00000011409
oryzias_latipes_asm223467v1 ENSORLG00000028932
oryzias_melastigma ENSOMEG00000001158
pteropus_vampyrus ENSPVAG00000005119
ochotona_princeps ENSOPRG00000012185
vicugna_pacos ENSVPAG00000003828
tursiops_truncatus ENSTTRG00000011488
procavia_capensis ENSPCAG00000016307
notamacropus_eugenii ENSMEUG00000013581
cyprinodon_variegatus ENSCVAG00000002151
fundulus_heteroclitus ENSFHEG00000017266
poecilia_reticulata ENSPREG00000017165
poecilia_formosa ENSPFOG00000000284
xiphophorus_maculatus ENSXMAG00000025010
gambusia_affinis ENSGAFG00000015846
kryptolebias_marmoratus ENSKMAG00000005091
amphiprion_ocellaris ENSAOCG00000004593
amphiprion_percula ENSAPEG00000021204
acanthochromis_polyacanthus ENSAPOG00000011664
monopterus_albus ENSMALG00000009618
scophthalmus_maximus ENSSMAG00000016752
seriola_lalandi_dorsalis ENSSLDG00000014388
seriola_dumerili ENSSDUG00000011310
labrus_bergylta ENSLBEG00000010142
anabas_testudineus ENSATEG00000007665
haplochromis_burtoni ENSHBUG00000006997
astatotilapia_calliptera ENSACLG00000023622
pundamilia_nyererei ENSPNYG00000004526
neolamprologus_brichardi ENSNBRG00000000718
oreochromis_niloticus ENSONIG00000020256
amphilophus_citrinellus ENSACIG00000020487
stegastes_partitus ENSSPAG00000022154
maylandia_zebra ENSMZEG00005008262
mastacembelus_armatus ENSMAMG00000023454
takifugu_rubripes ENSTRUG00000015330
mola_mola ENSMMOG00000010184
tetraodon_nigroviridis ENSTNIG00000007346
gasterosteus_aculeatus ENSGACG00000011718
poecilia_latipinna ENSPLAG00000023327
poecilia_mexicana ENSPMEG00000001743
periophthalmus_magnuspinnatus ENSPMGG00000006480
hippocampus_comes ENSHCOG00000012467
gadus_morhua ENSGMOG00000006921
esox_lucius ENSELUG00000003026
astyanax_mexicanus ENSAMXG00000003001
pygocentrus_nattereri ENSPNAG00000013867
ictalurus_punctatus ENSIPUG00000005148
lepisosteus_oculatus ENSLOCG00000001454
scleropages_formosus ENSSFOG00015019810
stegastes_partitus ENSSPAG00000010462
neolamprologus_brichardi ENSNBRG00000005176
poecilia_mexicana ENSPMEG00000003931
poecilia_formosa ENSPFOG00000007339
xiphophorus_couchianus ENSXCOG00000004324
paramormyrops_kingsleyae ENSPKIG00000018898
petromyzon_marinus ENSPMAG00000003506
