fundulus_heteroclitus ENSFHEG00000021186
pan_paniscus ENSPPAG00000030160
pan_troglodytes ENSPTRG00000015388
gorilla_gorilla ENSGGOG00000005790
homo_sapiens ENSG00000196455
pongo_abelii ENSPPYG00000014096
nomascus_leucogenys ENSNLEG00000002001
macaca_mulatta ENSMMUG00000020294
macaca_fascicularis ENSMFAG00000030574
macaca_nemestrina ENSMNEG00000037454
theropithecus_gelada ENSTGEG00000015449
papio_anubis ENSPANG00000006762
cercocebus_atys ENSCATG00000038352
mandrillus_leucophaeus ENSMLEG00000042031
chlorocebus_sabaeus ENSCSAG00000010465
colobus_angolensis_palliatus ENSCANG00000011186
piliocolobus_tephrosceles ENSPTEG00000036559
rhinopithecus_roxellana ENSRROG00000038622
rhinopithecus_bieti ENSRBIG00000029362
cebus_capucinus_imitator ENSCCAG00000019020
saimiri_boliviensis_boliviensis ENSSBOG00000033594
callithrix_jacchus ENSCJAG00000003293
aotus_nancymaae ENSANAG00000026825
erinaceus_europaeus ENSEEUG00000002272
loxodonta_africana ENSLAFG00000009809
castor_canadensis ENSCCNG00000006729
echinops_telfairi ENSETEG00000009346
vicugna_pacos ENSVPAG00000009504
chinchilla_lanigera ENSCLAG00000004134
octodon_degus ENSODEG00000018106
cavia_porcellus ENSCPOG00000007515
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009331
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014315
fukomys_damarensis ENSFDAG00000014077
urocitellus_parryii ENSUPAG00010022374
ictidomys_tridecemlineatus ENSSTOG00000001198
spermophilus_dauricus ENSSDAG00000010620
marmota_marmota_marmota ENSMMMG00000000524
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014556
cricetulus_griseus_crigri-picr ENSCGRG00015008626
cricetulus_griseus_crigri_1.0 ENSCGRG00000013558
mesocricetus_auratus ENSMAUG00000021984
microtus_ochrogaster ENSMOCG00000000290
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032571
mus_spicilegus ENSMSIG00000011598
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032607
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015475
rattus_norvegicus ENSRNOG00000013669
meriones_unguiculatus ENSMUGG00000017348
nannospalax_galili ENSNGAG00000022902
jaculus_jaculus ENSJJAG00000014074
cavia_aperea ENSCAPG00000015957
ochotona_princeps ENSOPRG00000000458
procavia_capensis ENSPCAG00000001637
tursiops_truncatus ENSTTRG00000002545
dipodomys_ordii ENSDORG00000004813
ovis_aries ENSOARG00000014569
ovis_aries ENSOARG00000014642
capra_hircus ENSCHIG00000000341
capra_hircus ENSCHIG00000018740
capra_hircus ENSCHIG00000012580
capra_hircus ENSCHIG00000023257
capra_hircus ENSCHIG00000019270
castor_canadensis ENSCCNG00000002002
dipodomys_ordii ENSDORG00000025846
peromyscus_maniculatus_bairdii ENSPEMG00000025970
choloepus_hoffmanni ENSCHOG00000002586
dasypus_novemcinctus ENSDNOG00000006879
ornithorhynchus_anatinus ENSOANG00000006762
pogona_vitticeps ENSPVIG00000017098
anolis_carolinensis ENSACAG00000002333
notechis_scutatus ENSNSUG00000009975
salvator_merianae ENSSMRG00000010256
sphenodon_punctatus ENSSPUG00000002150
apteryx_owenii ENSAOWG00000000786
apteryx_rowi ENSARWG00000002828
apteryx_haastii ENSAHAG00000011946
dromaius_novaehollandiae ENSDNVG00000001276
nothoprocta_perdicaria ENSNPEG00000009478
anser_brachyrhynchus ENSABRG00000000002
anas_platyrhynchos_platyrhynchos ENSAPLG00000010416
gallus_gallus ENSGALG00000040917
meleagris_gallopavo ENSMGAG00000011392
coturnix_japonica ENSCJPG00005000823
numida_meleagris ENSNMEG00000010349
manacus_vitellinus ENSMVIG00005013625
lepidothrix_coronata ENSLCOG00000013860
lonchura_striata_domestica ENSLSDG00000017986
taeniopygia_guttata ENSTGUG00000004027
serinus_canaria ENSSCAG00000001439
junco_hyemalis ENSJHYG00000009613
zonotrichia_albicollis ENSZALG00000002553
parus_major ENSPMJG00000007735
cyanistes_caeruleus ENSCCEG00000009267
ficedula_albicollis ENSFALG00000012556
calidris_pygmaea ENSCPGG00000014730
calidris_pugnax ENSCPUG00000009695
melopsittacus_undulatus ENSMUNG00000009541
crocodylus_porosus ENSCPRG00005005409
anser_brachyrhynchus ENSABRG00000015372
chelonoidis_abingdonii ENSCABG00000005866
gopherus_agassizii ENSGAGG00000022264
chrysemys_picta_bellii ENSCPBG00000022834
pelodiscus_sinensis ENSPSIG00000002637
xenopus_tropicalis ENSXETG00000002330
latimeria_chalumnae ENSLACG00000010358
periophthalmus_magnuspinnatus ENSPMGG00000000914
petromyzon_marinus ENSPMAG00000003725
eptatretus_burgeri ENSEBUG00000001794
petromyzon_marinus ENSPMAG00000007768
ciona_intestinalis ENSCING00000002676
ciona_savignyi ENSCSAVG00000007099
drosophila_melanogaster FBgn0260935
caenorhabditis_elegans_strain_n2 WBGene00014151
saccharomyces_cerevisiae_strain_s288c YBR097W
