monodelphis_domestica ENSMODG00000017725
myotis_lucifugus ENSMLUG00000000131
choloepus_hoffmanni ENSCHOG00000007858
dasypus_novemcinctus ENSDNOG00000006977
chinchilla_lanigera ENSCLAG00000014066
cavia_porcellus ENSCPOG00000033029
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008446
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001423
fukomys_damarensis ENSFDAG00000008321
echinops_telfairi ENSETEG00000007193
procavia_capensis ENSPCAG00000015356
ornithorhynchus_anatinus ENSOANG00000013791
sarcophilus_harrisii ENSSHAG00000010295
pogona_vitticeps ENSPVIG00000023026
anolis_carolinensis ENSACAG00000001672
notechis_scutatus ENSNSUG00000004515
salvator_merianae ENSSMRG00000012048
sphenodon_punctatus ENSSPUG00000009578
meleagris_gallopavo ENSMGAG00000013289
numida_meleagris ENSNMEG00000022107
anas_platyrhynchos_platyrhynchos ENSAPLG00000026000
anser_brachyrhynchus ENSABRG00000007965
melopsittacus_undulatus ENSMUNG00000012669
apteryx_rowi ENSARWG00000016993
ficedula_albicollis ENSFALG00000011423
junco_hyemalis ENSJHYG00000016539
lepidothrix_coronata ENSLCOG00000016230
gallus_gallus ENSGALG00000014848
calidris_pugnax ENSCPUG00000017785
apteryx_owenii ENSAOWG00000006639
apteryx_haastii ENSAHAG00000006171
nothoprocta_perdicaria ENSNPEG00000013727
taeniopygia_guttata ENSTGUG00000011813
serinus_canaria ENSSCAG00000014209
lonchura_striata_domestica ENSLSDG00000016000
parus_major ENSPMJG00000013746
cyanistes_caeruleus ENSCCEG00000015051
manacus_vitellinus ENSMVIG00005017811
zonotrichia_albicollis ENSZALG00000016147
coturnix_japonica ENSCJPG00005009159
calidris_pygmaea ENSCPGG00000012888
crocodylus_porosus ENSCPRG00005004917
pelodiscus_sinensis ENSPSIG00000013118
gopherus_agassizii ENSGAGG00000013022
dromaius_novaehollandiae ENSDNVG00000000183
chelonoidis_abingdonii ENSCABG00000013320
xenopus_tropicalis ENSXETG00000030568
paramormyrops_kingsleyae ENSPKIG00000013171
scleropages_formosus ENSSFOG00015017625
amphiprion_percula ENSAPEG00000013453
amphiprion_ocellaris ENSAOCG00000018494
acanthochromis_polyacanthus ENSAPOG00000018467
stegastes_partitus ENSSPAG00000022392
haplochromis_burtoni ENSHBUG00000018084
maylandia_zebra ENSMZEG00005006392
pundamilia_nyererei ENSPNYG00000024105
neolamprologus_brichardi ENSNBRG00000009640
oreochromis_niloticus ENSONIG00000020203
amphilophus_citrinellus ENSACIG00000003756
poecilia_formosa ENSPFOG00000022636
poecilia_mexicana ENSPMEG00000024078
poecilia_latipinna ENSPLAG00000010773
poecilia_reticulata ENSPREG00000018473
xiphophorus_couchianus ENSXCOG00000019111
xiphophorus_maculatus ENSXMAG00000005306
gambusia_affinis ENSGAFG00000006525
cyprinodon_variegatus ENSCVAG00000020595
monopterus_albus ENSMALG00000005971
cynoglossus_semilaevis ENSCSEG00000004469
anabas_testudineus ENSATEG00000022846
mastacembelus_armatus ENSMAMG00000019378
kryptolebias_marmoratus ENSKMAG00000012585
takifugu_rubripes ENSTRUG00000002846
tetraodon_nigroviridis ENSTNIG00000004202
mola_mola ENSMMOG00000015808
seriola_dumerili ENSSDUG00000003797
seriola_lalandi_dorsalis ENSSLDG00000007622
labrus_bergylta ENSLBEG00000010087
scophthalmus_maximus ENSSMAG00000005602
esox_lucius ENSELUG00000020548
pygocentrus_nattereri ENSPNAG00000027745
astyanax_mexicanus ENSAMXG00000034208
ictalurus_punctatus ENSIPUG00000005277
danio_rerio ENSDARG00000041779
xiphophorus_maculatus ENSXMAG00000007156
gambusia_affinis ENSGAFG00000005577
poecilia_mexicana ENSPMEG00000006606
poecilia_formosa ENSPFOG00000010530
poecilia_reticulata ENSPREG00000012640
cyprinodon_variegatus ENSCVAG00000003984
oryzias_latipes_asm223469v1 ENSORLG00015020706
oryzias_latipes_asm223467v1 ENSORLG00000026510
oryzias_latipes_asm223471v1 ENSORLG00020002251
monopterus_albus ENSMALG00000021483
seriola_lalandi_dorsalis ENSSLDG00000025504
cynoglossus_semilaevis ENSCSEG00000019384
poecilia_latipinna ENSPLAG00000007096
fundulus_heteroclitus ENSFHEG00000018843
seriola_dumerili ENSSDUG00000010958
anabas_testudineus ENSATEG00000002399
takifugu_rubripes ENSTRUG00000019668
tetraodon_nigroviridis ENSTNIG00000010945
mola_mola ENSMMOG00000015181
astatotilapia_calliptera ENSACLG00000007733
maylandia_zebra ENSMZEG00005013236
haplochromis_burtoni ENSHBUG00000015250
pundamilia_nyererei ENSPNYG00000004008
oreochromis_niloticus ENSONIG00000000678
neolamprologus_brichardi ENSNBRG00000022742
kryptolebias_marmoratus ENSKMAG00000018376
amphiprion_ocellaris ENSAOCG00000009338
amphiprion_percula ENSAPEG00000005896
acanthochromis_polyacanthus ENSAPOG00000002315
stegastes_partitus ENSSPAG00000007067
mastacembelus_armatus ENSMAMG00000014938
labrus_bergylta ENSLBEG00000007981
scophthalmus_maximus ENSSMAG00000008654
danio_rerio ENSDARG00000057903
lepisosteus_oculatus ENSLOCG00000017262
