monodelphis_domestica ENSMODG00000005899
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000811
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000550
fukomys_damarensis ENSFDAG00000013694
oryctolagus_cuniculus ENSOCUG00000008480
tupaia_belangeri ENSTBEG00000003311
pan_troglodytes ENSPTRG00000022383
pan_troglodytes ENSPTRG00000046018
pan_paniscus ENSPPAG00000031555
homo_sapiens ENSG00000011677
gorilla_gorilla ENSGGOG00000034961
pongo_abelii ENSPPYG00000020828
nomascus_leucogenys ENSNLEG00000013803
rhinopithecus_bieti ENSRBIG00000041713
colobus_angolensis_palliatus ENSCANG00000034425
macaca_fascicularis ENSMFAG00000003816
macaca_nemestrina ENSMNEG00000037472
macaca_mulatta ENSMMUG00000001540
papio_anubis ENSPANG00000023463
cercocebus_atys ENSCATG00000036149
mandrillus_leucophaeus ENSMLEG00000039608
theropithecus_gelada ENSTGEG00000008211
chlorocebus_sabaeus ENSCSAG00000007008
cebus_capucinus_imitator ENSCCAG00000035668
callithrix_jacchus ENSCJAG00000003815
saimiri_boliviensis_boliviensis ENSSBOG00000019283
aotus_nancymaae ENSANAG00000024619
carlito_syrichta ENSTSYG00000003696
microcebus_murinus ENSMICG00000042718
prolemur_simus ENSPSMG00000026014
propithecus_coquereli ENSPCOG00000007960
otolemur_garnettii ENSOGAG00000013229
loxodonta_africana ENSLAFG00000005546
procavia_capensis ENSPCAG00000010390
echinops_telfairi ENSETEG00000006044
dasypus_novemcinctus ENSDNOG00000043282
dipodomys_ordii ENSDORG00000003322
ornithorhynchus_anatinus ENSOANG00000008728
anolis_carolinensis ENSACAG00000013798
pogona_vitticeps ENSPVIG00000015944
notechis_scutatus ENSNSUG00000018297
salvator_merianae ENSSMRG00000003501
sphenodon_punctatus ENSSPUG00000000088
gopherus_agassizii ENSGAGG00000001010
chrysemys_picta_bellii ENSCPBG00000001846
pelodiscus_sinensis ENSPSIG00000014858
manacus_vitellinus ENSMVIG00005002820
lepidothrix_coronata ENSLCOG00000014747
serinus_canaria ENSSCAG00000017060
lonchura_striata_domestica ENSLSDG00000006961
parus_major ENSPMJG00000012178
zonotrichia_albicollis ENSZALG00000002629
ficedula_albicollis ENSFALG00000011100
anser_brachyrhynchus ENSABRG00000001398
anas_platyrhynchos_platyrhynchos ENSAPLG00000010123
numida_meleagris ENSNMEG00000020721
coturnix_japonica ENSCJPG00005016868
melopsittacus_undulatus ENSMUNG00000012320
apteryx_owenii ENSAOWG00000016301
apteryx_haastii ENSAHAG00000019188
dromaius_novaehollandiae ENSDNVG00000003547
meleagris_gallopavo ENSMGAG00000005137
gallus_gallus ENSGALG00000007269
taeniopygia_guttata ENSTGUG00000006327
apteryx_rowi ENSARWG00000002830
nothoprocta_perdicaria ENSNPEG00000006111
crocodylus_porosus ENSCPRG00005006988
cyanistes_caeruleus ENSCCEG00000016909
junco_hyemalis ENSJHYG00000002247
calidris_pygmaea ENSCPGG00000011198
calidris_pugnax ENSCPUG00000001158
chelonoidis_abingdonii ENSCABG00000009199
xenopus_tropicalis ENSXETG00000026177
latimeria_chalumnae ENSLACG00000010118
tetraodon_nigroviridis ENSTNIG00000010784
takifugu_rubripes ENSTRUG00000002674
hippocampus_comes ENSHCOG00000020522
xiphophorus_couchianus ENSXCOG00000005892
astatotilapia_calliptera ENSACLG00000009161
haplochromis_burtoni ENSHBUG00000022159
maylandia_zebra ENSMZEG00005012552
pundamilia_nyererei ENSPNYG00000023246
neolamprologus_brichardi ENSNBRG00000012938
oreochromis_niloticus ENSONIG00000001804
amphilophus_citrinellus ENSACIG00000014451
stegastes_partitus ENSSPAG00000004649
gasterosteus_aculeatus ENSGACG00000020292
seriola_lalandi_dorsalis ENSSLDG00000018231
seriola_dumerili ENSSDUG00000015839
scophthalmus_maximus ENSSMAG00000019393
labrus_bergylta ENSLBEG00000002196
monopterus_albus ENSMALG00000015215
mastacembelus_armatus ENSMAMG00000008831
anabas_testudineus ENSATEG00000008511
amphiprion_ocellaris ENSAOCG00000005356
amphiprion_percula ENSAPEG00000008914
acanthochromis_polyacanthus ENSAPOG00000018217
fundulus_heteroclitus ENSFHEG00000005472
cyprinodon_variegatus ENSCVAG00000009174
xiphophorus_maculatus ENSXMAG00000004953
gambusia_affinis ENSGAFG00000013233
poecilia_formosa ENSPFOG00000019092
poecilia_mexicana ENSPMEG00000001207
poecilia_latipinna ENSPLAG00000010365
poecilia_reticulata ENSPREG00000017800
kryptolebias_marmoratus ENSKMAG00000011066
oryzias_latipes_asm223469v1 ENSORLG00015003013
oryzias_latipes_asm223471v1 ENSORLG00020020426
oryzias_latipes_asm223467v1 ENSORLG00000010408
oryzias_melastigma ENSOMEG00000007469
cynoglossus_semilaevis ENSCSEG00000010971
periophthalmus_magnuspinnatus ENSPMGG00000011594
mola_mola ENSMMOG00000006696
gadus_morhua ENSGMOG00000015923
esox_lucius ENSELUG00000014803
pygocentrus_nattereri ENSPNAG00000025249
astyanax_mexicanus ENSAMXG00000020340
ictalurus_punctatus ENSIPUG00000010510
danio_rerio ENSDARG00000090883
paramormyrops_kingsleyae ENSPKIG00000008211
scleropages_formosus ENSSFOG00015003216
lepisosteus_oculatus ENSLOCG00000013763
