manacus_vitellinus ENSMVIG00005003316
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012832
rattus_norvegicus ENSRNOG00000014966
meriones_unguiculatus ENSMUGG00000011237
cricetulus_griseus_crigri_1.0 ENSCGRG00000009316
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014004
cricetulus_griseus_crigri-picr ENSCGRG00015020836
mesocricetus_auratus ENSMAUG00000011583
microtus_ochrogaster ENSMOCG00000007337
peromyscus_maniculatus_bairdii ENSPEMG00000030733
nannospalax_galili ENSNGAG00000021727
jaculus_jaculus ENSJJAG00000015651
cavia_aperea ENSCAPG00000001732
cavia_porcellus ENSCPOG00000021635
octodon_degus ENSODEG00000013188
spermophilus_dauricus ENSSDAG00000023508
marmota_marmota_marmota ENSMMMG00000007391
ictidomys_tridecemlineatus ENSSTOG00000020602
urocitellus_parryii ENSUPAG00010009992
oryctolagus_cuniculus ENSOCUG00000002865
ochotona_princeps ENSOPRG00000002201
nomascus_leucogenys ENSNLEG00000033714
propithecus_coquereli ENSPCOG00000002733
microcebus_murinus ENSMICG00000046460
otolemur_garnettii ENSOGAG00000012719
castor_canadensis ENSCCNG00000009692
castor_canadensis ENSCCNG00000010124
bos_taurus ENSBTAG00000020434
bos_mutus ENSBMUG00000006484
bison_bison_bison ENSBBBG00000017853
ovis_aries ENSOARG00000004057
capra_hircus ENSCHIG00000023412
tursiops_truncatus ENSTTRG00000008167
sus_scrofa ENSSSCG00000032153
panthera_tigris_altaica ENSPTIG00000017039
panthera_pardus ENSPPRG00000009538
felis_catus ENSFCAG00000034096
ovis_aries ENSOARG00000016936
capra_hircus ENSCHIG00000004385
bos_mutus ENSBMUG00000009460
bos_taurus ENSBTAG00000031825
bison_bison_bison ENSBBBG00000005361
myotis_lucifugus ENSMLUG00000028463
myotis_lucifugus ENSMLUG00000029497
myotis_lucifugus ENSMLUG00000010853
myotis_lucifugus ENSMLUG00000028616
erinaceus_europaeus ENSEEUG00000013374
canis_lupus_familiaris ENSCAFG00000007621
canis_lupus_dingo ENSCAFG00020019957
vulpes_vulpes ENSVVUG00000016868
mustela_putorius_furo ENSMPUG00000008025
neovison_vison ENSNVIG00000020090
ursus_americanus ENSUAMG00000007375
ailuropoda_melanoleuca ENSAMEG00000019037
mustela_putorius_furo ENSMPUG00000008056
neovison_vison ENSNVIG00000020109
neovison_vison ENSNVIG00000024418
neovison_vison ENSNVIG00000024415
mustela_putorius_furo ENSMPUG00000008129
ursus_americanus ENSUAMG00000014602
ursus_maritimus ENSUMAG00000013469
ailuropoda_melanoleuca ENSAMEG00000003793
ursus_maritimus ENSUMAG00000015925
ursus_maritimus ENSUMAG00000015932
ailuropoda_melanoleuca ENSAMEG00000003716
ursus_americanus ENSUAMG00000002740
ursus_americanus ENSUAMG00000001392
ursus_maritimus ENSUMAG00000013478
equus_asinus_asinus ENSEASG00005020952
equus_caballus ENSECAG00000021258
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009257
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013665
fukomys_damarensis ENSFDAG00000017550
chinchilla_lanigera ENSCLAG00000015360
tupaia_belangeri ENSTBEG00000002145
loxodonta_africana ENSLAFG00000021383
pan_troglodytes ENSPTRG00000010781
pan_paniscus ENSPPAG00000029958
homo_sapiens ENSG00000131943
gorilla_gorilla ENSGGOG00000014142
mandrillus_leucophaeus ENSMLEG00000037130
cercocebus_atys ENSCATG00000043372
macaca_fascicularis ENSMFAG00000037046
macaca_mulatta ENSMMUG00000021690
macaca_nemestrina ENSMNEG00000034136
theropithecus_gelada ENSTGEG00000016042
chlorocebus_sabaeus ENSCSAG00000004862
papio_anubis ENSPANG00000007899
colobus_angolensis_palliatus ENSCANG00000027254
piliocolobus_tephrosceles ENSPTEG00000038875
rhinopithecus_bieti ENSRBIG00000039475
rhinopithecus_roxellana ENSRROG00000036081
saimiri_boliviensis_boliviensis ENSSBOG00000025647
aotus_nancymaae ENSANAG00000020400
callithrix_jacchus ENSCJAG00000001867
cebus_capucinus_imitator ENSCCAG00000024988
cebus_capucinus_imitator ENSCCAG00000000464
saimiri_boliviensis_boliviensis ENSSBOG00000031791
aotus_nancymaae ENSANAG00000019582
choloepus_hoffmanni ENSCHOG00000013700
pongo_abelii ENSPPYG00000009807
carlito_syrichta ENSTSYG00000032864
spermophilus_dauricus ENSSDAG00000023515
tupaia_belangeri ENSTBEG00000010952
pteropus_vampyrus ENSPVAG00000007198
dasypus_novemcinctus ENSDNOG00000032291
ornithorhynchus_anatinus ENSOANG00000012325
xenopus_tropicalis ENSXETG00000010474
latimeria_chalumnae ENSLACG00000009545
astyanax_mexicanus ENSAMXG00000037694
pygocentrus_nattereri ENSPNAG00000006427
ictalurus_punctatus ENSIPUG00000013690
astyanax_mexicanus ENSAMXG00000035732
ictalurus_punctatus ENSIPUG00000013665
danio_rerio ENSDARG00000105232
danio_rerio ENSDARG00000104856
danio_rerio ENSDARG00000102929
cyprinodon_variegatus ENSCVAG00000021098
cyprinodon_variegatus ENSCVAG00000006969
fundulus_heteroclitus ENSFHEG00000000481
poecilia_formosa ENSPFOG00000011738
poecilia_latipinna ENSPLAG00000011240
poecilia_mexicana ENSPMEG00000005669
poecilia_reticulata ENSPREG00000002800
xiphophorus_couchianus ENSXCOG00000017783
xiphophorus_maculatus ENSXMAG00000001040
gambusia_affinis ENSGAFG00000016786
kryptolebias_marmoratus ENSKMAG00000013444
oryzias_latipes_asm223467v1 ENSORLG00000015522
oryzias_latipes_asm223471v1 ENSORLG00020016056
oryzias_latipes_asm223469v1 ENSORLG00015013791
oryzias_melastigma ENSOMEG00000021552
oryzias_melastigma ENSOMEG00000021563
maylandia_zebra ENSMZEG00005002123
astatotilapia_calliptera ENSACLG00000000798
haplochromis_burtoni ENSHBUG00000021598
pundamilia_nyererei ENSPNYG00000020247
neolamprologus_brichardi ENSNBRG00000001717
oreochromis_niloticus ENSONIG00000003499
amphilophus_citrinellus ENSACIG00000008828
seriola_lalandi_dorsalis ENSSLDG00000013284
seriola_dumerili ENSSDUG00000011326
scophthalmus_maximus ENSSMAG00000013532
labrus_bergylta ENSLBEG00000016153
labrus_bergylta ENSLBEG00000021589
labrus_bergylta ENSLBEG00000021602
labrus_bergylta ENSLBEG00000010742
labrus_bergylta ENSLBEG00000014311
gasterosteus_aculeatus ENSGACG00000012565
mastacembelus_armatus ENSMAMG00000009714
anabas_testudineus ENSATEG00000008785
mola_mola ENSMMOG00000015514
cynoglossus_semilaevis ENSCSEG00000000323
amphiprion_ocellaris ENSAOCG00000018716
amphiprion_percula ENSAPEG00000006308
acanthochromis_polyacanthus ENSAPOG00000019814
stegastes_partitus ENSSPAG00000002081
astatotilapia_calliptera ENSACLG00000000786
maylandia_zebra ENSMZEG00005002134
oreochromis_niloticus ENSONIG00000003498
periophthalmus_magnuspinnatus ENSPMGG00000020690
hippocampus_comes ENSHCOG00000015557
gadus_morhua ENSGMOG00000005245
esox_lucius ENSELUG00000019823
takifugu_rubripes ENSTRUG00000023656
takifugu_rubripes ENSTRUG00000023623
tetraodon_nigroviridis ENSTNIG00000008372
oryzias_latipes_asm223469v1 ENSORLG00015001086
oryzias_latipes_asm223467v1 ENSORLG00000016190
oryzias_latipes_asm223471v1 ENSORLG00020009793
xiphophorus_maculatus ENSXMAG00000023744
xiphophorus_couchianus ENSXCOG00000002310
gambusia_affinis ENSGAFG00000021873
poecilia_formosa ENSPFOG00000003707
poecilia_mexicana ENSPMEG00000013910
poecilia_latipinna ENSPLAG00000014281
poecilia_reticulata ENSPREG00000021304
fundulus_heteroclitus ENSFHEG00000012009
cyprinodon_variegatus ENSCVAG00000016175
kryptolebias_marmoratus ENSKMAG00000022067
maylandia_zebra ENSMZEG00005017108
astatotilapia_calliptera ENSACLG00000005022
pundamilia_nyererei ENSPNYG00000021138
haplochromis_burtoni ENSHBUG00000017994
neolamprologus_brichardi ENSNBRG00000015214
oreochromis_niloticus ENSONIG00000010419
amphilophus_citrinellus ENSACIG00000009489
amphiprion_ocellaris ENSAOCG00000021873
amphiprion_percula ENSAPEG00000012273
acanthochromis_polyacanthus ENSAPOG00000000159
stegastes_partitus ENSSPAG00000003058
scophthalmus_maximus ENSSMAG00000010602
cynoglossus_semilaevis ENSCSEG00000009305
periophthalmus_magnuspinnatus ENSPMGG00000001457
anabas_testudineus ENSATEG00000018112
hippocampus_comes ENSHCOG00000007719
mola_mola ENSMMOG00000019216
gasterosteus_aculeatus ENSGACG00000013358
seriola_dumerili ENSSDUG00000000077
seriola_lalandi_dorsalis ENSSLDG00000010101
labrus_bergylta ENSLBEG00000007461
mastacembelus_armatus ENSMAMG00000001918
monopterus_albus ENSMALG00000022038
gadus_morhua ENSGMOG00000018451
esox_lucius ENSELUG00000019631
pygocentrus_nattereri ENSPNAG00000021400
astyanax_mexicanus ENSAMXG00000036620
ictalurus_punctatus ENSIPUG00000014261
danio_rerio ENSDARG00000058857
paramormyrops_kingsleyae ENSPKIG00000004426
paramormyrops_kingsleyae ENSPKIG00000004435
scleropages_formosus ENSSFOG00015014595
lepisosteus_oculatus ENSLOCG00000017594
eptatretus_burgeri ENSEBUG00000012851
ciona_savignyi ENSCSAVG00000004098
ciona_savignyi ENSCSAVG00000003817
ciona_intestinalis ENSCING00000021794
drosophila_melanogaster FBgn0023530
