propithecus_coquereli ENSPCOG00000024201
canis_lupus_familiaris ENSCAFG00000001142
canis_lupus_dingo ENSCAFG00020002111
vulpes_vulpes ENSVVUG00000004565
vulpes_vulpes ENSVVUG00000006921
ursus_americanus ENSUAMG00000010004
ursus_maritimus ENSUMAG00000021756
ailuropoda_melanoleuca ENSAMEG00000013867
panthera_tigris_altaica ENSPTIG00000013463
panthera_pardus ENSPPRG00000011948
felis_catus ENSFCAG00000015440
loxodonta_africana ENSLAFG00000011500
procavia_capensis ENSPCAG00000010649
sorex_araneus ENSSARG00000012010
dasypus_novemcinctus ENSDNOG00000013240
echinops_telfairi ENSETEG00000011715
myotis_lucifugus ENSMLUG00000007749
castor_canadensis ENSCCNG00000008691
dipodomys_ordii ENSDORG00000024929
ictidomys_tridecemlineatus ENSSTOG00000004370
urocitellus_parryii ENSUPAG00010006258
spermophilus_dauricus ENSSDAG00000024136
marmota_marmota_marmota ENSMMMG00000004230
cricetulus_griseus_crigri_1.0 ENSCGRG00000000560
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017555
cricetulus_griseus_crigri-picr ENSCGRG00015005176
mesocricetus_auratus ENSMAUG00000017231
peromyscus_maniculatus_bairdii ENSPEMG00000015903
microtus_ochrogaster ENSMOCG00000020995
mus_spicilegus ENSMSIG00000028556
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020947
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022404
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020049
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020051
rattus_norvegicus ENSRNOG00000018920
meriones_unguiculatus ENSMUGG00000001709
nannospalax_galili ENSNGAG00000013608
jaculus_jaculus ENSJJAG00000011965
oryctolagus_cuniculus ENSOCUG00000009630
ochotona_princeps ENSOPRG00000006691
chinchilla_lanigera ENSCLAG00000016789
octodon_degus ENSODEG00000009352
cavia_porcellus ENSCPOG00000002289
cavia_aperea ENSCAPG00000004597
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017488
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013720
fukomys_damarensis ENSFDAG00000021248
equus_asinus_asinus ENSEASG00005001938
carlito_syrichta ENSTSYG00000012521
octodon_degus ENSODEG00000013252
monodelphis_domestica ENSMODG00000013036
phascolarctos_cinereus ENSPCIG00000027567
gopherus_agassizii ENSGAGG00000009664
chelonoidis_abingdonii ENSCABG00000022953
pelodiscus_sinensis ENSPSIG00000004546
apteryx_owenii ENSAOWG00000011931
apteryx_haastii ENSAHAG00000010763
apteryx_rowi ENSARWG00000016523
nothoprocta_perdicaria ENSNPEG00000008988
dromaius_novaehollandiae ENSDNVG00000005338
calidris_pygmaea ENSCPGG00000018688
calidris_pugnax ENSCPUG00000015523
melopsittacus_undulatus ENSMUNG00000015251
lepidothrix_coronata ENSLCOG00000006612
manacus_vitellinus ENSMVIG00005018190
parus_major ENSPMJG00000007471
cyanistes_caeruleus ENSCCEG00000002304
ficedula_albicollis ENSFALG00000012100
junco_hyemalis ENSJHYG00000003344
zonotrichia_albicollis ENSZALG00000006715
serinus_canaria ENSSCAG00000005430
taeniopygia_guttata ENSTGUG00000010069
lonchura_striata_domestica ENSLSDG00000002607
anas_platyrhynchos_platyrhynchos ENSAPLG00000009624
anser_brachyrhynchus ENSABRG00000016324
coturnix_japonica ENSCJPG00005009360
coturnix_japonica ENSCJPG00005009364
meleagris_gallopavo ENSMGAG00000012312
gallus_gallus ENSGALG00000012013
crocodylus_porosus ENSCPRG00005019052
anolis_carolinensis ENSACAG00000005318
pogona_vitticeps ENSPVIG00000001732
notechis_scutatus ENSNSUG00000004369
salvator_merianae ENSSMRG00000015575
sphenodon_punctatus ENSSPUG00000011136
xenopus_tropicalis ENSXETG00000022968
latimeria_chalumnae ENSLACG00000004098
tetraodon_nigroviridis ENSTNIG00000002659
takifugu_rubripes ENSTRUG00000002474
mola_mola ENSMMOG00000012584
labrus_bergylta ENSLBEG00000022532
labrus_bergylta ENSLBEG00000013317
cynoglossus_semilaevis ENSCSEG00000018472
monopterus_albus ENSMALG00000017807
mastacembelus_armatus ENSMAMG00000004745
anabas_testudineus ENSATEG00000002921
seriola_dumerili ENSSDUG00000001808
seriola_lalandi_dorsalis ENSSLDG00000020873
scophthalmus_maximus ENSSMAG00000007905
gasterosteus_aculeatus ENSGACG00000014271
hippocampus_comes ENSHCOG00000002354
periophthalmus_magnuspinnatus ENSPMGG00000014955
xiphophorus_maculatus ENSXMAG00000001478
xiphophorus_couchianus ENSXCOG00000017928
gambusia_affinis ENSGAFG00000009891
poecilia_formosa ENSPFOG00000007854
poecilia_mexicana ENSPMEG00000002917
poecilia_latipinna ENSPLAG00000011962
poecilia_reticulata ENSPREG00000019862
cyprinodon_variegatus ENSCVAG00000022776
fundulus_heteroclitus ENSFHEG00000004744
kryptolebias_marmoratus ENSKMAG00000017273
oryzias_latipes_asm223471v1 ENSORLG00020010374
oryzias_latipes_asm223467v1 ENSORLG00000013026
oryzias_latipes_asm223469v1 ENSORLG00015021339
oryzias_melastigma ENSOMEG00000021456
amphiprion_ocellaris ENSAOCG00000022016
amphiprion_percula ENSAPEG00000001328
acanthochromis_polyacanthus ENSAPOG00000022281
stegastes_partitus ENSSPAG00000012691
neolamprologus_brichardi ENSNBRG00000006208
oreochromis_niloticus ENSONIG00000015661
maylandia_zebra ENSMZEG00005005957
maylandia_zebra ENSMZEG00005028401
astatotilapia_calliptera ENSACLG00000012504
pundamilia_nyererei ENSPNYG00000019831
haplochromis_burtoni ENSHBUG00000014151
amphilophus_citrinellus ENSACIG00000015915
gadus_morhua ENSGMOG00000010746
esox_lucius ENSELUG00000011273
astyanax_mexicanus ENSAMXG00000006516
pygocentrus_nattereri ENSPNAG00000019406
danio_rerio ENSDARG00000061684
scleropages_formosus ENSSFOG00015011106
paramormyrops_kingsleyae ENSPKIG00000001125
lepisosteus_oculatus ENSLOCG00000011492
