bos_mutus ENSBMUG00000004985
spermophilus_dauricus ENSSDAG00000021412
marmota_marmota_marmota ENSMMMG00000012061
urocitellus_parryii ENSUPAG00010003005
ictidomys_tridecemlineatus ENSSTOG00000014202
oryctolagus_cuniculus ENSOCUG00000015767
ochotona_princeps ENSOPRG00000000126
dasypus_novemcinctus ENSDNOG00000032210
loxodonta_africana ENSLAFG00000012103
procavia_capensis ENSPCAG00000007687
echinops_telfairi ENSETEG00000007970
phascolarctos_cinereus ENSPCIG00000027896
anolis_carolinensis ENSACAG00000007596
pogona_vitticeps ENSPVIG00000002879
notechis_scutatus ENSNSUG00000019824
salvator_merianae ENSSMRG00000019233
gopherus_agassizii ENSGAGG00000011581
chrysemys_picta_bellii ENSCPBG00000017475
coturnix_japonica ENSCJPG00005003856
calidris_pugnax ENSCPUG00000002212
lonchura_striata_domestica ENSLSDG00000006928
apteryx_owenii ENSAOWG00000009044
sarcophilus_harrisii ENSSHAG00000002295
xenopus_tropicalis ENSXETG00000030196
latimeria_chalumnae ENSLACG00000000521
pygocentrus_nattereri ENSPNAG00000024699
astyanax_mexicanus ENSAMXG00000038113
ictalurus_punctatus ENSIPUG00000011788
danio_rerio ENSDARG00000059006
esox_lucius ENSELUG00000005004
paramormyrops_kingsleyae ENSPKIG00000015573
scleropages_formosus ENSSFOG00015002631
scleropages_formosus ENSSFOG00015008549
paramormyrops_kingsleyae ENSPKIG00000012110
pygocentrus_nattereri ENSPNAG00000018357
danio_rerio ENSDARG00000056840
lepisosteus_oculatus ENSLOCG00000014573
tetraodon_nigroviridis ENSTNIG00000002859
takifugu_rubripes ENSTRUG00000012556
mola_mola ENSMMOG00000009837
labrus_bergylta ENSLBEG00000028846
labrus_bergylta ENSLBEG00000027131
mastacembelus_armatus ENSMAMG00000012329
monopterus_albus ENSMALG00000017723
anabas_testudineus ENSATEG00000020211
oryzias_latipes_asm223467v1 ENSORLG00000026537
oryzias_latipes_asm223471v1 ENSORLG00020002034
oryzias_melastigma ENSOMEG00000023176
kryptolebias_marmoratus ENSKMAG00000006448
amphiprion_percula ENSAPEG00000022848
amphiprion_ocellaris ENSAOCG00000018563
acanthochromis_polyacanthus ENSAPOG00000023469
stegastes_partitus ENSSPAG00000007048
astatotilapia_calliptera ENSACLG00000012993
maylandia_zebra ENSMZEG00005024049
pundamilia_nyererei ENSPNYG00000003117
haplochromis_burtoni ENSHBUG00000019501
neolamprologus_brichardi ENSNBRG00000009988
oreochromis_niloticus ENSONIG00000014602
amphilophus_citrinellus ENSACIG00000003728
seriola_dumerili ENSSDUG00000020736
seriola_lalandi_dorsalis ENSSLDG00000005466
scophthalmus_maximus ENSSMAG00000014429
xiphophorus_maculatus ENSXMAG00000013211
xiphophorus_couchianus ENSXCOG00000016856
gambusia_affinis ENSGAFG00000000113
poecilia_mexicana ENSPMEG00000010804
poecilia_formosa ENSPFOG00000017512
poecilia_reticulata ENSPREG00000002017
poecilia_latipinna ENSPLAG00000023592
cyprinodon_variegatus ENSCVAG00000013470
hippocampus_comes ENSHCOG00000002974
cynoglossus_semilaevis ENSCSEG00000015705
periophthalmus_magnuspinnatus ENSPMGG00000017727
fundulus_heteroclitus ENSFHEG00000016701
eptatretus_burgeri ENSEBUG00000003175
ciona_intestinalis ENSCING00000007068
caenorhabditis_elegans_strain_n2 WBGene00015249
drosophila_melanogaster FBgn0036180
