notechis_scutatus ENSNSUG00000015413
fundulus_heteroclitus ENSFHEG00000009591
cyprinodon_variegatus ENSCVAG00000019366
periophthalmus_magnuspinnatus ENSPMGG00000024158
gadus_morhua ENSGMOG00000006294
esox_lucius ENSELUG00000007769
lepisosteus_oculatus ENSLOCG00000012825
latimeria_chalumnae ENSLACG00000013159
xenopus_tropicalis ENSXETG00000006547
castor_canadensis ENSCCNG00000024205
dipodomys_ordii ENSDORG00000015818
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000014030
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026926
mus_spicilegus ENSMSIG00000019898
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025963
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024110
rattus_norvegicus ENSRNOG00000024729
meriones_unguiculatus ENSMUGG00000009983
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022968
cricetulus_griseus_crigri_1.0 ENSCGRG00000007337
cricetulus_griseus_crigri-picr ENSCGRG00015028122
mesocricetus_auratus ENSMAUG00000020146
microtus_ochrogaster ENSMOCG00000017791
peromyscus_maniculatus_bairdii ENSPEMG00000013014
nannospalax_galili ENSNGAG00000011551
jaculus_jaculus ENSJJAG00000018900
ictidomys_tridecemlineatus ENSSTOG00000024354
urocitellus_parryii ENSUPAG00010016838
marmota_marmota_marmota ENSMMMG00000005750
spermophilus_dauricus ENSSDAG00000021022
chinchilla_lanigera ENSCLAG00000011362
octodon_degus ENSODEG00000014314
cavia_porcellus ENSCPOG00000009987
cavia_aperea ENSCAPG00000015139
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008581
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001494
fukomys_damarensis ENSFDAG00000018522
tupaia_belangeri ENSTBEG00000007983
saimiri_boliviensis_boliviensis ENSSBOG00000027495
callithrix_jacchus ENSCJAG00000010379
cebus_capucinus_imitator ENSCCAG00000003678
aotus_nancymaae ENSANAG00000032771
pan_troglodytes ENSPTRG00000020936
pan_paniscus ENSPPAG00000031893
gorilla_gorilla ENSGGOG00000003633
homo_sapiens ENSG00000196092
pongo_abelii ENSPPYG00000019064
nomascus_leucogenys ENSNLEG00000003664
rhinopithecus_roxellana ENSRROG00000042990
rhinopithecus_bieti ENSRBIG00000028782
colobus_angolensis_palliatus ENSCANG00000028251
piliocolobus_tephrosceles ENSPTEG00000023882
macaca_mulatta ENSMMUG00000019639
macaca_fascicularis ENSMFAG00000044193
cercocebus_atys ENSCATG00000003839
macaca_nemestrina ENSMNEG00000040383
mandrillus_leucophaeus ENSMLEG00000029823
papio_anubis ENSPANG00000025475
theropithecus_gelada ENSTGEG00000004603
chlorocebus_sabaeus ENSCSAG00000010751
carlito_syrichta ENSTSYG00000001117
propithecus_coquereli ENSPCOG00000022547
prolemur_simus ENSPSMG00000002225
microcebus_murinus ENSMICG00000017679
oryctolagus_cuniculus ENSOCUG00000012281
ochotona_princeps ENSOPRG00000000734
equus_caballus ENSECAG00000000551
equus_asinus_asinus ENSEASG00005000609
pteropus_vampyrus ENSPVAG00000000054
capra_hircus ENSCHIG00000018135
ovis_aries ENSOARG00000011518
bos_mutus ENSBMUG00000007564
bos_taurus ENSBTAG00000012498
bison_bison_bison ENSBBBG00000018525
tursiops_truncatus ENSTTRG00000006049
sus_scrofa ENSSSCG00000036086
vicugna_pacos ENSVPAG00000011381
ursus_americanus ENSUAMG00000006705
ursus_maritimus ENSUMAG00000011435
ailuropoda_melanoleuca ENSAMEG00000010127
canis_lupus_familiaris ENSCAFG00000002357
canis_lupus_dingo ENSCAFG00020017820
vulpes_vulpes ENSVVUG00000019988
neovison_vison ENSNVIG00000016049
mustela_putorius_furo ENSMPUG00000006012
panthera_tigris_altaica ENSPTIG00000015342
panthera_pardus ENSPPRG00000001714
felis_catus ENSFCAG00000001628
otolemur_garnettii ENSOGAG00000004773
myotis_lucifugus ENSMLUG00000012652
sorex_araneus ENSSARG00000002067
erinaceus_europaeus ENSEEUG00000012531
loxodonta_africana ENSLAFG00000028851
procavia_capensis ENSPCAG00000004660
echinops_telfairi ENSETEG00000002360
choloepus_hoffmanni ENSCHOG00000003521
dasypus_novemcinctus ENSDNOG00000035956
apteryx_haastii ENSAHAG00000000061
apteryx_rowi ENSARWG00000006712
apteryx_owenii ENSAOWG00000005362
dromaius_novaehollandiae ENSDNVG00000018015
nothoprocta_perdicaria ENSNPEG00000006532
gallus_gallus ENSGALG00000016431
coturnix_japonica ENSCJPG00005006237
numida_meleagris ENSNMEG00000014406
anas_platyrhynchos_platyrhynchos ENSAPLG00000010841
taeniopygia_guttata ENSTGUG00000007215
ficedula_albicollis ENSFALG00000012983
cyanistes_caeruleus ENSCCEG00000002476
parus_major ENSPMJG00000001610
lonchura_striata_domestica ENSLSDG00000009353
serinus_canaria ENSSCAG00000009511
zonotrichia_albicollis ENSZALG00000017879
lepidothrix_coronata ENSLCOG00000004565
manacus_vitellinus ENSMVIG00005020065
calidris_pugnax ENSCPUG00000005710
calidris_pygmaea ENSCPGG00000004355
melopsittacus_undulatus ENSMUNG00000003709
