cynoglossus_semilaevis ENSCSEG00000010684
taeniopygia_guttata ENSTGUG00000011481
lonchura_striata_domestica ENSLSDG00000010463
serinus_canaria ENSSCAG00000013356
junco_hyemalis ENSJHYG00000011003
zonotrichia_albicollis ENSZALG00000012534
ficedula_albicollis ENSFALG00000001024
cyanistes_caeruleus ENSCCEG00000018209
parus_major ENSPMJG00000005911
melopsittacus_undulatus ENSMUNG00000016324
nothoprocta_perdicaria ENSNPEG00000012503
anser_brachyrhynchus ENSABRG00000006392
anas_platyrhynchos_platyrhynchos ENSAPLG00000012701
meleagris_gallopavo ENSMGAG00000011725
gallus_gallus ENSGALG00000013688
coturnix_japonica ENSCJPG00005001169
numida_meleagris ENSNMEG00000012692
calidris_pygmaea ENSCPGG00000010026
calidris_pugnax ENSCPUG00000019522
apteryx_owenii ENSAOWG00000018708
apteryx_rowi ENSARWG00000010006
apteryx_haastii ENSAHAG00000007696
dromaius_novaehollandiae ENSDNVG00000003655
crocodylus_porosus ENSCPRG00005009716
pogona_vitticeps ENSPVIG00000004744
anolis_carolinensis ENSACAG00000000920
notechis_scutatus ENSNSUG00000000411
salvator_merianae ENSSMRG00000005003
sphenodon_punctatus ENSSPUG00000012923
pteropus_vampyrus ENSPVAG00000009131
myotis_lucifugus ENSMLUG00000030100
equus_asinus_asinus ENSEASG00005014025
equus_caballus ENSECAG00000017285
ursus_maritimus ENSUMAG00000005692
ursus_americanus ENSUAMG00000002620
ailuropoda_melanoleuca ENSAMEG00000007447
neovison_vison ENSNVIG00000008590
mustela_putorius_furo ENSMPUG00000002627
canis_lupus_familiaris ENSCAFG00000012866
canis_lupus_dingo ENSCAFG00020015647
vulpes_vulpes ENSVVUG00000005801
panthera_pardus ENSPPRG00000019516
panthera_tigris_altaica ENSPTIG00000009493
felis_catus ENSFCAG00000009550
vicugna_pacos ENSVPAG00000002947
sus_scrofa ENSSSCG00000010742
capra_hircus ENSCHIG00000022204
ovis_aries ENSOARG00000011550
bos_taurus ENSBTAG00000005791
bos_mutus ENSBMUG00000011555
bison_bison_bison ENSBBBG00000007119
tursiops_truncatus ENSTTRG00000003172
cebus_capucinus_imitator ENSCCAG00000033376
saimiri_boliviensis_boliviensis ENSSBOG00000032791
callithrix_jacchus ENSCJAG00000012453
aotus_nancymaae ENSANAG00000022312
theropithecus_gelada ENSTGEG00000028817
papio_anubis ENSPANG00000020291
cercocebus_atys ENSCATG00000033517
macaca_mulatta ENSMMUG00000008539
macaca_nemestrina ENSMNEG00000035411
macaca_fascicularis ENSMFAG00000043500
mandrillus_leucophaeus ENSMLEG00000033870
chlorocebus_sabaeus ENSCSAG00000004491
colobus_angolensis_palliatus ENSCANG00000033949
piliocolobus_tephrosceles ENSPTEG00000030705
rhinopithecus_roxellana ENSRROG00000044070
rhinopithecus_bieti ENSRBIG00000030447
pan_paniscus ENSPPAG00000029805
pan_troglodytes ENSPTRG00000003042
homo_sapiens ENSG00000188690
gorilla_gorilla ENSGGOG00000011415
pongo_abelii ENSPPYG00000002751
nomascus_leucogenys ENSNLEG00000000688
carlito_syrichta ENSTSYG00000004160
prolemur_simus ENSPSMG00000003340
propithecus_coquereli ENSPCOG00000021066
microcebus_murinus ENSMICG00000006188
otolemur_garnettii ENSOGAG00000010900
tupaia_belangeri ENSTBEG00000002005
octodon_degus ENSODEG00000017669
octodon_degus ENSODEG00000012596
chinchilla_lanigera ENSCLAG00000011035
cavia_porcellus ENSCPOG00000004834
cavia_aperea ENSCAPG00000008777
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008942
fukomys_damarensis ENSFDAG00000020789
marmota_marmota_marmota ENSMMMG00000002640
urocitellus_parryii ENSUPAG00010004355
ictidomys_tridecemlineatus ENSSTOG00000011820
spermophilus_dauricus ENSSDAG00000009767
castor_canadensis ENSCCNG00000023335
dipodomys_ordii ENSDORG00000012151
mus_spicilegus ENSMSIG00000023927
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030979
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031702
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030588
rattus_norvegicus ENSRNOG00000017810
meriones_unguiculatus ENSMUGG00000016857
meriones_unguiculatus ENSMUGG00000016741
peromyscus_maniculatus_bairdii ENSPEMG00000000385
microtus_ochrogaster ENSMOCG00000013059
cricetulus_griseus_crigri_1.0 ENSCGRG00000012608
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022739
mesocricetus_auratus ENSMAUG00000003631
nannospalax_galili ENSNGAG00000008613
jaculus_jaculus ENSJJAG00000005821
oryctolagus_cuniculus ENSOCUG00000004572
ochotona_princeps ENSOPRG00000007323
echinops_telfairi ENSETEG00000017493
loxodonta_africana ENSLAFG00000013271
procavia_capensis ENSPCAG00000014968
choloepus_hoffmanni ENSCHOG00000010942
dasypus_novemcinctus ENSDNOG00000035840
notamacropus_eugenii ENSMEUG00000010983
phascolarctos_cinereus ENSPCIG00000022887
sarcophilus_harrisii ENSSHAG00000010468
monodelphis_domestica ENSMODG00000010434
xenopus_tropicalis ENSXETG00000025196
latimeria_chalumnae ENSLACG00000004062
eptatretus_burgeri ENSEBUG00000001250
ciona_intestinalis ENSCING00000009611
drosophila_melanogaster FBgn0030066
drosophila_melanogaster FBgn0038361
saccharomyces_cerevisiae_strain_s288c YOR278W
