anabas_testudineus ENSATEG00000010135
oryctolagus_cuniculus ENSOCUG00000001075
ochotona_princeps ENSOPRG00000010300
urocitellus_parryii ENSUPAG00010004144
marmota_marmota_marmota ENSMMMG00000016718
spermophilus_dauricus ENSSDAG00000005887
propithecus_coquereli ENSPCOG00000021598
microcebus_murinus ENSMICG00000013487
prolemur_simus ENSPSMG00000006337
carlito_syrichta ENSTSYG00000010289
pan_paniscus ENSPPAG00000033212
pan_paniscus ENSPPAG00000018657
pan_troglodytes ENSPTRG00000011854
gorilla_gorilla ENSGGOG00000006798
homo_sapiens ENSG00000188010
nomascus_leucogenys ENSNLEG00000028541
pongo_abelii ENSPPYG00000012477
macaca_fascicularis ENSMFAG00000010260
macaca_nemestrina ENSMNEG00000030591
macaca_mulatta ENSMMUG00000021067
mandrillus_leucophaeus ENSMLEG00000037345
cercocebus_atys ENSCATG00000043045
theropithecus_gelada ENSTGEG00000027501
chlorocebus_sabaeus ENSCSAG00000012330
papio_anubis ENSPANG00000021600
rhinopithecus_bieti ENSRBIG00000029428
rhinopithecus_roxellana ENSRROG00000033051
colobus_angolensis_palliatus ENSCANG00000036422
piliocolobus_tephrosceles ENSPTEG00000018598
cebus_capucinus_imitator ENSCCAG00000033159
callithrix_jacchus ENSCJAG00000040859
saimiri_boliviensis_boliviensis ENSSBOG00000024208
aotus_nancymaae ENSANAG00000034674
carlito_syrichta ENSTSYG00000031476
otolemur_garnettii ENSOGAG00000032173
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005484
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004826
cavia_porcellus ENSCPOG00000034074
cavia_aperea ENSCAPG00000017709
octodon_degus ENSODEG00000009626
castor_canadensis ENSCCNG00000022124
peromyscus_maniculatus_bairdii ENSPEMG00000026353
microtus_ochrogaster ENSMOCG00000012539
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000299
cricetulus_griseus_crigri_1.0 ENSCGRG00000005582
cricetulus_griseus_crigri-picr ENSCGRG00015016370
mesocricetus_auratus ENSMAUG00000021004
jaculus_jaculus ENSJJAG00000018800
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045257
mus_spicilegus ENSMSIG00000007242
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022821
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021905
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020895
rattus_norvegicus ENSRNOG00000030319
meriones_unguiculatus ENSMUGG00000018496
nannospalax_galili ENSNGAG00000001185
dipodomys_ordii ENSDORG00000013946
dasypus_novemcinctus ENSDNOG00000041679
equus_caballus ENSECAG00000018735
procavia_capensis ENSPCAG00000004882
ursus_maritimus ENSUMAG00000013391
ursus_americanus ENSUAMG00000025074
ailuropoda_melanoleuca ENSAMEG00000016030
canis_lupus_dingo ENSCAFG00020022765
canis_lupus_familiaris ENSCAFG00000006306
vulpes_vulpes ENSVVUG00000018758
neovison_vison ENSNVIG00000002284
mustela_putorius_furo ENSMPUG00000010454
panthera_pardus ENSPPRG00000003733
panthera_tigris_altaica ENSPTIG00000021527
felis_catus ENSFCAG00000044156
pteropus_vampyrus ENSPVAG00000012081
capra_hircus ENSCHIG00000025946
ovis_aries ENSOARG00000020192
bos_taurus ENSBTAG00000024042
bos_mutus ENSBMUG00000006014
bison_bison_bison ENSBBBG00000007579
vicugna_pacos ENSVPAG00000011030
sus_scrofa ENSSSCG00000008480
myotis_lucifugus ENSMLUG00000016876
equus_asinus_asinus ENSEASG00005005538
loxodonta_africana ENSLAFG00000014292
choloepus_hoffmanni ENSCHOG00000006572
ornithorhynchus_anatinus ENSOANG00000014980
latimeria_chalumnae ENSLACG00000000197
ornithorhynchus_anatinus ENSOANG00000022169
petromyzon_marinus ENSPMAG00000006352
