coturnix_japonica ENSCJPG00005006465
dipodomys_ordii ENSDORG00000009675
spermophilus_dauricus ENSSDAG00000013228
spermophilus_dauricus ENSSDAG00000013246
urocitellus_parryii ENSUPAG00010013791
ictidomys_tridecemlineatus ENSSTOG00000000466
marmota_marmota_marmota ENSMMMG00000010212
oryctolagus_cuniculus ENSOCUG00000012514
ochotona_princeps ENSOPRG00000013915
carlito_syrichta ENSTSYG00000033610
castor_canadensis ENSCCNG00000018055
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015920
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004932
fukomys_damarensis ENSFDAG00000017259
chinchilla_lanigera ENSCLAG00000014397
octodon_degus ENSODEG00000004727
cavia_porcellus ENSCPOG00000007269
cavia_aperea ENSCAPG00000014101
carlito_syrichta ENSTSYG00000002493
tupaia_belangeri ENSTBEG00000003860
ursus_maritimus ENSUMAG00000010705
ursus_maritimus ENSUMAG00000010704
ursus_americanus ENSUAMG00000012926
ailuropoda_melanoleuca ENSAMEG00000017132
ursus_americanus ENSUAMG00000012928
mustela_putorius_furo ENSMPUG00000009266
neovison_vison ENSNVIG00000022332
canis_lupus_dingo ENSCAFG00020001674
canis_lupus_familiaris ENSCAFG00000005462
vulpes_vulpes ENSVVUG00000024378
panthera_tigris_altaica ENSPTIG00000006459
panthera_pardus ENSPPRG00000007628
felis_catus ENSFCAG00000014638
erinaceus_europaeus ENSEEUG00000003329
sorex_araneus ENSSARG00000010557
equus_caballus ENSECAG00000007758
equus_asinus_asinus ENSEASG00005017820
bos_mutus ENSBMUG00000003408
bos_taurus ENSBTAG00000006610
bison_bison_bison ENSBBBG00000011070
ovis_aries ENSOARG00000010713
capra_hircus ENSCHIG00000022337
tursiops_truncatus ENSTTRG00000005818
sus_scrofa ENSSSCG00000021702
vicugna_pacos ENSVPAG00000010942
pteropus_vampyrus ENSPVAG00000006681
myotis_lucifugus ENSMLUG00000014461
choloepus_hoffmanni ENSCHOG00000001174
dasypus_novemcinctus ENSDNOG00000018998
loxodonta_africana ENSLAFG00000005994
procavia_capensis ENSPCAG00000009630
echinops_telfairi ENSETEG00000008808
mandrillus_leucophaeus ENSMLEG00000036513
phascolarctos_cinereus ENSPCIG00000021835
notamacropus_eugenii ENSMEUG00000008041
sarcophilus_harrisii ENSSHAG00000006643
monodelphis_domestica ENSMODG00000007151
ornithorhynchus_anatinus ENSOANG00000029616
ornithorhynchus_anatinus ENSOANG00000028360
ornithorhynchus_anatinus ENSOANG00000030794
xenopus_tropicalis ENSXETG00000003028
latimeria_chalumnae ENSLACG00000000310
ictalurus_punctatus ENSIPUG00000002351
danio_rerio ENSDARG00000089578
xiphophorus_maculatus ENSXMAG00000021167
gambusia_affinis ENSGAFG00000003451
poecilia_latipinna ENSPLAG00000014464
poecilia_formosa ENSPFOG00000022329
fundulus_heteroclitus ENSFHEG00000014455
oryzias_latipes_asm223467v1 ENSORLG00000006960
oryzias_latipes_asm223471v1 ENSORLG00020005916
oryzias_latipes_asm223469v1 ENSORLG00015011245
oryzias_melastigma ENSOMEG00000001984
stegastes_partitus ENSSPAG00000001279
astatotilapia_calliptera ENSACLG00000017285
haplochromis_burtoni ENSHBUG00000022335
monopterus_albus ENSMALG00000015240
mastacembelus_armatus ENSMAMG00000017191
scophthalmus_maximus ENSSMAG00000013136
labrus_bergylta ENSLBEG00000002995
paramormyrops_kingsleyae ENSPKIG00000018577
lepisosteus_oculatus ENSLOCG00000002223
ciona_savignyi ENSCSAVG00000002884
ciona_intestinalis ENSCING00000006429
