esox_lucius ENSELUG00000013036
chinchilla_lanigera ENSCLAG00000014561
octodon_degus ENSODEG00000012317
cavia_porcellus ENSCPOG00000012157
cavia_aperea ENSCAPG00000010569
mus_spicilegus ENSMSIG00000003370
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032175
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038257
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031060
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021526
rattus_norvegicus ENSRNOG00000049792
meriones_unguiculatus ENSMUGG00000020928
cricetulus_griseus_crigri_1.0 ENSCGRG00000003100
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015150
cricetulus_griseus_crigri-picr ENSCGRG00015006490
mesocricetus_auratus ENSMAUG00000011925
peromyscus_maniculatus_bairdii ENSPEMG00000028664
microtus_ochrogaster ENSMOCG00000003565
nannospalax_galili ENSNGAG00000015923
jaculus_jaculus ENSJJAG00000011425
spermophilus_dauricus ENSSDAG00000014054
marmota_marmota_marmota ENSMMMG00000013188
ictidomys_tridecemlineatus ENSSTOG00000005897
urocitellus_parryii ENSUPAG00010015528
ochotona_princeps ENSOPRG00000000768
oryctolagus_cuniculus ENSOCUG00000017638
tupaia_belangeri ENSTBEG00000011960
pteropus_vampyrus ENSPVAG00000014765
myotis_lucifugus ENSMLUG00000012663
neovison_vison ENSNVIG00000024531
mustela_putorius_furo ENSMPUG00000001834
canis_lupus_familiaris ENSCAFG00000007904
canis_lupus_dingo ENSCAFG00020011792
vulpes_vulpes ENSVVUG00000016683
ursus_americanus ENSUAMG00000028090
ursus_maritimus ENSUMAG00000021724
ailuropoda_melanoleuca ENSAMEG00000014123
panthera_tigris_altaica ENSPTIG00000020336
panthera_pardus ENSPPRG00000023183
felis_catus ENSFCAG00000028576
erinaceus_europaeus ENSEEUG00000009799
sorex_araneus ENSSARG00000001489
equus_asinus_asinus ENSEASG00005016461
equus_caballus ENSECAG00000023999
sus_scrofa ENSSSCG00000009698
vicugna_pacos ENSVPAG00000009616
ovis_aries ENSOARG00000015295
capra_hircus ENSCHIG00000011485
bos_mutus ENSBMUG00000023088
bison_bison_bison ENSBBBG00000025201
bos_taurus ENSBTAG00000019732
tursiops_truncatus ENSTTRG00000010473
procavia_capensis ENSPCAG00000006533
loxodonta_africana ENSLAFG00000009978
echinops_telfairi ENSETEG00000006400
mustela_putorius_furo ENSMPUG00000005648
choloepus_hoffmanni ENSCHOG00000005266
dasypus_novemcinctus ENSDNOG00000012961
phascolarctos_cinereus ENSPCIG00000030265
notamacropus_eugenii ENSMEUG00000000148
monodelphis_domestica ENSMODG00000003650
sarcophilus_harrisii ENSSHAG00000006843
ornithorhynchus_anatinus ENSOANG00000005603
calidris_pygmaea ENSCPGG00000010536
calidris_pugnax ENSCPUG00000008948
melopsittacus_undulatus ENSMUNG00000015191
lonchura_striata_domestica ENSLSDG00000009822
taeniopygia_guttata ENSTGUG00000006325
serinus_canaria ENSSCAG00000010203
zonotrichia_albicollis ENSZALG00000011129
junco_hyemalis ENSJHYG00000010158
cyanistes_caeruleus ENSCCEG00000000075
parus_major ENSPMJG00000001600
ficedula_albicollis ENSFALG00000011516
manacus_vitellinus ENSMVIG00005013184
lepidothrix_coronata ENSLCOG00000014692
anser_brachyrhynchus ENSABRG00000016068
anas_platyrhynchos_platyrhynchos ENSAPLG00000002786
gallus_gallus ENSGALG00000010781
coturnix_japonica ENSCJPG00005009946
meleagris_gallopavo ENSMGAG00000006945
numida_meleagris ENSNMEG00000014617
apteryx_rowi ENSARWG00000018760
apteryx_owenii ENSAOWG00000007400
apteryx_haastii ENSAHAG00000015970
dromaius_novaehollandiae ENSDNVG00000000580
nothoprocta_perdicaria ENSNPEG00000009072
crocodylus_porosus ENSCPRG00005011331
gopherus_agassizii ENSGAGG00000017611
chelonoidis_abingdonii ENSCABG00000002225
chrysemys_picta_bellii ENSCPBG00000024298
pelodiscus_sinensis ENSPSIG00000013405
pogona_vitticeps ENSPVIG00000001011
anolis_carolinensis ENSACAG00000005650
notechis_scutatus ENSNSUG00000009701
salvator_merianae ENSSMRG00000009406
sphenodon_punctatus ENSSPUG00000006927
xenopus_tropicalis ENSXETG00000002460
latimeria_chalumnae ENSLACG00000015183
petromyzon_marinus ENSPMAG00000007648
petromyzon_marinus ENSPMAG00000002075
eptatretus_burgeri ENSEBUG00000006634
