choloepus_hoffmanni ENSCHOG00000007067
monopterus_albus ENSMALG00000012269
seriola_lalandi_dorsalis ENSSLDG00000000502
seriola_dumerili ENSSDUG00000013784
scophthalmus_maximus ENSSMAG00000011541
anabas_testudineus ENSATEG00000006832
periophthalmus_magnuspinnatus ENSPMGG00000019171
hippocampus_comes ENSHCOG00000015985
gadus_morhua ENSGMOG00000009088
esox_lucius ENSELUG00000012224
astyanax_mexicanus ENSAMXG00000007110
pygocentrus_nattereri ENSPNAG00000008296
danio_rerio ENSDARG00000062362
scleropages_formosus ENSSFOG00015014935
paramormyrops_kingsleyae ENSPKIG00000018355
lepisosteus_oculatus ENSLOCG00000008448
eptatretus_burgeri ENSEBUG00000011151
