maylandia_zebra ENSMZEG00005002507
nannospalax_galili ENSNGAG00000023939
jaculus_jaculus ENSJJAG00000011360
castor_canadensis ENSCCNG00000026672
spermophilus_dauricus ENSSDAG00000012523
urocitellus_parryii ENSUPAG00010019488
ictidomys_tridecemlineatus ENSSTOG00000002150
marmota_marmota_marmota ENSMMMG00000011239
cavia_porcellus ENSCPOG00000004465
cavia_aperea ENSCAPG00000007260
chinchilla_lanigera ENSCLAG00000015387
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018829
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005859
fukomys_damarensis ENSFDAG00000014775
oryctolagus_cuniculus ENSOCUG00000010818
ochotona_princeps ENSOPRG00000008905
bos_mutus ENSBMUG00000009920
bos_taurus ENSBTAG00000005723
bison_bison_bison ENSBBBG00000013755
ovis_aries ENSOARG00000019377
capra_hircus ENSCHIG00000014382
tursiops_truncatus ENSTTRG00000002407
vicugna_pacos ENSVPAG00000011919
sus_scrofa ENSSSCG00000011923
equus_asinus_asinus ENSEASG00005011440
equus_caballus ENSECAG00000009354
pteropus_vampyrus ENSPVAG00000015967
myotis_lucifugus ENSMLUG00000005481
ursus_maritimus ENSUMAG00000004552
ursus_americanus ENSUAMG00000009196
ailuropoda_melanoleuca ENSAMEG00000018085
mustela_putorius_furo ENSMPUG00000000303
neovison_vison ENSNVIG00000014408
canis_lupus_dingo ENSCAFG00020007284
canis_lupus_familiaris ENSCAFG00000010568
vulpes_vulpes ENSVVUG00000022005
panthera_tigris_altaica ENSPTIG00000021619
panthera_pardus ENSPPRG00000019347
felis_catus ENSFCAG00000029033
erinaceus_europaeus ENSEEUG00000011717
erinaceus_europaeus ENSEEUG00000013564
sorex_araneus ENSSARG00000005561
loxodonta_africana ENSLAFG00000018690
procavia_capensis ENSPCAG00000004247
echinops_telfairi ENSETEG00000016755
choloepus_hoffmanni ENSCHOG00000013684
dasypus_novemcinctus ENSDNOG00000002389
notamacropus_eugenii ENSMEUG00000011513
phascolarctos_cinereus ENSPCIG00000019602
sarcophilus_harrisii ENSSHAG00000001161
monodelphis_domestica ENSMODG00000018133
ornithorhynchus_anatinus ENSOANG00000012572
apteryx_owenii ENSAOWG00000001105
dromaius_novaehollandiae ENSDNVG00000008303
serinus_canaria ENSSCAG00000009242
lonchura_striata_domestica ENSLSDG00000005857
zonotrichia_albicollis ENSZALG00000000201
junco_hyemalis ENSJHYG00000018081
parus_major ENSPMJG00000010992
ficedula_albicollis ENSFALG00000005887
lepidothrix_coronata ENSLCOG00000010805
melopsittacus_undulatus ENSMUNG00000005307
calidris_pygmaea ENSCPGG00000009252
calidris_pugnax ENSCPUG00000007179
gallus_gallus ENSGALG00000015182
coturnix_japonica ENSCJPG00005017461
meleagris_gallopavo ENSMGAG00000014335
anser_brachyrhynchus ENSABRG00000009419
anas_platyrhynchos_platyrhynchos ENSAPLG00000024177
crocodylus_porosus ENSCPRG00005004089
gopherus_agassizii ENSGAGG00000025768
chrysemys_picta_bellii ENSCPBG00000003276
chelonoidis_abingdonii ENSCABG00000002559
pelodiscus_sinensis ENSPSIG00000002303
pogona_vitticeps ENSPVIG00000019705
anolis_carolinensis ENSACAG00000010157
salvator_merianae ENSSMRG00000005420
xenopus_tropicalis ENSXETG00000002741
latimeria_chalumnae ENSLACG00000008685
