xiphophorus_couchianus ENSXCOG00000017533
rhinopithecus_bieti ENSRBIG00000020799
macaca_fascicularis ENSMFAG00000006665
nomascus_leucogenys ENSNLEG00000034539
nomascus_leucogenys ENSNLEG00000031269
pan_troglodytes ENSPTRG00000041769
cebus_capucinus_imitator ENSCCAG00000020703
cebus_capucinus_imitator ENSCCAG00000008412
callithrix_jacchus ENSCJAG00000002871
saimiri_boliviensis_boliviensis ENSSBOG00000025835
otolemur_garnettii ENSOGAG00000025570
cricetulus_griseus_crigri-picr ENSCGRG00015024588
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011075
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023918
peromyscus_maniculatus_bairdii ENSPEMG00000022569
nannospalax_galili ENSNGAG00000018078
meriones_unguiculatus ENSMUGG00000019063
castor_canadensis ENSCCNG00000031336
ursus_americanus ENSUAMG00000020564
saimiri_boliviensis_boliviensis ENSSBOG00000011853
bison_bison_bison ENSBBBG00000006840
bos_mutus ENSBMUG00000020973
macaca_mulatta ENSMMUG00000042851
theropithecus_gelada ENSTGEG00000015497
rhinopithecus_bieti ENSRBIG00000030312
rhinopithecus_bieti ENSRBIG00000044685
pan_paniscus ENSPPAG00000011519
mandrillus_leucophaeus ENSMLEG00000007909
propithecus_coquereli ENSPCOG00000013549
dipodomys_ordii ENSDORG00000030045
microtus_ochrogaster ENSMOCG00000006931
carlito_syrichta ENSTSYG00000037077
bos_mutus ENSBMUG00000004581
bos_taurus ENSBTAG00000051490
bison_bison_bison ENSBBBG00000003902
capra_hircus ENSCHIG00000019189
ursus_maritimus ENSUMAG00000000676
cricetulus_griseus_crigri-picr ENSCGRG00015025934
microtus_ochrogaster ENSMOCG00000005132
jaculus_jaculus ENSJJAG00000019810
cebus_capucinus_imitator ENSCCAG00000029786
piliocolobus_tephrosceles ENSPTEG00000016556
meriones_unguiculatus ENSMUGG00000008900
equus_caballus ENSECAG00000028568
cavia_porcellus ENSCPOG00000039224
dasypus_novemcinctus ENSDNOG00000041546
meriones_unguiculatus ENSMUGG00000005529
rattus_norvegicus ENSRNOG00000021723
peromyscus_maniculatus_bairdii ENSPEMG00000029247
dipodomys_ordii ENSDORG00000028679
spermophilus_dauricus ENSSDAG00000000658
mus_spicilegus ENSMSIG00000017784
microcebus_murinus ENSMICG00000042759
saimiri_boliviensis_boliviensis ENSSBOG00000018114
propithecus_coquereli ENSPCOG00000007180
otolemur_garnettii ENSOGAG00000034325
bison_bison_bison ENSBBBG00000003995
bos_mutus ENSBMUG00000003143
myotis_lucifugus ENSMLUG00000030179
macaca_nemestrina ENSMNEG00000019915
macaca_mulatta ENSMMUG00000030006
callithrix_jacchus ENSCJAG00000044852
dipodomys_ordii ENSDORG00000027045
ictidomys_tridecemlineatus ENSSTOG00000032735
bos_taurus ENSBTAG00000050127
bison_bison_bison ENSBBBG00000003848
echinops_telfairi ENSETEG00000009446
pan_troglodytes ENSPTRG00000046003
carlito_syrichta ENSTSYG00000032854
colobus_angolensis_palliatus ENSCANG00000020598
piliocolobus_tephrosceles ENSPTEG00000002472
oryctolagus_cuniculus ENSOCUG00000021539
microtus_ochrogaster ENSMOCG00000009079
cricetulus_griseus_crigri-picr ENSCGRG00015021597
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007906
cricetulus_griseus_crigri_1.0 ENSCGRG00000018987
mesocricetus_auratus ENSMAUG00000008100
dipodomys_ordii ENSDORG00000023943
panthera_pardus ENSPPRG00000017034
felis_catus ENSFCAG00000043977
ovis_aries ENSOARG00000001097
jaculus_jaculus ENSJJAG00000003857
castor_canadensis ENSCCNG00000014874
colobus_angolensis_palliatus ENSCANG00000001028
macaca_mulatta ENSMMUG00000043129
echinops_telfairi ENSETEG00000005629
cricetulus_griseus_crigri_1.0 ENSCGRG00000019752
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011336
cricetulus_griseus_crigri-picr ENSCGRG00015017921
mesocricetus_auratus ENSMAUG00000004371
rattus_norvegicus ENSRNOG00000043400
ictidomys_tridecemlineatus ENSSTOG00000026298
castor_canadensis ENSCCNG00000013792
vulpes_vulpes ENSVVUG00000003985
loxodonta_africana ENSLAFG00000032531
castor_canadensis ENSCCNG00000028221
castor_canadensis ENSCCNG00000001975
pan_troglodytes ENSPTRG00000043179
pan_troglodytes ENSPTRG00000047120
callithrix_jacchus ENSCJAG00000023346
ursus_americanus ENSUAMG00000007855
ursus_maritimus ENSUMAG00000009557
neovison_vison ENSNVIG00000005174
canis_lupus_dingo ENSCAFG00020010230
vulpes_vulpes ENSVVUG00000002795
bos_mutus ENSBMUG00000009365
bos_taurus ENSBTAG00000052497
bison_bison_bison ENSBBBG00000005875
papio_anubis ENSPANG00000009076
theropithecus_gelada ENSTGEG00000021756
colobus_angolensis_palliatus ENSCANG00000010374
bos_mutus ENSBMUG00000021239
bison_bison_bison ENSBBBG00000000602
capra_hircus ENSCHIG00000009665
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000579
cricetulus_griseus_crigri_1.0 ENSCGRG00000000820
mesocricetus_auratus ENSMAUG00000008811
peromyscus_maniculatus_bairdii ENSPEMG00000025458
peromyscus_maniculatus_bairdii ENSPEMG00000029179
dipodomys_ordii ENSDORG00000027102
oryctolagus_cuniculus ENSOCUG00000023068
theropithecus_gelada ENSTGEG00000017571
macaca_mulatta ENSMMUG00000029978
mandrillus_leucophaeus ENSMLEG00000013497
piliocolobus_tephrosceles ENSPTEG00000024864
pan_troglodytes ENSPTRG00000051623
pan_troglodytes ENSPTRG00000040060
pan_paniscus ENSPPAG00000005765
myotis_lucifugus ENSMLUG00000026650
dasypus_novemcinctus ENSDNOG00000044520
dasypus_novemcinctus ENSDNOG00000036390
echinops_telfairi ENSETEG00000004499
macaca_mulatta ENSMMUG00000047751
homo_sapiens ENSG00000225528
prolemur_simus ENSPSMG00000021791
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012412
cricetulus_griseus_crigri_1.0 ENSCGRG00000018926
cricetulus_griseus_crigri-picr ENSCGRG00015027055
mus_spicilegus ENSMSIG00000016498
jaculus_jaculus ENSJJAG00000012990
sus_scrofa ENSSSCG00000021858
spermophilus_dauricus ENSSDAG00000002962
ictidomys_tridecemlineatus ENSSTOG00000031116
urocitellus_parryii ENSUPAG00010023777
marmota_marmota_marmota ENSMMMG00000020387
echinops_telfairi ENSETEG00000015681
echinops_telfairi ENSETEG00000016978
jaculus_jaculus ENSJJAG00000012745
jaculus_jaculus ENSJJAG00000000926
jaculus_jaculus ENSJJAG00000010379
microcebus_murinus ENSMICG00000037856
phascolarctos_cinereus ENSPCIG00000026250
ciona_intestinalis ENSCING00000024533
