capra_hircus ENSCHIG00000013197
cavia_porcellus ENSCPOG00000013328
octodon_degus ENSODEG00000017774
chinchilla_lanigera ENSCLAG00000012391
ochotona_princeps ENSOPRG00000016943
oryctolagus_cuniculus ENSOCUG00000026333
loxodonta_africana ENSLAFG00000012222
procavia_capensis ENSPCAG00000005879
dasypus_novemcinctus ENSDNOG00000031517
jaculus_jaculus ENSJJAG00000016621
jaculus_jaculus ENSJJAG00000017534
octodon_degus ENSODEG00000017868
dipodomys_ordii ENSDORG00000003870
phascolarctos_cinereus ENSPCIG00000023811
notamacropus_eugenii ENSMEUG00000000532
sarcophilus_harrisii ENSSHAG00000013301
monodelphis_domestica ENSMODG00000007769
ornithorhynchus_anatinus ENSOANG00000007355
gopherus_agassizii ENSGAGG00000002685
xenopus_tropicalis ENSXETG00000009086
anolis_carolinensis ENSACAG00000004715
pogona_vitticeps ENSPVIG00000022674
salvator_merianae ENSSMRG00000003730
notechis_scutatus ENSNSUG00000002661
notechis_scutatus ENSNSUG00000001824
sphenodon_punctatus ENSSPUG00000017620
chelonoidis_abingdonii ENSCABG00000010939
gopherus_agassizii ENSGAGG00000011530
chrysemys_picta_bellii ENSCPBG00000016794
pelodiscus_sinensis ENSPSIG00000005420
latimeria_chalumnae ENSLACG00000004523
takifugu_rubripes ENSTRUG00000014420
tetraodon_nigroviridis ENSTNIG00000007198
mola_mola ENSMMOG00000012652
cynoglossus_semilaevis ENSCSEG00000001323
poecilia_formosa ENSPFOG00000011185
poecilia_mexicana ENSPMEG00000014451
poecilia_latipinna ENSPLAG00000017288
poecilia_reticulata ENSPREG00000011641
xiphophorus_maculatus ENSXMAG00000015314
xiphophorus_couchianus ENSXCOG00000001312
gambusia_affinis ENSGAFG00000004770
fundulus_heteroclitus ENSFHEG00000004927
cyprinodon_variegatus ENSCVAG00000005799
kryptolebias_marmoratus ENSKMAG00000010097
oryzias_latipes_asm223467v1 ENSORLG00000006929
oryzias_latipes_asm223469v1 ENSORLG00015000884
oryzias_latipes_asm223471v1 ENSORLG00020000811
oryzias_melastigma ENSOMEG00000012728
haplochromis_burtoni ENSHBUG00000020875
pundamilia_nyererei ENSPNYG00000013210
astatotilapia_calliptera ENSACLG00000006908
maylandia_zebra ENSMZEG00005021382
neolamprologus_brichardi ENSNBRG00000001871
oreochromis_niloticus ENSONIG00000009248
amphilophus_citrinellus ENSACIG00000017049
hippocampus_comes ENSHCOG00000017052
gasterosteus_aculeatus ENSGACG00000019308
mastacembelus_armatus ENSMAMG00000001379
monopterus_albus ENSMALG00000002498
amphiprion_ocellaris ENSAOCG00000015559
amphiprion_percula ENSAPEG00000007394
acanthochromis_polyacanthus ENSAPOG00000001385
stegastes_partitus ENSSPAG00000015080
anabas_testudineus ENSATEG00000000356
seriola_dumerili ENSSDUG00000021452
seriola_lalandi_dorsalis ENSSLDG00000022250
scophthalmus_maximus ENSSMAG00000008060
labrus_bergylta ENSLBEG00000028344
periophthalmus_magnuspinnatus ENSPMGG00000003167
gadus_morhua ENSGMOG00000018883
esox_lucius ENSELUG00000000378
pygocentrus_nattereri ENSPNAG00000011346
astyanax_mexicanus ENSAMXG00000018625
ictalurus_punctatus ENSIPUG00000002047
danio_rerio ENSDARG00000012499
scleropages_formosus ENSSFOG00015018769
paramormyrops_kingsleyae ENSPKIG00000011097
pygocentrus_nattereri ENSPNAG00000007615
astyanax_mexicanus ENSAMXG00000019909
danio_rerio ENSDARG00000056885
esox_lucius ENSELUG00000014417
lepisosteus_oculatus ENSLOCG00000013344
eptatretus_burgeri ENSEBUG00000012404
