seriola_lalandi_dorsalis ENSSLDG00000017638
meleagris_gallopavo ENSMGAG00000003354
numida_meleagris ENSNMEG00000015802
parus_major ENSPMJG00000003214
cyanistes_caeruleus ENSCCEG00000009056
ficedula_albicollis ENSFALG00000009261
zonotrichia_albicollis ENSZALG00000014753
junco_hyemalis ENSJHYG00000011466
serinus_canaria ENSSCAG00000009714
lonchura_striata_domestica ENSLSDG00000005360
taeniopygia_guttata ENSTGUG00000005440
lepidothrix_coronata ENSLCOG00000010123
manacus_vitellinus ENSMVIG00005002574
melopsittacus_undulatus ENSMUNG00000015662
calidris_pugnax ENSCPUG00000007616
calidris_pygmaea ENSCPGG00000002361
apteryx_rowi ENSARWG00000002308
apteryx_haastii ENSAHAG00000008890
apteryx_owenii ENSAOWG00000015565
dromaius_novaehollandiae ENSDNVG00000015803
nothoprocta_perdicaria ENSNPEG00000012066
crocodylus_porosus ENSCPRG00005017244
chelonoidis_abingdonii ENSCABG00000007723
gopherus_agassizii ENSGAGG00000000823
chrysemys_picta_bellii ENSCPBG00000025970
pelodiscus_sinensis ENSPSIG00000013010
anolis_carolinensis ENSACAG00000015561
pogona_vitticeps ENSPVIG00000015472
salvator_merianae ENSSMRG00000018523
sphenodon_punctatus ENSSPUG00000012613
latimeria_chalumnae ENSLACG00000017355
petromyzon_marinus ENSPMAG00000000514
drosophila_melanogaster FBgn0050100
