salvator_merianae ENSSMRG00000005994
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017109
rattus_norvegicus ENSRNOG00000002055
meriones_unguiculatus ENSMUGG00000013077
cricetulus_griseus_crigri-picr ENSCGRG00015008300
cricetulus_griseus_crigri_1.0 ENSCGRG00000007031
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019606
mesocricetus_auratus ENSMAUG00000014203
microtus_ochrogaster ENSMOCG00000005010
peromyscus_maniculatus_bairdii ENSPEMG00000020457
nannospalax_galili ENSNGAG00000017239
jaculus_jaculus ENSJJAG00000014213
urocitellus_parryii ENSUPAG00010000123
ictidomys_tridecemlineatus ENSSTOG00000003793
marmota_marmota_marmota ENSMMMG00000021281
spermophilus_dauricus ENSSDAG00000024733
oryctolagus_cuniculus ENSOCUG00000016330
ochotona_princeps ENSOPRG00000008107
tupaia_belangeri ENSTBEG00000014550
pan_paniscus ENSPPAG00000033775
pan_troglodytes ENSPTRG00000016088
gorilla_gorilla ENSGGOG00000040999
homo_sapiens ENSG00000084092
pongo_abelii ENSPPYG00000014744
nomascus_leucogenys ENSNLEG00000008853
colobus_angolensis_palliatus ENSCANG00000005800
piliocolobus_tephrosceles ENSPTEG00000026812
rhinopithecus_roxellana ENSRROG00000035032
rhinopithecus_bieti ENSRBIG00000014858
papio_anubis ENSPANG00000017817
theropithecus_gelada ENSTGEG00000021105
chlorocebus_sabaeus ENSCSAG00000018378
cercocebus_atys ENSCATG00000008000
mandrillus_leucophaeus ENSMLEG00000025732
macaca_nemestrina ENSMNEG00000033975
macaca_fascicularis ENSMFAG00000035534
macaca_mulatta ENSMMUG00000022530
saimiri_boliviensis_boliviensis ENSSBOG00000022956
cebus_capucinus_imitator ENSCCAG00000032900
callithrix_jacchus ENSCJAG00000004102
aotus_nancymaae ENSANAG00000026721
carlito_syrichta ENSTSYG00000036252
prolemur_simus ENSPSMG00000019361
propithecus_coquereli ENSPCOG00000017583
microcebus_murinus ENSMICG00000015150
otolemur_garnettii ENSOGAG00000015994
capra_hircus ENSCHIG00000017563
ovis_aries ENSOARG00000005082
bos_mutus ENSBMUG00000006870
bos_taurus ENSBTAG00000019362
bison_bison_bison ENSBBBG00000020132
tursiops_truncatus ENSTTRG00000010837
sus_scrofa ENSSSCG00000025792
vicugna_pacos ENSVPAG00000000467
equus_asinus_asinus ENSEASG00005017733
equus_caballus ENSECAG00000020627
pteropus_vampyrus ENSPVAG00000010949
myotis_lucifugus ENSMLUG00000029379
ursus_maritimus ENSUMAG00000008221
ursus_americanus ENSUAMG00000002692
ailuropoda_melanoleuca ENSAMEG00000008549
neovison_vison ENSNVIG00000015189
mustela_putorius_furo ENSMPUG00000004722
canis_lupus_familiaris ENSCAFG00000002256
canis_lupus_dingo ENSCAFG00020027319
vulpes_vulpes ENSVVUG00000005990
panthera_pardus ENSPPRG00000023695
panthera_tigris_altaica ENSPTIG00000012020
felis_catus ENSFCAG00000024100
loxodonta_africana ENSLAFG00000003197
procavia_capensis ENSPCAG00000001494
echinops_telfairi ENSETEG00000011730
dasypus_novemcinctus ENSDNOG00000031811
choloepus_hoffmanni ENSCHOG00000005248
phascolarctos_cinereus ENSPCIG00000000886
notamacropus_eugenii ENSMEUG00000006758
monodelphis_domestica ENSMODG00000020703
ornithorhynchus_anatinus ENSOANG00000000235
xenopus_tropicalis ENSXETG00000005348
latimeria_chalumnae ENSLACG00000001755
tetraodon_nigroviridis ENSTNIG00000006356
tetraodon_nigroviridis ENSTNIG00000002042
takifugu_rubripes ENSTRUG00000017686
mola_mola ENSMMOG00000004310
gasterosteus_aculeatus ENSGACG00000016318
labrus_bergylta ENSLBEG00000023897
hippocampus_comes ENSHCOG00000017459
mastacembelus_armatus ENSMAMG00000014148
anabas_testudineus ENSATEG00000018828
seriola_lalandi_dorsalis ENSSLDG00000017344
seriola_dumerili ENSSDUG00000015865
astatotilapia_calliptera ENSACLG00000015378
maylandia_zebra ENSMZEG00005006968
pundamilia_nyererei ENSPNYG00000002554
haplochromis_burtoni ENSHBUG00000021318
oreochromis_niloticus ENSONIG00000001590
amphilophus_citrinellus ENSACIG00000022566
amphiprion_percula ENSAPEG00000018447
amphiprion_ocellaris ENSAOCG00000021120
acanthochromis_polyacanthus ENSAPOG00000004267
stegastes_partitus ENSSPAG00000012235
poecilia_formosa ENSPFOG00000001578
poecilia_latipinna ENSPLAG00000020687
poecilia_mexicana ENSPMEG00000015333
poecilia_reticulata ENSPREG00000011564
xiphophorus_maculatus ENSXMAG00000014913
xiphophorus_couchianus ENSXCOG00000014613
gambusia_affinis ENSGAFG00000013373
fundulus_heteroclitus ENSFHEG00000006213
cyprinodon_variegatus ENSCVAG00000005104
kryptolebias_marmoratus ENSKMAG00000018991
oryzias_latipes_asm223467v1 ENSORLG00000020494
oryzias_latipes_asm223471v1 ENSORLG00020009623
oryzias_latipes_asm223469v1 ENSORLG00015018923
oryzias_melastigma ENSOMEG00000010287
cynoglossus_semilaevis ENSCSEG00000005517
periophthalmus_magnuspinnatus ENSPMGG00000023269
gadus_morhua ENSGMOG00000004944
esox_lucius ENSELUG00000023295
astyanax_mexicanus ENSAMXG00000004024
pygocentrus_nattereri ENSPNAG00000012000
ictalurus_punctatus ENSIPUG00000015583
danio_rerio ENSDARG00000102934
scleropages_formosus ENSSFOG00015000914
paramormyrops_kingsleyae ENSPKIG00000025654
lepisosteus_oculatus ENSLOCG00000011439
eptatretus_burgeri ENSEBUG00000006034
