procavia_capensis ENSPCAG00000001383
carlito_syrichta ENSTSYG00000003101
chlorocebus_sabaeus ENSCSAG00000009981
chlorocebus_sabaeus ENSCSAG00000009961
macaca_fascicularis ENSMFAG00000035925
macaca_nemestrina ENSMNEG00000042876
macaca_mulatta ENSMMUG00000020486
papio_anubis ENSPANG00000022752
theropithecus_gelada ENSTGEG00000026534
cercocebus_atys ENSCATG00000035122
mandrillus_leucophaeus ENSMLEG00000029167
piliocolobus_tephrosceles ENSPTEG00000023208
colobus_angolensis_palliatus ENSCANG00000006471
rhinopithecus_bieti ENSRBIG00000030995
rhinopithecus_roxellana ENSRROG00000035244
homo_sapiens ENSG00000183765
pan_troglodytes ENSPTRG00000014206
gorilla_gorilla ENSGGOG00000023242
pongo_abelii ENSPPYG00000011675
nomascus_leucogenys ENSNLEG00000002348
callithrix_jacchus ENSCJAG00000020096
cebus_capucinus_imitator ENSCCAG00000023330
saimiri_boliviensis_boliviensis ENSSBOG00000031568
aotus_nancymaae ENSANAG00000021570
microcebus_murinus ENSMICG00000004213
castor_canadensis ENSCCNG00000031571
jaculus_jaculus ENSJJAG00000020766
pan_paniscus ENSPPAG00000030305
tupaia_belangeri ENSTBEG00000008722
sorex_araneus ENSSARG00000001459
phascolarctos_cinereus ENSPCIG00000028815
notamacropus_eugenii ENSMEUG00000009820
sarcophilus_harrisii ENSSHAG00000010105
monodelphis_domestica ENSMODG00000008385
ornithorhynchus_anatinus ENSOANG00000008820
pogona_vitticeps ENSPVIG00000017825
notechis_scutatus ENSNSUG00000018640
salvator_merianae ENSSMRG00000020960
sphenodon_punctatus ENSSPUG00000007480
parus_major ENSPMJG00000013416
cyanistes_caeruleus ENSCCEG00000016020
ficedula_albicollis ENSFALG00000008354
taeniopygia_guttata ENSTGUG00000007849
lonchura_striata_domestica ENSLSDG00000012537
serinus_canaria ENSSCAG00000005548
junco_hyemalis ENSJHYG00000015477
zonotrichia_albicollis ENSZALG00000001400
lepidothrix_coronata ENSLCOG00000012468
manacus_vitellinus ENSMVIG00005014988
melopsittacus_undulatus ENSMUNG00000013053
calidris_pygmaea ENSCPGG00000001563
calidris_pugnax ENSCPUG00000006055
anser_brachyrhynchus ENSABRG00000022282
anas_platyrhynchos_platyrhynchos ENSAPLG00000009586
meleagris_gallopavo ENSMGAG00000007024
coturnix_japonica ENSCJPG00005008515
gallus_gallus ENSGALG00000005695
numida_meleagris ENSNMEG00000021594
apteryx_haastii ENSAHAG00000013098
apteryx_owenii ENSAOWG00000014425
apteryx_rowi ENSARWG00000016568
dromaius_novaehollandiae ENSDNVG00000011092
nothoprocta_perdicaria ENSNPEG00000008459
crocodylus_porosus ENSCPRG00005010279
chrysemys_picta_bellii ENSCPBG00000027201
chelonoidis_abingdonii ENSCABG00000022252
pelodiscus_sinensis ENSPSIG00000016193
xenopus_tropicalis ENSXETG00000021608
latimeria_chalumnae ENSLACG00000000126
poecilia_latipinna ENSPLAG00000018175
poecilia_formosa ENSPFOG00000011753
poecilia_mexicana ENSPMEG00000017305
poecilia_reticulata ENSPREG00000016222
gambusia_affinis ENSGAFG00000010121
xiphophorus_maculatus ENSXMAG00000001229
xiphophorus_couchianus ENSXCOG00000012508
fundulus_heteroclitus ENSFHEG00000007965
kryptolebias_marmoratus ENSKMAG00000005850
oryzias_latipes_asm223471v1 ENSORLG00020015200
oryzias_latipes_asm223469v1 ENSORLG00015006210
oryzias_latipes_asm223467v1 ENSORLG00000024606
amphiprion_ocellaris ENSAOCG00000005478
amphiprion_percula ENSAPEG00000023750
acanthochromis_polyacanthus ENSAPOG00000006578
haplochromis_burtoni ENSHBUG00000019743
astatotilapia_calliptera ENSACLG00000009227
pundamilia_nyererei ENSPNYG00000014172
maylandia_zebra ENSMZEG00005020897
oreochromis_niloticus ENSONIG00000000747
amphilophus_citrinellus ENSACIG00000002245
tetraodon_nigroviridis ENSTNIG00000004423
tetraodon_nigroviridis ENSTNIG00000001832
takifugu_rubripes ENSTRUG00000014000
mola_mola ENSMMOG00000021016
gasterosteus_aculeatus ENSGACG00000010772
seriola_dumerili ENSSDUG00000018993
scophthalmus_maximus ENSSMAG00000017573
seriola_lalandi_dorsalis ENSSLDG00000005610
mastacembelus_armatus ENSMAMG00000019453
labrus_bergylta ENSLBEG00000008900
anabas_testudineus ENSATEG00000015835
monopterus_albus ENSMALG00000002230
cynoglossus_semilaevis ENSCSEG00000008150
hippocampus_comes ENSHCOG00000021174
periophthalmus_magnuspinnatus ENSPMGG00000015264
gadus_morhua ENSGMOG00000016451
esox_lucius ENSELUG00000003419
astyanax_mexicanus ENSAMXG00000003794
pygocentrus_nattereri ENSPNAG00000002789
ictalurus_punctatus ENSIPUG00000015587
danio_rerio ENSDARG00000025820
paramormyrops_kingsleyae ENSPKIG00000012294
scleropages_formosus ENSSFOG00015017747
lepisosteus_oculatus ENSLOCG00000003771
eptatretus_burgeri ENSEBUG00000006282
eptatretus_burgeri ENSEBUG00000010036
ciona_intestinalis ENSCING00000004987
ciona_savignyi ENSCSAVG00000004991
caenorhabditis_elegans_strain_n2 WBGene00011612
caenorhabditis_elegans_strain_n2 WBGene00000499
drosophila_melanogaster FBgn0019686
saccharomyces_cerevisiae_strain_s288c YDL101C
