junco_hyemalis ENSJHYG00000001973
mesocricetus_auratus ENSMAUG00000000068
microtus_ochrogaster ENSMOCG00000006492
peromyscus_maniculatus_bairdii ENSPEMG00000009762
mus_spicilegus ENSMSIG00000017751
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030312
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059273
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021089
rattus_norvegicus ENSRNOG00000015229
meriones_unguiculatus ENSMUGG00000003970
nannospalax_galili ENSNGAG00000020090
jaculus_jaculus ENSJJAG00000019068
myotis_lucifugus ENSMLUG00000003474
gopherus_agassizii ENSGAGG00000019319
chelonoidis_abingdonii ENSCABG00000022036
chrysemys_picta_bellii ENSCPBG00000001719
pelodiscus_sinensis ENSPSIG00000002241
apteryx_haastii ENSAHAG00000017362
apteryx_rowi ENSARWG00000012645
apteryx_owenii ENSAOWG00000006172
dromaius_novaehollandiae ENSDNVG00000009825
calidris_pygmaea ENSCPGG00000009160
calidris_pugnax ENSCPUG00000001883
anolis_carolinensis ENSACAG00000003986
pogona_vitticeps ENSPVIG00000018668
notechis_scutatus ENSNSUG00000011676
salvator_merianae ENSSMRG00000002773
xenopus_tropicalis ENSXETG00000032864
latimeria_chalumnae ENSLACG00000016248
astyanax_mexicanus ENSAMXG00000009037
pygocentrus_nattereri ENSPNAG00000010326
ictalurus_punctatus ENSIPUG00000006735
danio_rerio ENSDARG00000078355
gasterosteus_aculeatus ENSGACG00000012374
labrus_bergylta ENSLBEG00000010735
monopterus_albus ENSMALG00000006074
mastacembelus_armatus ENSMAMG00000016814
anabas_testudineus ENSATEG00000005188
seriola_dumerili ENSSDUG00000002538
seriola_lalandi_dorsalis ENSSLDG00000020463
scophthalmus_maximus ENSSMAG00000019705
tetraodon_nigroviridis ENSTNIG00000013432
takifugu_rubripes ENSTRUG00000007843
mola_mola ENSMMOG00000005167
cynoglossus_semilaevis ENSCSEG00000006057
amphiprion_ocellaris ENSAOCG00000010176
amphiprion_percula ENSAPEG00000017098
acanthochromis_polyacanthus ENSAPOG00000014063
stegastes_partitus ENSSPAG00000002179
haplochromis_burtoni ENSHBUG00000002125
astatotilapia_calliptera ENSACLG00000017500
maylandia_zebra ENSMZEG00005024446
pundamilia_nyererei ENSPNYG00000021966
neolamprologus_brichardi ENSNBRG00000016333
oreochromis_niloticus ENSONIG00000007735
amphilophus_citrinellus ENSACIG00000008057
cyprinodon_variegatus ENSCVAG00000008989
fundulus_heteroclitus ENSFHEG00000002266
poecilia_mexicana ENSPMEG00000002813
poecilia_formosa ENSPFOG00000017136
poecilia_latipinna ENSPLAG00000002575
poecilia_reticulata ENSPREG00000019393
gambusia_affinis ENSGAFG00000004075
xiphophorus_maculatus ENSXMAG00000003957
oryzias_latipes_asm223469v1 ENSORLG00015007627
oryzias_latipes_asm223471v1 ENSORLG00020018852
oryzias_latipes_asm223467v1 ENSORLG00000029286
oryzias_melastigma ENSOMEG00000023128
kryptolebias_marmoratus ENSKMAG00000021348
hippocampus_comes ENSHCOG00000015498
periophthalmus_magnuspinnatus ENSPMGG00000000285
gadus_morhua ENSGMOG00000001511
paramormyrops_kingsleyae ENSPKIG00000006977
scleropages_formosus ENSSFOG00015006342
lepisosteus_oculatus ENSLOCG00000014380
esox_lucius ENSELUG00000017959
