sphenodon_punctatus ENSSPUG00000018735
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023768
rattus_norvegicus ENSRNOG00000031426
meriones_unguiculatus ENSMUGG00000006221
cricetulus_griseus_crigri_1.0 ENSCGRG00000019537
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011790
cricetulus_griseus_crigri-picr ENSCGRG00015024150
mesocricetus_auratus ENSMAUG00000001541
peromyscus_maniculatus_bairdii ENSPEMG00000008257
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024685
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058884
mus_spicilegus ENSMSIG00000027514
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023767
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025217
rattus_norvegicus ENSRNOG00000056132
meriones_unguiculatus ENSMUGG00000017796
jaculus_jaculus ENSJJAG00000010031
castor_canadensis ENSCCNG00000012533
castor_canadensis ENSCCNG00000005075
oryctolagus_cuniculus ENSOCUG00000023162
prolemur_simus ENSPSMG00000009885
otolemur_garnettii ENSOGAG00000033677
bos_taurus ENSBTAG00000038677
bos_taurus ENSBTAG00000054235
capra_hircus ENSCHIG00000019235
bos_mutus ENSBMUG00000015208
bos_taurus ENSBTAG00000016146
bison_bison_bison ENSBBBG00000013327
bison_bison_bison ENSBBBG00000006562
sus_scrofa ENSSSCG00000014486
equus_caballus ENSECAG00000034104
equus_caballus ENSECAG00000038503
ursus_americanus ENSUAMG00000004420
ailuropoda_melanoleuca ENSAMEG00000001610
mustela_putorius_furo ENSMPUG00000000180
neovison_vison ENSNVIG00000024773
canis_lupus_dingo ENSCAFG00020000094
canis_lupus_familiaris ENSCAFG00000008040
canis_lupus_dingo ENSCAFG00020000111
panthera_tigris_altaica ENSPTIG00000010563
panthera_pardus ENSPPRG00000018710
felis_catus ENSFCAG00000039962
panthera_pardus ENSPPRG00000009670
panthera_tigris_altaica ENSPTIG00000010571
felis_catus ENSFCAG00000032441
dasypus_novemcinctus ENSDNOG00000048958
dasypus_novemcinctus ENSDNOG00000047284
dasypus_novemcinctus ENSDNOG00000048006
loxodonta_africana ENSLAFG00000028374
loxodonta_africana ENSLAFG00000028175
loxodonta_africana ENSLAFG00000026299
phascolarctos_cinereus ENSPCIG00000008590
sarcophilus_harrisii ENSSHAG00000008801
monodelphis_domestica ENSMODG00000024297
cricetulus_griseus_crigri_1.0 ENSCGRG00000019111
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011287
cricetulus_griseus_crigri-picr ENSCGRG00015000080
mesocricetus_auratus ENSMAUG00000013626
peromyscus_maniculatus_bairdii ENSPEMG00000030910
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075206
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024684
mus_spicilegus ENSMSIG00000027511
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023766
meriones_unguiculatus ENSMUGG00000017782
nannospalax_galili ENSNGAG00000011598
chinchilla_lanigera ENSCLAG00000017547
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001163
oryctolagus_cuniculus ENSOCUG00000025818
carlito_syrichta ENSTSYG00000032969
prolemur_simus ENSPSMG00000009887
otolemur_garnettii ENSOGAG00000029044
gorilla_gorilla ENSGGOG00000023888
pan_paniscus ENSPPAG00000011333
castor_canadensis ENSCCNG00000014287
ursus_americanus ENSUAMG00000004422
ursus_maritimus ENSUMAG00000018165
ailuropoda_melanoleuca ENSAMEG00000018537
neovison_vison ENSNVIG00000024775
canis_lupus_dingo ENSCAFG00020025898
canis_lupus_familiaris ENSCAFG00000008035
vulpes_vulpes ENSVVUG00000017378
equus_caballus ENSECAG00000002105
capra_hircus ENSCHIG00000009733
ovis_aries ENSOARG00000017749
loxodonta_africana ENSLAFG00000031421
dasypus_novemcinctus ENSDNOG00000033927
dasypus_novemcinctus ENSDNOG00000036949
dasypus_novemcinctus ENSDNOG00000044860
sarcophilus_harrisii ENSSHAG00000009050
castor_canadensis ENSCCNG00000012536
castor_canadensis ENSCCNG00000005082
castor_canadensis ENSCCNG00000005327
dipodomys_ordii ENSDORG00000008701
chinchilla_lanigera ENSCLAG00000017494
chinchilla_lanigera ENSCLAG00000017526
octodon_degus ENSODEG00000019842
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019641
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020516
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019721
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020547
fukomys_damarensis ENSFDAG00000003875
fukomys_damarensis ENSFDAG00000001274
cavia_porcellus ENSCPOG00000025142
cavia_aperea ENSCAPG00000008912
marmota_marmota_marmota ENSMMMG00000017307
marmota_marmota_marmota ENSMMMG00000017304
spermophilus_dauricus ENSSDAG00000000431
urocitellus_parryii ENSUPAG00010003348
spermophilus_dauricus ENSSDAG00000000444
urocitellus_parryii ENSUPAG00010003335
marmota_marmota_marmota ENSMMMG00000017310
nannospalax_galili ENSNGAG00000014155
nannospalax_galili ENSNGAG00000010911
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050128
mus_spicilegus ENSMSIG00000027500
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024683
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023765
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025215
rattus_norvegicus ENSRNOG00000060260
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057761
mus_spicilegus ENSMSIG00000027492
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024682
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023764
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025214
rattus_norvegicus ENSRNOG00000058567
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001014
cricetulus_griseus_crigri_1.0 ENSCGRG00000019451
cricetulus_griseus_crigri-picr ENSCGRG00015000087
cricetulus_griseus_crigri-picr ENSCGRG00015000094
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002383
peromyscus_maniculatus_bairdii ENSPEMG00000007041
microtus_ochrogaster ENSMOCG00000008586
cricetulus_griseus_crigri-picr ENSCGRG00015000086
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011725
peromyscus_maniculatus_bairdii ENSPEMG00000001428
jaculus_jaculus ENSJJAG00000013668
tupaia_belangeri ENSTBEG00000005665
oryctolagus_cuniculus ENSOCUG00000028149
oryctolagus_cuniculus ENSOCUG00000024950
oryctolagus_cuniculus ENSOCUG00000011874
equus_caballus ENSECAG00000002683
equus_caballus ENSECAG00000004097
bos_mutus ENSBMUG00000020271
bos_taurus ENSBTAG00000047485
bison_bison_bison ENSBBBG00000023078
capra_hircus ENSCHIG00000006469
ovis_aries ENSOARG00000017756
bos_mutus ENSBMUG00000015202
bos_taurus ENSBTAG00000023542
bison_bison_bison ENSBBBG00000006574
capra_hircus ENSCHIG00000002363
ovis_aries ENSOARG00000008763
neovison_vison ENSNVIG00000024777
mustela_putorius_furo ENSMPUG00000018820
neovison_vison ENSNVIG00000024778
mustela_putorius_furo ENSMPUG00000018823
ursus_maritimus ENSUMAG00000018163
ursus_maritimus ENSUMAG00000018169
ursus_americanus ENSUAMG00000004423
ailuropoda_melanoleuca ENSAMEG00000018539
canis_lupus_familiaris ENSCAFG00000008030
canis_lupus_dingo ENSCAFG00020000115
canis_lupus_dingo ENSCAFG00020000120
panthera_tigris_altaica ENSPTIG00000010586
panthera_pardus ENSPPRG00000018539
panthera_pardus ENSPPRG00000018574
panthera_tigris_altaica ENSPTIG00000010581
felis_catus ENSFCAG00000041502
panthera_tigris_altaica ENSPTIG00000010577
panthera_pardus ENSPPRG00000018591
felis_catus ENSFCAG00000038102
felis_catus ENSFCAG00000041888
myotis_lucifugus ENSMLUG00000022458
gorilla_gorilla ENSGGOG00000042981
homo_sapiens ENSG00000254834
pan_paniscus ENSPPAG00000032533
pan_troglodytes ENSPTRG00000043678
homo_sapiens ENSG00000255012
pan_troglodytes ENSPTRG00000050470
gorilla_gorilla ENSGGOG00000040942
theropithecus_gelada ENSTGEG00000023190
chlorocebus_sabaeus ENSCSAG00000005910
cebus_capucinus_imitator ENSCCAG00000022800
microcebus_murinus ENSMICG00000045131
prolemur_simus ENSPSMG00000009882
loxodonta_africana ENSLAFG00000026398
loxodonta_africana ENSLAFG00000028057
loxodonta_africana ENSLAFG00000028250
dasypus_novemcinctus ENSDNOG00000047568
dasypus_novemcinctus ENSDNOG00000044504
pteropus_vampyrus ENSPVAG00000001126
vicugna_pacos ENSVPAG00000012180
erinaceus_europaeus ENSEEUG00000007281
ochotona_princeps ENSOPRG00000004928
loxodonta_africana ENSLAFG00000029039
choloepus_hoffmanni ENSCHOG00000013491
choloepus_hoffmanni ENSCHOG00000006231
choloepus_hoffmanni ENSCHOG00000000314
choloepus_hoffmanni ENSCHOG00000001284
choloepus_hoffmanni ENSCHOG00000013319
choloepus_hoffmanni ENSCHOG00000000443
otolemur_garnettii ENSOGAG00000025995
monodelphis_domestica ENSMODG00000024295
monodelphis_domestica ENSMODG00000024296
sarcophilus_harrisii ENSSHAG00000009144
sarcophilus_harrisii ENSSHAG00000009309
prolemur_simus ENSPSMG00000009869
microcebus_murinus ENSMICG00000005818
otolemur_garnettii ENSOGAG00000011239
pan_troglodytes ENSPTRG00000052113
pan_paniscus ENSPPAG00000030366
gorilla_gorilla ENSGGOG00000023837
nomascus_leucogenys ENSNLEG00000036145
pan_troglodytes ENSPTRG00000051722
pan_paniscus ENSPPAG00000003591
nomascus_leucogenys ENSNLEG00000033888
pan_paniscus ENSPPAG00000031978
pan_troglodytes ENSPTRG00000047850
homo_sapiens ENSG00000181371
nomascus_leucogenys ENSNLEG00000019324
cebus_capucinus_imitator ENSCCAG00000031824
tupaia_belangeri ENSTBEG00000004356
ursus_americanus ENSUAMG00000004948
ursus_americanus ENSUAMG00000003441
ursus_maritimus ENSUMAG00000018157
ailuropoda_melanoleuca ENSAMEG00000018532
neovison_vison ENSNVIG00000024767
mustela_putorius_furo ENSMPUG00000018540
canis_lupus_dingo ENSCAFG00020025907
canis_lupus_familiaris ENSCAFG00000024602
panthera_pardus ENSPPRG00000018755
panthera_tigris_altaica ENSPTIG00000010557
felis_catus ENSFCAG00000000552
pteropus_vampyrus ENSPVAG00000001128
equus_caballus ENSECAG00000002053
equus_caballus ENSECAG00000030692
sus_scrofa ENSSSCG00000037198
sus_scrofa ENSSSCG00000034047
mus_spicilegus ENSMSIG00000027538
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043267
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024689
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023771
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025221
rattus_norvegicus ENSRNOG00000009670
meriones_unguiculatus ENSMUGG00000017808
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016178
cricetulus_griseus_crigri_1.0 ENSCGRG00000013127
cricetulus_griseus_crigri-picr ENSCGRG00015024113
mesocricetus_auratus ENSMAUG00000001791
peromyscus_maniculatus_bairdii ENSPEMG00000008713
nannospalax_galili ENSNGAG00000018607
dipodomys_ordii ENSDORG00000025783
ictidomys_tridecemlineatus ENSSTOG00000008265
urocitellus_parryii ENSUPAG00010003376
spermophilus_dauricus ENSSDAG00000000321
cavia_aperea ENSCAPG00000011586
cavia_porcellus ENSCPOG00000000956
cavia_aperea ENSCAPG00000006594
chinchilla_lanigera ENSCLAG00000017488
octodon_degus ENSODEG00000019856
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020678
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020809
fukomys_damarensis ENSFDAG00000020496
prolemur_simus ENSPSMG00000009804
sorex_araneus ENSSARG00000002060
dasypus_novemcinctus ENSDNOG00000011201
dasypus_novemcinctus ENSDNOG00000032920
echinops_telfairi ENSETEG00000009785
echinops_telfairi ENSETEG00000019466
loxodonta_africana ENSLAFG00000027178
loxodonta_africana ENSLAFG00000007581
loxodonta_africana ENSLAFG00000010641
procavia_capensis ENSPCAG00000005368
procavia_capensis ENSPCAG00000001092
otolemur_garnettii ENSOGAG00000006534
phascolarctos_cinereus ENSPCIG00000009724
monodelphis_domestica ENSMODG00000024304
monodelphis_domestica ENSMODG00000024303
sarcophilus_harrisii ENSSHAG00000008215
chinchilla_lanigera ENSCLAG00000017492
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002093
octodon_degus ENSODEG00000012614
urocitellus_parryii ENSUPAG00010003381
peromyscus_maniculatus_bairdii ENSPEMG00000026246
mesocricetus_auratus ENSMAUG00000011012
meriones_unguiculatus ENSMUGG00000017813
prolemur_simus ENSPSMG00000009864
microcebus_murinus ENSMICG00000044836
otolemur_garnettii ENSOGAG00000009839
macaca_fascicularis ENSMFAG00000028289
macaca_mulatta ENSMMUG00000048988
macaca_nemestrina ENSMNEG00000032960
cercocebus_atys ENSCATG00000019867
papio_anubis ENSPANG00000035626
theropithecus_gelada ENSTGEG00000023224
mandrillus_leucophaeus ENSMLEG00000029910
nomascus_leucogenys ENSNLEG00000036266
callithrix_jacchus ENSCJAG00000043359
cebus_capucinus_imitator ENSCCAG00000032320
aotus_nancymaae ENSANAG00000020708
aotus_nancymaae ENSANAG00000021725
tupaia_belangeri ENSTBEG00000015279
oryctolagus_cuniculus ENSOCUG00000001347
ursus_maritimus ENSUMAG00000018148
ursus_maritimus ENSUMAG00000018153
ursus_americanus ENSUAMG00000009118
canis_lupus_dingo ENSCAFG00020025905
canis_lupus_familiaris ENSCAFG00000031836
vicugna_pacos ENSVPAG00000001275
pteropus_vampyrus ENSPVAG00000001129
loxodonta_africana ENSLAFG00000029743
monodelphis_domestica ENSMODG00000024315
phascolarctos_cinereus ENSPCIG00000032096
dasypus_novemcinctus ENSDNOG00000036207
choloepus_hoffmanni ENSCHOG00000006594
ursus_maritimus ENSUMAG00000018145
ursus_americanus ENSUAMG00000005866
ursus_maritimus ENSUMAG00000018149
ursus_maritimus ENSUMAG00000018155
ailuropoda_melanoleuca ENSAMEG00000018524
neovison_vison ENSNVIG00000024762
mustela_putorius_furo ENSMPUG00000018537
neovison_vison ENSNVIG00000024765
ailuropoda_melanoleuca ENSAMEG00000018528
canis_lupus_dingo ENSCAFG00020025904
canis_lupus_familiaris ENSCAFG00000032727
panthera_pardus ENSPPRG00000018768
panthera_tigris_altaica ENSPTIG00000010542
felis_catus ENSFCAG00000013470
bos_mutus ENSBMUG00000015220
bos_taurus ENSBTAG00000049185
bos_mutus ENSBMUG00000011803
capra_hircus ENSCHIG00000008423
myotis_lucifugus ENSMLUG00000015950
equus_caballus ENSECAG00000007591
equus_asinus_asinus ENSEASG00005000176
equus_caballus ENSECAG00000001795
microcebus_murinus ENSMICG00000041855
propithecus_coquereli ENSPCOG00000025340
otolemur_garnettii ENSOGAG00000034487
otolemur_garnettii ENSOGAG00000006536
aotus_nancymaae ENSANAG00000022737
aotus_nancymaae ENSANAG00000023774
callithrix_jacchus ENSCJAG00000046963
saimiri_boliviensis_boliviensis ENSSBOG00000027095
homo_sapiens ENSG00000174937
gorilla_gorilla ENSGGOG00000016715
nomascus_leucogenys ENSNLEG00000012557
nomascus_leucogenys ENSNLEG00000034254
theropithecus_gelada ENSTGEG00000023264
macaca_mulatta ENSMMUG00000013350
nannospalax_galili ENSNGAG00000013607
nannospalax_galili ENSNGAG00000005592
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003258
cricetulus_griseus_crigri_1.0 ENSCGRG00000019280
cricetulus_griseus_crigri-picr ENSCGRG00015024106
mesocricetus_auratus ENSMAUG00000002204
cricetulus_griseus_crigri_1.0 ENSCGRG00000019446
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004201
cricetulus_griseus_crigri-picr ENSCGRG00015024098
peromyscus_maniculatus_bairdii ENSPEMG00000029725
mus_spicilegus ENSMSIG00000027545
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024691
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045392
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023773
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025223
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025222
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024690
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023772
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042796
mus_spicilegus ENSMSIG00000027542
rattus_norvegicus ENSRNOG00000033395
meriones_unguiculatus ENSMUGG00000002151
dipodomys_ordii ENSDORG00000009224
cavia_aperea ENSCAPG00000012934
cavia_porcellus ENSCPOG00000035449
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018039
chinchilla_lanigera ENSCLAG00000017529
chinchilla_lanigera ENSCLAG00000002625
octodon_degus ENSODEG00000019824
marmota_marmota_marmota ENSMMMG00000017286
urocitellus_parryii ENSUPAG00010003391
oryctolagus_cuniculus ENSOCUG00000023237
tupaia_belangeri ENSTBEG00000016277
loxodonta_africana ENSLAFG00000005363
loxodonta_africana ENSLAFG00000010646
echinops_telfairi ENSETEG00000004436
echinops_telfairi ENSETEG00000010051
phascolarctos_cinereus ENSPCIG00000035936
notamacropus_eugenii ENSMEUG00000014481
sarcophilus_harrisii ENSSHAG00000006289
monodelphis_domestica ENSMODG00000024313
neovison_vison ENSNVIG00000024760
mustela_putorius_furo ENSMPUG00000018535
canis_lupus_familiaris ENSCAFG00000024119
ursus_americanus ENSUAMG00000005875
ursus_maritimus ENSUMAG00000018143
ailuropoda_melanoleuca ENSAMEG00000018521
panthera_tigris_altaica ENSPTIG00000010527
panthera_pardus ENSPPRG00000018835
felis_catus ENSFCAG00000011325
capra_hircus ENSCHIG00000017861
ovis_aries ENSOARG00000008673
capra_hircus ENSCHIG00000000444
bos_taurus ENSBTAG00000046534
bos_taurus ENSBTAG00000038732
bos_taurus ENSBTAG00000049790
bos_mutus ENSBMUG00000024915
bison_bison_bison ENSBBBG00000017157
equus_caballus ENSECAG00000033182
equus_caballus ENSECAG00000037721
equus_asinus_asinus ENSEASG00005000160
equus_caballus ENSECAG00000032474
pteropus_vampyrus ENSPVAG00000016226
erinaceus_europaeus ENSEEUG00000013390
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021263
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014266
fukomys_damarensis ENSFDAG00000011975
cavia_aperea ENSCAPG00000011440
cavia_porcellus ENSCPOG00000020045
cavia_porcellus ENSCPOG00000021429
chinchilla_lanigera ENSCLAG00000017518
chinchilla_lanigera ENSCLAG00000017611
cricetulus_griseus_crigri_1.0 ENSCGRG00000019668
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004094
cricetulus_griseus_crigri-picr ENSCGRG00015024085
peromyscus_maniculatus_bairdii ENSPEMG00000031151
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023774
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023775
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000099820
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024692
mus_spicilegus ENSMSIG00000027546
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000102091
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025224
rattus_norvegicus ENSRNOG00000030468
urocitellus_parryii ENSUPAG00010003404
ictidomys_tridecemlineatus ENSSTOG00000021773
spermophilus_dauricus ENSSDAG00000000233
marmota_marmota_marmota ENSMMMG00000017285
oryctolagus_cuniculus ENSOCUG00000027128
oryctolagus_cuniculus ENSOCUG00000021913
prolemur_simus ENSPSMG00000009806
otolemur_garnettii ENSOGAG00000004120
homo_sapiens ENSG00000284732
homo_sapiens ENSG00000150269
pan_troglodytes ENSPTRG00000003634
gorilla_gorilla ENSGGOG00000023952
nomascus_leucogenys ENSNLEG00000019323
mandrillus_leucophaeus ENSMLEG00000027744
chlorocebus_sabaeus ENSCSAG00000005906
macaca_fascicularis ENSMFAG00000028315
macaca_nemestrina ENSMNEG00000037380
theropithecus_gelada ENSTGEG00000023279
papio_anubis ENSPANG00000035403
cercocebus_atys ENSCATG00000020470
callithrix_jacchus ENSCJAG00000043175
cebus_capucinus_imitator ENSCCAG00000031685
procavia_capensis ENSPCAG00000016510
echinops_telfairi ENSETEG00000010046
dasypus_novemcinctus ENSDNOG00000036749
dasypus_novemcinctus ENSDNOG00000018428
sarcophilus_harrisii ENSSHAG00000006545
sarcophilus_harrisii ENSSHAG00000006725
monodelphis_domestica ENSMODG00000024312
theropithecus_gelada ENSTGEG00000023205
chlorocebus_sabaeus ENSCSAG00000005908
myotis_lucifugus ENSMLUG00000015947
dasypus_novemcinctus ENSDNOG00000011195
loxodonta_africana ENSLAFG00000032277
echinops_telfairi ENSETEG00000011228
echinops_telfairi ENSETEG00000010050
erinaceus_europaeus ENSEEUG00000012296
tupaia_belangeri ENSTBEG00000005993
sarcophilus_harrisii ENSSHAG00000008049
notamacropus_eugenii ENSMEUG00000003949
monodelphis_domestica ENSMODG00000020055
monodelphis_domestica ENSMODG00000024305
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014099
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021261
chinchilla_lanigera ENSCLAG00000017534
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024688
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044923
mus_spicilegus ENSMSIG00000027536
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023770
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025220
rattus_norvegicus ENSRNOG00000031124
meriones_unguiculatus ENSMUGG00000017803
peromyscus_maniculatus_bairdii ENSPEMG00000006905
microtus_ochrogaster ENSMOCG00000021336
cricetulus_griseus_crigri_1.0 ENSCGRG00000019611
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006660
cricetulus_griseus_crigri-picr ENSCGRG00015024125
mesocricetus_auratus ENSMAUG00000001359
ochotona_princeps ENSOPRG00000007819
pteropus_vampyrus ENSPVAG00000001127
myotis_lucifugus ENSMLUG00000023978
bos_taurus ENSBTAG00000045558
bos_mutus ENSBMUG00000024904
bison_bison_bison ENSBBBG00000024585
ovis_aries ENSOARG00000016875
vicugna_pacos ENSVPAG00000012179
ursus_americanus ENSUAMG00000003439
ursus_americanus ENSUAMG00000004964
ursus_maritimus ENSUMAG00000018161
ailuropoda_melanoleuca ENSAMEG00000018534
neovison_vison ENSNVIG00000024769
canis_lupus_familiaris ENSCAFG00000024684
canis_lupus_dingo ENSCAFG00020025910
panthera_pardus ENSPPRG00000018733
panthera_tigris_altaica ENSPTIG00000010560
felis_catus ENSFCAG00000027507
equus_caballus ENSECAG00000004452
prolemur_simus ENSPSMG00000009874
otolemur_garnettii ENSOGAG00000013295
pan_troglodytes ENSPTRG00000050823
pan_paniscus ENSPPAG00000032084
gorilla_gorilla ENSGGOG00000026437
callithrix_jacchus ENSCJAG00000009121
spermophilus_dauricus ENSSDAG00000000341
marmota_marmota_marmota ENSMMMG00000010413
