xiphophorus_maculatus ENSXMAG00000015645
apteryx_owenii ENSAOWG00000004581
apteryx_rowi ENSARWG00000012713
apteryx_haastii ENSAHAG00000011149
dromaius_novaehollandiae ENSDNVG00000003181
nothoprocta_perdicaria ENSNPEG00000011701
crocodylus_porosus ENSCPRG00005005550
chelonoidis_abingdonii ENSCABG00000022827
gopherus_agassizii ENSGAGG00000006913
chrysemys_picta_bellii ENSCPBG00000026334
pelodiscus_sinensis ENSPSIG00000010071
anolis_carolinensis ENSACAG00000017313
pogona_vitticeps ENSPVIG00000000939
notechis_scutatus ENSNSUG00000000449
salvator_merianae ENSSMRG00000012435
sphenodon_punctatus ENSSPUG00000009292
gopherus_agassizii ENSGAGG00000007910
xenopus_tropicalis ENSXETG00000011088
latimeria_chalumnae ENSLACG00000011987
eptatretus_burgeri ENSEBUG00000012376
petromyzon_marinus ENSPMAG00000004882
ciona_savignyi ENSCSAVG00000002037
ciona_intestinalis ENSCING00000012550
drosophila_melanogaster FBgn0035039
caenorhabditis_elegans_strain_n2 WBGene00008410
piliocolobus_tephrosceles ENSPTEG00000016608
saccharomyces_cerevisiae_strain_s288c YLR253W
