oryzias_latipes_asm223467v1 ENSORLG00000028149
ictidomys_tridecemlineatus ENSSTOG00000010271
spermophilus_dauricus ENSSDAG00000011387
marmota_marmota_marmota ENSMMMG00000022665
urocitellus_parryii ENSUPAG00010003369
castor_canadensis ENSCCNG00000002790
dipodomys_ordii ENSDORG00000003163
mesocricetus_auratus ENSMAUG00000010661
cricetulus_griseus_crigri_1.0 ENSCGRG00000015731
microtus_ochrogaster ENSMOCG00000015247
peromyscus_maniculatus_bairdii ENSPEMG00000012063
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021105
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022464
mus_spicilegus ENSMSIG00000027038
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020209
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020212
rattus_norvegicus ENSRNOG00000006653
meriones_unguiculatus ENSMUGG00000002779
nannospalax_galili ENSNGAG00000006968
jaculus_jaculus ENSJJAG00000015534
oryctolagus_cuniculus ENSOCUG00000027198
ochotona_princeps ENSOPRG00000006335
pteropus_vampyrus ENSPVAG00000011629
myotis_lucifugus ENSMLUG00000002500
bos_mutus ENSBMUG00000004218
bos_taurus ENSBTAG00000014197
bison_bison_bison ENSBBBG00000002999
ovis_aries ENSOARG00000019457
capra_hircus ENSCHIG00000016540
tursiops_truncatus ENSTTRG00000005789
vicugna_pacos ENSVPAG00000005846
sus_scrofa ENSSSCG00000026597
equus_caballus ENSECAG00000012541
equus_asinus_asinus ENSEASG00005023507
neovison_vison ENSNVIG00000005947
mustela_putorius_furo ENSMPUG00000000394
ursus_americanus ENSUAMG00000019648
ursus_maritimus ENSUMAG00000000063
ailuropoda_melanoleuca ENSAMEG00000006884
canis_lupus_dingo ENSCAFG00020010941
canis_lupus_familiaris ENSCAFG00000009243
vulpes_vulpes ENSVVUG00000017144
panthera_tigris_altaica ENSPTIG00000014780
panthera_pardus ENSPPRG00000009487
felis_catus ENSFCAG00000014125
sorex_araneus ENSSARG00000004940
erinaceus_europaeus ENSEEUG00000001720
choloepus_hoffmanni ENSCHOG00000004935
dasypus_novemcinctus ENSDNOG00000008801
loxodonta_africana ENSLAFG00000016067
procavia_capensis ENSPCAG00000008000
ornithorhynchus_anatinus ENSOANG00000030265
phascolarctos_cinereus ENSPCIG00000011190
notamacropus_eugenii ENSMEUG00000011247
sarcophilus_harrisii ENSSHAG00000003400
monodelphis_domestica ENSMODG00000018519
ornithorhynchus_anatinus ENSOANG00000006348
xenopus_tropicalis ENSXETG00000034014
latimeria_chalumnae ENSLACG00000009133
lepisosteus_oculatus ENSLOCG00000016411
amphilophus_citrinellus ENSACIG00000019882
amphiprion_ocellaris ENSAOCG00000012279
petromyzon_marinus ENSPMAG00000004473
ornithorhynchus_anatinus ENSOANG00000029294
ciona_intestinalis ENSCING00000005023
ciona_savignyi ENSCSAVG00000003814
