fundulus_heteroclitus ENSFHEG00000004999
canis_lupus_familiaris ENSCAFG00000004718
canis_lupus_dingo ENSCAFG00020021901
vulpes_vulpes ENSVVUG00000011176
panthera_pardus ENSPPRG00000011645
panthera_tigris_altaica ENSPTIG00000015026
felis_catus ENSFCAG00000014507
equus_asinus_asinus ENSEASG00005000328
equus_caballus ENSECAG00000021415
pteropus_vampyrus ENSPVAG00000008417
myotis_lucifugus ENSMLUG00000012847
capra_hircus ENSCHIG00000018298
ovis_aries ENSOARG00000011305
bos_mutus ENSBMUG00000008466
bos_taurus ENSBTAG00000001110
bison_bison_bison ENSBBBG00000022204
tursiops_truncatus ENSTTRG00000014361
sus_scrofa ENSSSCG00000017215
pan_paniscus ENSPPAG00000030400
pan_troglodytes ENSPTRG00000009630
gorilla_gorilla ENSGGOG00000024914
homo_sapiens ENSG00000170190
pongo_abelii ENSPPYG00000008617
nomascus_leucogenys ENSNLEG00000000580
theropithecus_gelada ENSTGEG00000027742
papio_anubis ENSPANG00000020200
cercocebus_atys ENSCATG00000041324
mandrillus_leucophaeus ENSMLEG00000029978
macaca_fascicularis ENSMFAG00000000622
macaca_nemestrina ENSMNEG00000032858
macaca_mulatta ENSMMUG00000041001
chlorocebus_sabaeus ENSCSAG00000004692
piliocolobus_tephrosceles ENSPTEG00000039804
colobus_angolensis_palliatus ENSCANG00000015552
rhinopithecus_roxellana ENSRROG00000045514
rhinopithecus_bieti ENSRBIG00000008707
aotus_nancymaae ENSANAG00000032783
cebus_capucinus_imitator ENSCCAG00000025587
saimiri_boliviensis_boliviensis ENSSBOG00000025391
callithrix_jacchus ENSCJAG00000014598
carlito_syrichta ENSTSYG00000027596
microcebus_murinus ENSMICG00000017486
propithecus_coquereli ENSPCOG00000019335
prolemur_simus ENSPSMG00000001284
otolemur_garnettii ENSOGAG00000016651
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018249
mus_spicilegus ENSMSIG00000028378
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045775
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017404
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018534
rattus_norvegicus ENSRNOG00000023476
meriones_unguiculatus ENSMUGG00000022586
peromyscus_maniculatus_bairdii ENSPEMG00000012193
microtus_ochrogaster ENSMOCG00000010701
cricetulus_griseus_crigri-picr ENSCGRG00015009685
cricetulus_griseus_crigri_1.0 ENSCGRG00000011181
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009598
mesocricetus_auratus ENSMAUG00000016968
nannospalax_galili ENSNGAG00000023173
jaculus_jaculus ENSJJAG00000022921
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004353
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014697
fukomys_damarensis ENSFDAG00000009501
cavia_porcellus ENSCPOG00000004024
cavia_aperea ENSCAPG00000000233
chinchilla_lanigera ENSCLAG00000004360
dipodomys_ordii ENSDORG00000001932
ictidomys_tridecemlineatus ENSSTOG00000015159
urocitellus_parryii ENSUPAG00010023982
marmota_marmota_marmota ENSMMMG00000011051
spermophilus_dauricus ENSSDAG00000005209
oryctolagus_cuniculus ENSOCUG00000016231
ochotona_princeps ENSOPRG00000010852
dasypus_novemcinctus ENSDNOG00000047126
loxodonta_africana ENSLAFG00000027329
echinops_telfairi ENSETEG00000013296
procavia_capensis ENSPCAG00000005541
sarcophilus_harrisii ENSSHAG00000015780
phascolarctos_cinereus ENSPCIG00000004707
monodelphis_domestica ENSMODG00000007170
ornithorhynchus_anatinus ENSOANG00000013057
xenopus_tropicalis ENSXETG00000012500
xenopus_tropicalis ENSXETG00000032271
latimeria_chalumnae ENSLACG00000006321
latimeria_chalumnae ENSLACG00000007007
petromyzon_marinus ENSPMAG00000002929
