bos_mutus ENSBMUG00000024010
ictidomys_tridecemlineatus ENSSTOG00000001903
marmota_marmota_marmota ENSMMMG00000024454
castor_canadensis ENSCCNG00000025994
spermophilus_dauricus ENSSDAG00000004581
tupaia_belangeri ENSTBEG00000017063
pan_troglodytes ENSPTRG00000018139
pan_paniscus ENSPPAG00000024323
homo_sapiens ENSG00000146122
gorilla_gorilla ENSGGOG00000008927
pongo_abelii ENSPPYG00000016578
nomascus_leucogenys ENSNLEG00000000499
mandrillus_leucophaeus ENSMLEG00000039681
cercocebus_atys ENSCATG00000040966
theropithecus_gelada ENSTGEG00000029577
papio_anubis ENSPANG00000019060
macaca_fascicularis ENSMFAG00000036168
macaca_mulatta ENSMMUG00000019072
macaca_nemestrina ENSMNEG00000041219
chlorocebus_sabaeus ENSCSAG00000011102
rhinopithecus_roxellana ENSRROG00000028374
rhinopithecus_bieti ENSRBIG00000024885
piliocolobus_tephrosceles ENSPTEG00000034500
colobus_angolensis_palliatus ENSCANG00000012009
cebus_capucinus_imitator ENSCCAG00000037015
callithrix_jacchus ENSCJAG00000010452
saimiri_boliviensis_boliviensis ENSSBOG00000001637
aotus_nancymaae ENSANAG00000033223
carlito_syrichta ENSTSYG00000001061
propithecus_coquereli ENSPCOG00000017869
prolemur_simus ENSPSMG00000006792
microcebus_murinus ENSMICG00000009058
otolemur_garnettii ENSOGAG00000002650
procavia_capensis ENSPCAG00000011962
loxodonta_africana ENSLAFG00000008312
echinops_telfairi ENSETEG00000011565
choloepus_hoffmanni ENSCHOG00000012746
dasypus_novemcinctus ENSDNOG00000002391
phascolarctos_cinereus ENSPCIG00000004811
notamacropus_eugenii ENSMEUG00000013083
sarcophilus_harrisii ENSSHAG00000011158
monodelphis_domestica ENSMODG00000013125
ornithorhynchus_anatinus ENSOANG00000028337
latimeria_chalumnae ENSLACG00000010640
latimeria_chalumnae ENSLACG00000007759
calidris_pugnax ENSCPUG00000001922
calidris_pygmaea ENSCPGG00000004045
melopsittacus_undulatus ENSMUNG00000006624
parus_major ENSPMJG00000014611
cyanistes_caeruleus ENSCCEG00000002371
ficedula_albicollis ENSFALG00000010887
lonchura_striata_domestica ENSLSDG00000008440
taeniopygia_guttata ENSTGUG00000002495
serinus_canaria ENSSCAG00000010821
junco_hyemalis ENSJHYG00000011636
zonotrichia_albicollis ENSZALG00000002934
lepidothrix_coronata ENSLCOG00000001809
manacus_vitellinus ENSMVIG00005006034
anas_platyrhynchos_platyrhynchos ENSAPLG00000012050
anser_brachyrhynchus ENSABRG00000019980
gallus_gallus ENSGALG00000010055
meleagris_gallopavo ENSMGAG00000010544
coturnix_japonica ENSCJPG00005010200
numida_meleagris ENSNMEG00000016446
apteryx_haastii ENSAHAG00000017501
apteryx_rowi ENSARWG00000000385
apteryx_owenii ENSAOWG00000002477
dromaius_novaehollandiae ENSDNVG00000002021
nothoprocta_perdicaria ENSNPEG00000000172
crocodylus_porosus ENSCPRG00005009877
gopherus_agassizii ENSGAGG00000020234
chelonoidis_abingdonii ENSCABG00000010988
chrysemys_picta_bellii ENSCPBG00000025382
pelodiscus_sinensis ENSPSIG00000010491
anolis_carolinensis ENSACAG00000002222
pogona_vitticeps ENSPVIG00000019716
notechis_scutatus ENSNSUG00000009399
salvator_merianae ENSSMRG00000005120
sphenodon_punctatus ENSSPUG00000018768
lonchura_striata_domestica ENSLSDG00000013958
cyanistes_caeruleus ENSCCEG00000002367
labrus_bergylta ENSLBEG00000001797
cynoglossus_semilaevis ENSCSEG00000000066
astatotilapia_calliptera ENSACLG00000026750
maylandia_zebra ENSMZEG00005009953
haplochromis_burtoni ENSHBUG00000014346
pundamilia_nyererei ENSPNYG00000020850
neolamprologus_brichardi ENSNBRG00000012062
oreochromis_niloticus ENSONIG00000019560
amphilophus_citrinellus ENSACIG00000011527
xiphophorus_maculatus ENSXMAG00000018547
xiphophorus_couchianus ENSXCOG00000011268
gambusia_affinis ENSGAFG00000019503
poecilia_formosa ENSPFOG00000008611
poecilia_latipinna ENSPLAG00000023621
poecilia_mexicana ENSPMEG00000022565
poecilia_reticulata ENSPREG00000004133
fundulus_heteroclitus ENSFHEG00000008505
kryptolebias_marmoratus ENSKMAG00000003078
hippocampus_comes ENSHCOG00000001299
hippocampus_comes ENSHCOG00000000848
cyprinodon_variegatus ENSCVAG00000021374
mola_mola ENSMMOG00000005093
monopterus_albus ENSMALG00000012298
mastacembelus_armatus ENSMAMG00000015118
amphiprion_percula ENSAPEG00000002687
amphiprion_ocellaris ENSAOCG00000016529
acanthochromis_polyacanthus ENSAPOG00000006623
stegastes_partitus ENSSPAG00000001535
anabas_testudineus ENSATEG00000011894
seriola_lalandi_dorsalis ENSSLDG00000014541
seriola_dumerili ENSSDUG00000019372
scophthalmus_maximus ENSSMAG00000014535
gasterosteus_aculeatus ENSGACG00000013366
oryzias_latipes_asm223471v1 ENSORLG00020015312
oryzias_latipes_asm223467v1 ENSORLG00000017777
oryzias_latipes_asm223469v1 ENSORLG00015011854
periophthalmus_magnuspinnatus ENSPMGG00000006123
gadus_morhua ENSGMOG00000016569
pygocentrus_nattereri ENSPNAG00000011601
astyanax_mexicanus ENSAMXG00000018138
ictalurus_punctatus ENSIPUG00000009881
danio_rerio ENSDARG00000028393
scleropages_formosus ENSSFOG00015004305
paramormyrops_kingsleyae ENSPKIG00000022448
lepisosteus_oculatus ENSLOCG00000017173
eptatretus_burgeri ENSEBUG00000004169
eptatretus_burgeri ENSEBUG00000006712
petromyzon_marinus ENSPMAG00000004723
ornithorhynchus_anatinus ENSOANG00000013154
eptatretus_burgeri ENSEBUG00000012145
ciona_savignyi ENSCSAVG00000004273
ciona_intestinalis ENSCING00000022004
