oryzias_latipes_asm223467v1 ENSORLG00000011674
mustela_putorius_furo ENSMPUG00000006837
neovison_vison ENSNVIG00000014520
canis_lupus_familiaris ENSCAFG00000002586
canis_lupus_dingo ENSCAFG00020019377
panthera_pardus ENSPPRG00000000478
panthera_tigris_altaica ENSPTIG00000016065
felis_catus ENSFCAG00000001413
choloepus_hoffmanni ENSCHOG00000005468
dasypus_novemcinctus ENSDNOG00000018740
loxodonta_africana ENSLAFG00000015730
procavia_capensis ENSPCAG00000007433
equus_caballus ENSECAG00000007401
vulpes_vulpes ENSVVUG00000019263
cavia_aperea ENSCAPG00000011988
microtus_ochrogaster ENSMOCG00000021681
echinops_telfairi ENSETEG00000016049
ornithorhynchus_anatinus ENSOANG00000028588
ornithorhynchus_anatinus ENSOANG00000004901
latimeria_chalumnae ENSLACG00000009926
gallus_gallus ENSGALG00000015542
meleagris_gallopavo ENSMGAG00000004120
coturnix_japonica ENSCJPG00005001266
numida_meleagris ENSNMEG00000009429
anas_platyrhynchos_platyrhynchos ENSAPLG00000006758
anser_brachyrhynchus ENSABRG00000014297
calidris_pugnax ENSCPUG00000017608
calidris_pygmaea ENSCPGG00000014688
melopsittacus_undulatus ENSMUNG00000004449
lonchura_striata_domestica ENSLSDG00000015190
taeniopygia_guttata ENSTGUG00000000645
serinus_canaria ENSSCAG00000004941
ficedula_albicollis ENSFALG00000000236
zonotrichia_albicollis ENSZALG00000011410
cyanistes_caeruleus ENSCCEG00000011971
parus_major ENSPMJG00000005754
manacus_vitellinus ENSMVIG00005018764
lepidothrix_coronata ENSLCOG00000004442
apteryx_owenii ENSAOWG00000011151
apteryx_haastii ENSAHAG00000008620
apteryx_rowi ENSARWG00000008551
dromaius_novaehollandiae ENSDNVG00000016503
nothoprocta_perdicaria ENSNPEG00000015744
crocodylus_porosus ENSCPRG00005014972
gopherus_agassizii ENSGAGG00000012488
chelonoidis_abingdonii ENSCABG00000018031
chrysemys_picta_bellii ENSCPBG00000009570
pelodiscus_sinensis ENSPSIG00000005981
pogona_vitticeps ENSPVIG00000015805
anolis_carolinensis ENSACAG00000017418
notechis_scutatus ENSNSUG00000010229
salvator_merianae ENSSMRG00000020709
sphenodon_punctatus ENSSPUG00000008411
xenopus_tropicalis ENSXETG00000033877
latimeria_chalumnae ENSLACG00000010605
