cavia_aperea ENSCAPG00000013859
phascolarctos_cinereus ENSPCIG00000000174
sarcophilus_harrisii ENSSHAG00000001361
monodelphis_domestica ENSMODG00000016655
ornithorhynchus_anatinus ENSOANG00000011294
meleagris_gallopavo ENSMGAG00000008871
gallus_gallus ENSGALG00000040648
anser_brachyrhynchus ENSABRG00000022807
melopsittacus_undulatus ENSMUNG00000005780
lonchura_striata_domestica ENSLSDG00000004638
taeniopygia_guttata ENSTGUG00000004285
junco_hyemalis ENSJHYG00000017568
zonotrichia_albicollis ENSZALG00000000114
serinus_canaria ENSSCAG00000012139
parus_major ENSPMJG00000010219
ficedula_albicollis ENSFALG00000004130
manacus_vitellinus ENSMVIG00005005809
lepidothrix_coronata ENSLCOG00000009646
calidris_pugnax ENSCPUG00000016922
apteryx_rowi ENSARWG00000002638
anas_platyrhynchos_platyrhynchos ENSAPLG00000027758
cyanistes_caeruleus ENSCCEG00000005977
dromaius_novaehollandiae ENSDNVG00000000705
crocodylus_porosus ENSCPRG00005003311
chrysemys_picta_bellii ENSCPBG00000005138
chelonoidis_abingdonii ENSCABG00000016611
nothoprocta_perdicaria ENSNPEG00000009704
anolis_carolinensis ENSACAG00000012924
salvator_merianae ENSSMRG00000006655
notechis_scutatus ENSNSUG00000004731
pogona_vitticeps ENSPVIG00000001267
sphenodon_punctatus ENSSPUG00000013929
paramormyrops_kingsleyae ENSPKIG00000018076
scleropages_formosus ENSSFOG00015013201
scleropages_formosus ENSSFOG00015009832
tetraodon_nigroviridis ENSTNIG00000007874
takifugu_rubripes ENSTRUG00000003932
mola_mola ENSMMOG00000017918
labrus_bergylta ENSLBEG00000012640
gasterosteus_aculeatus ENSGACG00000016354
hippocampus_comes ENSHCOG00000002036
mastacembelus_armatus ENSMAMG00000018848
monopterus_albus ENSMALG00000005615
anabas_testudineus ENSATEG00000002554
seriola_dumerili ENSSDUG00000006316
seriola_lalandi_dorsalis ENSSLDG00000006307
scophthalmus_maximus ENSSMAG00000011484
periophthalmus_magnuspinnatus ENSPMGG00000007288
cynoglossus_semilaevis ENSCSEG00000018404
fundulus_heteroclitus ENSFHEG00000014270
cyprinodon_variegatus ENSCVAG00000014086
poecilia_formosa ENSPFOG00000012458
poecilia_mexicana ENSPMEG00000014746
poecilia_latipinna ENSPLAG00000003634
poecilia_reticulata ENSPREG00000003321
xiphophorus_maculatus ENSXMAG00000011058
xiphophorus_couchianus ENSXCOG00000007739
gambusia_affinis ENSGAFG00000008791
poecilia_latipinna ENSPLAG00000015136
poecilia_mexicana ENSPMEG00000016258
poecilia_formosa ENSPFOG00000022336
kryptolebias_marmoratus ENSKMAG00000006880
oryzias_latipes_asm223467v1 ENSORLG00000009733
oryzias_latipes_asm223471v1 ENSORLG00020011162
oryzias_latipes_asm223469v1 ENSORLG00015006589
oryzias_melastigma ENSOMEG00000000794
amphiprion_percula ENSAPEG00000023246
amphiprion_ocellaris ENSAOCG00000024466
acanthochromis_polyacanthus ENSAPOG00000023101
stegastes_partitus ENSSPAG00000005523
haplochromis_burtoni ENSHBUG00000020392
maylandia_zebra ENSMZEG00005008746
pundamilia_nyererei ENSPNYG00000001350
astatotilapia_calliptera ENSACLG00000014632
neolamprologus_brichardi ENSNBRG00000007535
oreochromis_niloticus ENSONIG00000018661
amphilophus_citrinellus ENSACIG00000011134
gadus_morhua ENSGMOG00000017278
esox_lucius ENSELUG00000017089
pygocentrus_nattereri ENSPNAG00000012590
astyanax_mexicanus ENSAMXG00000006320
ictalurus_punctatus ENSIPUG00000023997
danio_rerio ENSDARG00000037646
lepisosteus_oculatus ENSLOCG00000006354
latimeria_chalumnae ENSLACG00000010264
xenopus_tropicalis ENSXETG00000034304
hippocampus_comes ENSHCOG00000002051
eptatretus_burgeri ENSEBUG00000007255
eptatretus_burgeri ENSEBUG00000015363
