xiphophorus_couchianus ENSXCOG00000015669
lepisosteus_oculatus ENSLOCG00000011208
anolis_carolinensis ENSACAG00000012569
pogona_vitticeps ENSPVIG00000004138
notechis_scutatus ENSNSUG00000003698
salvator_merianae ENSSMRG00000014660
sphenodon_punctatus ENSSPUG00000006082
apteryx_haastii ENSAHAG00000002202
apteryx_owenii ENSAOWG00000012390
apteryx_rowi ENSARWG00000000878
dromaius_novaehollandiae ENSDNVG00000004952
nothoprocta_perdicaria ENSNPEG00000001831
meleagris_gallopavo ENSMGAG00000005718
gallus_gallus ENSGALG00000034741
coturnix_japonica ENSCJPG00005009532
numida_meleagris ENSNMEG00000014451
anser_brachyrhynchus ENSABRG00000007533
anas_platyrhynchos_platyrhynchos ENSAPLG00000008156
taeniopygia_guttata ENSTGUG00000016288
calidris_pygmaea ENSCPGG00000000532
melopsittacus_undulatus ENSMUNG00000002146
manacus_vitellinus ENSMVIG00005015399
lepidothrix_coronata ENSLCOG00000003860
taeniopygia_guttata ENSTGUG00000004067
lonchura_striata_domestica ENSLSDG00000012634
serinus_canaria ENSSCAG00000013044
parus_major ENSPMJG00000010084
cyanistes_caeruleus ENSCCEG00000011870
zonotrichia_albicollis ENSZALG00000005514
junco_hyemalis ENSJHYG00000004337
ficedula_albicollis ENSFALG00000012226
calidris_pugnax ENSCPUG00000001373
crocodylus_porosus ENSCPRG00005005724
gopherus_agassizii ENSGAGG00000023395
chelonoidis_abingdonii ENSCABG00000003995
chrysemys_picta_bellii ENSCPBG00000004186
pelodiscus_sinensis ENSPSIG00000003262
phascolarctos_cinereus ENSPCIG00000026559
notamacropus_eugenii ENSMEUG00000012282
monodelphis_domestica ENSMODG00000020597
sarcophilus_harrisii ENSSHAG00000002342
tursiops_truncatus ENSTTRG00000003449
sus_scrofa ENSSSCG00000009144
bos_taurus ENSBTAG00000010284
bos_mutus ENSBMUG00000018140
bison_bison_bison ENSBBBG00000023878
ovis_aries ENSOARG00000007512
capra_hircus ENSCHIG00000015229
vicugna_pacos ENSVPAG00000005955
ursus_maritimus ENSUMAG00000000654
ursus_americanus ENSUAMG00000010868
ailuropoda_melanoleuca ENSAMEG00000001726
neovison_vison ENSNVIG00000006726
mustela_putorius_furo ENSMPUG00000008782
canis_lupus_familiaris ENSCAFG00000011314
canis_lupus_dingo ENSCAFG00020010068
vulpes_vulpes ENSVVUG00000017512
panthera_pardus ENSPPRG00000012486
panthera_tigris_altaica ENSPTIG00000013575
felis_catus ENSFCAG00000002319
pteropus_vampyrus ENSPVAG00000005916
myotis_lucifugus ENSMLUG00000003146
pan_paniscus ENSPPAG00000031593
pan_troglodytes ENSPTRG00000016355
homo_sapiens ENSG00000164089
gorilla_gorilla ENSGGOG00000012323
pongo_abelii ENSPPYG00000014989
nomascus_leucogenys ENSNLEG00000012907
macaca_fascicularis ENSMFAG00000031575
macaca_nemestrina ENSMNEG00000040127
macaca_mulatta ENSMMUG00000011903
cercocebus_atys ENSCATG00000032306
theropithecus_gelada ENSTGEG00000001352
papio_anubis ENSPANG00000026027
mandrillus_leucophaeus ENSMLEG00000029331
chlorocebus_sabaeus ENSCSAG00000003965
colobus_angolensis_palliatus ENSCANG00000042207
piliocolobus_tephrosceles ENSPTEG00000033562
rhinopithecus_bieti ENSRBIG00000025282
rhinopithecus_roxellana ENSRROG00000029160
cebus_capucinus_imitator ENSCCAG00000030276
saimiri_boliviensis_boliviensis ENSSBOG00000036171
callithrix_jacchus ENSCJAG00000016009
aotus_nancymaae ENSANAG00000020605
carlito_syrichta ENSTSYG00000004285
microcebus_murinus ENSMICG00000002187
microcebus_murinus ENSMICG00000049190
propithecus_coquereli ENSPCOG00000007840
prolemur_simus ENSPSMG00000009391
otolemur_garnettii ENSOGAG00000006777
castor_canadensis ENSCCNG00000023688
dipodomys_ordii ENSDORG00000004115
spermophilus_dauricus ENSSDAG00000009688
marmota_marmota_marmota ENSMMMG00000010343
ictidomys_tridecemlineatus ENSSTOG00000021812
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019232
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026587
mus_spicilegus ENSMSIG00000030647
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025634
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027083
rattus_norvegicus ENSRNOG00000045743
meriones_unguiculatus ENSMUGG00000021820
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001866
cricetulus_griseus_crigri_1.0 ENSCGRG00000011823
cricetulus_griseus_crigri-picr ENSCGRG00015005601
mesocricetus_auratus ENSMAUG00000014103
microtus_ochrogaster ENSMOCG00000013627
peromyscus_maniculatus_bairdii ENSPEMG00000009696
nannospalax_galili ENSNGAG00000019931
jaculus_jaculus ENSJJAG00000010153
chinchilla_lanigera ENSCLAG00000002982
octodon_degus ENSODEG00000011007
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014978
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004469
fukomys_damarensis ENSFDAG00000010692
cavia_porcellus ENSCPOG00000015368
cavia_aperea ENSCAPG00000015159
tupaia_belangeri ENSTBEG00000014675
oryctolagus_cuniculus ENSOCUG00000015610
ochotona_princeps ENSOPRG00000004396
equus_asinus_asinus ENSEASG00005004593
equus_caballus ENSECAG00000018724
erinaceus_europaeus ENSEEUG00000003823
loxodonta_africana ENSLAFG00000008666
procavia_capensis ENSPCAG00000006988
echinops_telfairi ENSETEG00000015970
dasypus_novemcinctus ENSDNOG00000014825
choloepus_hoffmanni ENSCHOG00000012630
ornithorhynchus_anatinus ENSOANG00000009959
ornithorhynchus_anatinus ENSOANG00000029981
xenopus_tropicalis ENSXETG00000021098
latimeria_chalumnae ENSLACG00000015097
petromyzon_marinus ENSPMAG00000002182
eptatretus_burgeri ENSEBUG00000006271
