dipodomys_ordii ENSDORG00000024229
lonchura_striata_domestica ENSLSDG00000011822
serinus_canaria ENSSCAG00000014458
parus_major ENSPMJG00000019473
cyanistes_caeruleus ENSCCEG00000016178
manacus_vitellinus ENSMVIG00005020014
manacus_vitellinus ENSMVIG00005011184
lepidothrix_coronata ENSLCOG00000001220
melopsittacus_undulatus ENSMUNG00000009040
calidris_pugnax ENSCPUG00000003171
calidris_pygmaea ENSCPGG00000010729
gallus_gallus ENSGALG00000008974
meleagris_gallopavo ENSMGAG00000009520
coturnix_japonica ENSCJPG00005008432
numida_meleagris ENSNMEG00000021248
anser_brachyrhynchus ENSABRG00000018203
anas_platyrhynchos_platyrhynchos ENSAPLG00000007027
apteryx_haastii ENSAHAG00000012253
apteryx_owenii ENSAOWG00000010380
apteryx_rowi ENSARWG00000001369
dromaius_novaehollandiae ENSDNVG00000001213
nothoprocta_perdicaria ENSNPEG00000000278
crocodylus_porosus ENSCPRG00005017233
chelonoidis_abingdonii ENSCABG00000006082
gopherus_agassizii ENSGAGG00000009163
chrysemys_picta_bellii ENSCPBG00000017002
pelodiscus_sinensis ENSPSIG00000011185
pogona_vitticeps ENSPVIG00000003019
anolis_carolinensis ENSACAG00000006035
notechis_scutatus ENSNSUG00000007039
salvator_merianae ENSSMRG00000020193
sphenodon_punctatus ENSSPUG00000008122
xenopus_tropicalis ENSXETG00000013118
latimeria_chalumnae ENSLACG00000013960
latimeria_chalumnae ENSLACG00000002460
latimeria_chalumnae ENSLACG00000002150
latimeria_chalumnae ENSLACG00000010863
scleropages_formosus ENSSFOG00015009897
paramormyrops_kingsleyae ENSPKIG00000009371
labrus_bergylta ENSLBEG00000012513
gasterosteus_aculeatus ENSGACG00000016551
takifugu_rubripes ENSTRUG00000005338
tetraodon_nigroviridis ENSTNIG00000003985
mola_mola ENSMMOG00000019466
amphiprion_ocellaris ENSAOCG00000023750
amphiprion_percula ENSAPEG00000012070
acanthochromis_polyacanthus ENSAPOG00000014665
stegastes_partitus ENSSPAG00000010040
maylandia_zebra ENSMZEG00005024296
astatotilapia_calliptera ENSACLG00000006588
pundamilia_nyererei ENSPNYG00000004390
haplochromis_burtoni ENSHBUG00000010087
oreochromis_niloticus ENSONIG00000018371
neolamprologus_brichardi ENSNBRG00000015153
amphilophus_citrinellus ENSACIG00000019951
cyprinodon_variegatus ENSCVAG00000014658
fundulus_heteroclitus ENSFHEG00000019083
xiphophorus_maculatus ENSXMAG00000016309
xiphophorus_couchianus ENSXCOG00000019364
gambusia_affinis ENSGAFG00000020974
poecilia_formosa ENSPFOG00000000441
poecilia_mexicana ENSPMEG00000004620
poecilia_latipinna ENSPLAG00000020930
poecilia_reticulata ENSPREG00000018034
kryptolebias_marmoratus ENSKMAG00000018764
oryzias_latipes_asm223467v1 ENSORLG00000003442
oryzias_latipes_asm223469v1 ENSORLG00015008927
oryzias_latipes_asm223471v1 ENSORLG00020000714
oryzias_melastigma ENSOMEG00000022125
scophthalmus_maximus ENSSMAG00000011792
cynoglossus_semilaevis ENSCSEG00000021410
seriola_lalandi_dorsalis ENSSLDG00000023015
seriola_dumerili ENSSDUG00000007306
mastacembelus_armatus ENSMAMG00000007580
monopterus_albus ENSMALG00000015050
anabas_testudineus ENSATEG00000018478
hippocampus_comes ENSHCOG00000000900
periophthalmus_magnuspinnatus ENSPMGG00000009052
gadus_morhua ENSGMOG00000003277
esox_lucius ENSELUG00000008159
pygocentrus_nattereri ENSPNAG00000016067
astyanax_mexicanus ENSAMXG00000019073
ictalurus_punctatus ENSIPUG00000010029
danio_rerio ENSDARG00000016163
lepisosteus_oculatus ENSLOCG00000003680
