notechis_scutatus ENSNSUG00000007220
mus_spicilegus ENSMSIG00000015802
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031569
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030717
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030455
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013665
rattus_norvegicus ENSRNOG00000050922
rattus_norvegicus ENSRNOG00000019206
meriones_unguiculatus ENSMUGG00000011953
nannospalax_galili ENSNGAG00000007124
oryctolagus_cuniculus ENSOCUG00000025022
jaculus_jaculus ENSJJAG00000007187
tupaia_belangeri ENSTBEG00000006844
pteropus_vampyrus ENSPVAG00000000275
myotis_lucifugus ENSMLUG00000000678
ovis_aries ENSOARG00000003184
capra_hircus ENSCHIG00000017378
bos_mutus ENSBMUG00000026337
bos_taurus ENSBTAG00000018016
bison_bison_bison ENSBBBG00000004387
sus_scrofa ENSSSCG00000040162
equus_caballus ENSECAG00000014847
equus_asinus_asinus ENSEASG00005014755
ursus_maritimus ENSUMAG00000010958
ursus_americanus ENSUAMG00000010147
ailuropoda_melanoleuca ENSAMEG00000015410
neovison_vison ENSNVIG00000001385
canis_lupus_dingo ENSCAFG00020017596
canis_lupus_familiaris ENSCAFG00000017130
vulpes_vulpes ENSVVUG00000025987
panthera_pardus ENSPPRG00000006847
panthera_tigris_altaica ENSPTIG00000014841
felis_catus ENSFCAG00000012296
vicugna_pacos ENSVPAG00000010718
sorex_araneus ENSSARG00000003456
dasypus_novemcinctus ENSDNOG00000011508
sarcophilus_harrisii ENSSHAG00000011405
monodelphis_domestica ENSMODG00000015638
phascolarctos_cinereus ENSPCIG00000025201
ornithorhynchus_anatinus ENSOANG00000019930
monodelphis_domestica ENSMODG00000023179
phascolarctos_cinereus ENSPCIG00000005199
canis_lupus_dingo ENSCAFG00020005168
vulpes_vulpes ENSVVUG00000016585
canis_lupus_familiaris ENSCAFG00000010181
bison_bison_bison ENSBBBG00000003735
bos_taurus ENSBTAG00000031583
ovis_aries ENSOARG00000010802
capra_hircus ENSCHIG00000017358
ursus_americanus ENSUAMG00000004366
neovison_vison ENSNVIG00000009341
panthera_pardus ENSPPRG00000016105
felis_catus ENSFCAG00000025675
pteropus_vampyrus ENSPVAG00000001426
sus_scrofa ENSSSCG00000007741
tursiops_truncatus ENSTTRG00000015187
sorex_araneus ENSSARG00000010165
equus_asinus_asinus ENSEASG00005008847
equus_caballus ENSECAG00000019836
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095789
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027791
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024392
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028789
rattus_norvegicus ENSRNOG00000000917
meriones_unguiculatus ENSMUGG00000005994
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013029
cricetulus_griseus_crigri-picr ENSCGRG00015019356
mesocricetus_auratus ENSMAUG00000017941
microtus_ochrogaster ENSMOCG00000000483
peromyscus_maniculatus_bairdii ENSPEMG00000018961
nannospalax_galili ENSNGAG00000021484
chinchilla_lanigera ENSCLAG00000005756
cavia_porcellus ENSCPOG00000036999
ictidomys_tridecemlineatus ENSSTOG00000000064
urocitellus_parryii ENSUPAG00010019254
oryctolagus_cuniculus ENSOCUG00000023583
ochotona_princeps ENSOPRG00000007858
theropithecus_gelada ENSTGEG00000005973
chlorocebus_sabaeus ENSCSAG00000019593
cercocebus_atys ENSCATG00000043276
macaca_mulatta ENSMMUG00000030369
piliocolobus_tephrosceles ENSPTEG00000000554
homo_sapiens ENSG00000185290
callithrix_jacchus ENSCJAG00000041331
prolemur_simus ENSPSMG00000014518
choloepus_hoffmanni ENSCHOG00000013856
procavia_capensis ENSPCAG00000005940
chelonoidis_abingdonii ENSCABG00000011556
latimeria_chalumnae ENSLACG00000005936
paramormyrops_kingsleyae ENSPKIG00000014834
scleropages_formosus ENSSFOG00015001239
astyanax_mexicanus ENSAMXG00000042734
pygocentrus_nattereri ENSPNAG00000014664
danio_rerio ENSDARG00000094557
ictalurus_punctatus ENSIPUG00000001913
acanthochromis_polyacanthus ENSAPOG00000007092
acanthochromis_polyacanthus ENSAPOG00000022148
amphiprion_ocellaris ENSAOCG00000013468
amphiprion_percula ENSAPEG00000007251
stegastes_partitus ENSSPAG00000018988
poecilia_mexicana ENSPMEG00000006979
poecilia_reticulata ENSPREG00000011889
poecilia_formosa ENSPFOG00000010012
poecilia_latipinna ENSPLAG00000015766
xiphophorus_couchianus ENSXCOG00000011505
xiphophorus_maculatus ENSXMAG00000010940
gambusia_affinis ENSGAFG00000012836
cyprinodon_variegatus ENSCVAG00000014344
fundulus_heteroclitus ENSFHEG00000022315
kryptolebias_marmoratus ENSKMAG00000004396
oryzias_latipes_asm223469v1 ENSORLG00015011806
oryzias_latipes_asm223467v1 ENSORLG00000027309
oryzias_latipes_asm223471v1 ENSORLG00020020999
oryzias_melastigma ENSOMEG00000020140
amphilophus_citrinellus ENSACIG00000024431
periophthalmus_magnuspinnatus ENSPMGG00000006679
takifugu_rubripes ENSTRUG00000000816
mola_mola ENSMMOG00000012690
cynoglossus_semilaevis ENSCSEG00000010613
anabas_testudineus ENSATEG00000017559
hippocampus_comes ENSHCOG00000002005
astatotilapia_calliptera ENSACLG00000016716
pundamilia_nyererei ENSPNYG00000012309
maylandia_zebra ENSMZEG00005002941
maylandia_zebra ENSMZEG00005001177
haplochromis_burtoni ENSHBUG00000013646
oreochromis_niloticus ENSONIG00000009375
scophthalmus_maximus ENSSMAG00000016665
gasterosteus_aculeatus ENSGACG00000015005
mastacembelus_armatus ENSMAMG00000017896
monopterus_albus ENSMALG00000000212
labrus_bergylta ENSLBEG00000006795
seriola_lalandi_dorsalis ENSSLDG00000012424
seriola_lalandi_dorsalis ENSSLDG00000009632
seriola_dumerili ENSSDUG00000006007
gadus_morhua ENSGMOG00000000333
esox_lucius ENSELUG00000023903
eptatretus_burgeri ENSEBUG00000009595
eptatretus_burgeri ENSEBUG00000005460
drosophila_melanogaster FBgn0032400
