ovis_aries ENSOARG00000011358
prolemur_simus ENSPSMG00000015975
propithecus_coquereli ENSPCOG00000026288
microcebus_murinus ENSMICG00000016765
otolemur_garnettii ENSOGAG00000012292
loxodonta_africana ENSLAFG00000011467
procavia_capensis ENSPCAG00000012348
echinops_telfairi ENSETEG00000003990
tupaia_belangeri ENSTBEG00000003087
dasypus_novemcinctus ENSDNOG00000004694
choloepus_hoffmanni ENSCHOG00000012289
erinaceus_europaeus ENSEEUG00000006198
sorex_araneus ENSSARG00000012034
phascolarctos_cinereus ENSPCIG00000006441
notamacropus_eugenii ENSMEUG00000003192
sarcophilus_harrisii ENSSHAG00000005764
monodelphis_domestica ENSMODG00000020548
ornithorhynchus_anatinus ENSOANG00000010330
pogona_vitticeps ENSPVIG00000013341
anolis_carolinensis ENSACAG00000007579
notechis_scutatus ENSNSUG00000016106
salvator_merianae ENSSMRG00000002691
sphenodon_punctatus ENSSPUG00000007697
apteryx_haastii ENSAHAG00000006795
apteryx_owenii ENSAOWG00000002725
apteryx_rowi ENSARWG00000018128
dromaius_novaehollandiae ENSDNVG00000007849
nothoprocta_perdicaria ENSNPEG00000012964
anser_brachyrhynchus ENSABRG00000011757
anas_platyrhynchos_platyrhynchos ENSAPLG00000010594
gallus_gallus ENSGALG00000014298
coturnix_japonica ENSCJPG00005017842
meleagris_gallopavo ENSMGAG00000012310
numida_meleagris ENSNMEG00000018009
lepidothrix_coronata ENSLCOG00000009062
manacus_vitellinus ENSMVIG00005008201
cyanistes_caeruleus ENSCCEG00000022156
parus_major ENSPMJG00000015645
ficedula_albicollis ENSFALG00000009271
taeniopygia_guttata ENSTGUG00000008901
taeniopygia_guttata ENSTGUG00000015988
lonchura_striata_domestica ENSLSDG00000014118
serinus_canaria ENSSCAG00000005400
junco_hyemalis ENSJHYG00000005204
zonotrichia_albicollis ENSZALG00000017577
melopsittacus_undulatus ENSMUNG00000009866
calidris_pygmaea ENSCPGG00000019423
calidris_pugnax ENSCPUG00000004711
crocodylus_porosus ENSCPRG00005005976
chrysemys_picta_bellii ENSCPBG00000013791
chelonoidis_abingdonii ENSCABG00000006486
pelodiscus_sinensis ENSPSIG00000008430
labrus_bergylta ENSLBEG00000004579
junco_hyemalis ENSJHYG00000003186
periophthalmus_magnuspinnatus ENSPMGG00000024149
periophthalmus_magnuspinnatus ENSPMGG00000024148
takifugu_rubripes ENSTRUG00000008937
tetraodon_nigroviridis ENSTNIG00000005606
mola_mola ENSMMOG00000007329
labrus_bergylta ENSLBEG00000004105
seriola_dumerili ENSSDUG00000022463
seriola_lalandi_dorsalis ENSSLDG00000001635
cynoglossus_semilaevis ENSCSEG00000004900
scophthalmus_maximus ENSSMAG00000010732
scophthalmus_maximus ENSSMAG00000010752
labrus_bergylta ENSLBEG00000023202
monopterus_albus ENSMALG00000006982
mastacembelus_armatus ENSMAMG00000020159
anabas_testudineus ENSATEG00000019749
cyprinodon_variegatus ENSCVAG00000007263
fundulus_heteroclitus ENSFHEG00000008801
poecilia_mexicana ENSPMEG00000008161
poecilia_formosa ENSPFOG00000010416
poecilia_reticulata ENSPREG00000007407
poecilia_latipinna ENSPLAG00000023226
xiphophorus_maculatus ENSXMAG00000009566
gambusia_affinis ENSGAFG00000020609
xiphophorus_couchianus ENSXCOG00000013725
kryptolebias_marmoratus ENSKMAG00000000061
oryzias_latipes_asm223467v1 ENSORLG00000005576
oryzias_latipes_asm223469v1 ENSORLG00015003769
oryzias_latipes_asm223471v1 ENSORLG00020006187
oryzias_melastigma ENSOMEG00000012261
amphiprion_percula ENSAPEG00000019448
amphiprion_ocellaris ENSAOCG00000013843
acanthochromis_polyacanthus ENSAPOG00000007880
stegastes_partitus ENSSPAG00000020698
haplochromis_burtoni ENSHBUG00000002929
haplochromis_burtoni ENSHBUG00000003011
astatotilapia_calliptera ENSACLG00000015232
pundamilia_nyererei ENSPNYG00000023174
maylandia_zebra ENSMZEG00005023710
neolamprologus_brichardi ENSNBRG00000016153
oreochromis_niloticus ENSONIG00000008987
amphilophus_citrinellus ENSACIG00000010464
hippocampus_comes ENSHCOG00000002419
gasterosteus_aculeatus ENSGACG00000016149
gadus_morhua ENSGMOG00000000960
esox_lucius ENSELUG00000007257
pygocentrus_nattereri ENSPNAG00000027262
astyanax_mexicanus ENSAMXG00000021652
ictalurus_punctatus ENSIPUG00000003606
danio_rerio ENSDARG00000054799
paramormyrops_kingsleyae ENSPKIG00000004363
scleropages_formosus ENSSFOG00015012108
lepisosteus_oculatus ENSLOCG00000013023
petromyzon_marinus ENSPMAG00000007814
eptatretus_burgeri ENSEBUG00000012513
latimeria_chalumnae ENSLACG00000003000
xenopus_tropicalis ENSXETG00000012866
peromyscus_maniculatus_bairdii ENSPEMG00000025712
ciona_savignyi ENSCSAVG00000000485
ciona_intestinalis ENSCING00000005344
drosophila_melanogaster FBgn0004913
caenorhabditis_elegans_strain_n2 WBGene00004337
