cynoglossus_semilaevis ENSCSEG00000010081
rattus_norvegicus ENSRNOG00000003833
meriones_unguiculatus ENSMUGG00000005271
peromyscus_maniculatus_bairdii ENSPEMG00000004190
microtus_ochrogaster ENSMOCG00000010741
cricetulus_griseus_crigri-picr ENSCGRG00015005317
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012055
mesocricetus_auratus ENSMAUG00000010743
nannospalax_galili ENSNGAG00000015999
jaculus_jaculus ENSJJAG00000017183
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005390
octodon_degus ENSODEG00000016432
oryctolagus_cuniculus ENSOCUG00000010810
ochotona_princeps ENSOPRG00000014204
cebus_capucinus_imitator ENSCCAG00000020239
callithrix_jacchus ENSCJAG00000046543
aotus_nancymaae ENSANAG00000028745
pan_troglodytes ENSPTRG00000001961
gorilla_gorilla ENSGGOG00000025197
homo_sapiens ENSG00000117691
pongo_abelii ENSPPYG00000000236
nomascus_leucogenys ENSNLEG00000029503
rhinopithecus_roxellana ENSRROG00000043396
rhinopithecus_bieti ENSRBIG00000040014
piliocolobus_tephrosceles ENSPTEG00000037847
papio_anubis ENSPANG00000007781
theropithecus_gelada ENSTGEG00000008204
chlorocebus_sabaeus ENSCSAG00000015395
cercocebus_atys ENSCATG00000044551
macaca_mulatta ENSMMUG00000002142
macaca_nemestrina ENSMNEG00000036836
macaca_fascicularis ENSMFAG00000038465
carlito_syrichta ENSTSYG00000001880
propithecus_coquereli ENSPCOG00000025541
propithecus_coquereli ENSPCOG00000020178
microcebus_murinus ENSMICG00000028060
prolemur_simus ENSPSMG00000024628
bos_taurus ENSBTAG00000000759
bison_bison_bison ENSBBBG00000006377
capra_hircus ENSCHIG00000025026
tursiops_truncatus ENSTTRG00000015239
sus_scrofa ENSSSCG00000038614
panthera_tigris_altaica ENSPTIG00000019040
panthera_pardus ENSPPRG00000000821
felis_catus ENSFCAG00000044045
neovison_vison ENSNVIG00000004737
ursus_americanus ENSUAMG00000016168
canis_lupus_dingo ENSCAFG00020013923
equus_caballus ENSECAG00000014943
equus_asinus_asinus ENSEASG00005002805
procavia_capensis ENSPCAG00000006385
choloepus_hoffmanni ENSCHOG00000008421
dasypus_novemcinctus ENSDNOG00000041392
phascolarctos_cinereus ENSPCIG00000013369
notamacropus_eugenii ENSMEUG00000000600
monodelphis_domestica ENSMODG00000002982
ornithorhynchus_anatinus ENSOANG00000008500
xenopus_tropicalis ENSXETG00000014379
latimeria_chalumnae ENSLACG00000003930
petromyzon_marinus ENSPMAG00000003843
