taeniopygia_guttata ENSTGUG00000006246
mola_mola ENSMMOG00000012368
poecilia_formosa ENSPFOG00000010534
poecilia_reticulata ENSPREG00000020650
poecilia_mexicana ENSPMEG00000020982
poecilia_latipinna ENSPLAG00000012180
gambusia_affinis ENSGAFG00000021494
xiphophorus_maculatus ENSXMAG00000002143
xiphophorus_couchianus ENSXCOG00000010182
cyprinodon_variegatus ENSCVAG00000018181
fundulus_heteroclitus ENSFHEG00000022878
stegastes_partitus ENSSPAG00000018822
gasterosteus_aculeatus ENSGACG00000008930
amphiprion_percula ENSAPEG00000002249
acanthochromis_polyacanthus ENSAPOG00000002464
labrus_bergylta ENSLBEG00000027035
anabas_testudineus ENSATEG00000023611
seriola_dumerili ENSSDUG00000022423
oryzias_latipes_asm223467v1 ENSORLG00000008522
oryzias_latipes_asm223471v1 ENSORLG00020009130
oryzias_latipes_asm223469v1 ENSORLG00015004666
oryzias_melastigma ENSOMEG00000002708
astyanax_mexicanus ENSAMXG00000031308
pygocentrus_nattereri ENSPNAG00000024910
ictalurus_punctatus ENSIPUG00000011554
paramormyrops_kingsleyae ENSPKIG00000016588
scleropages_formosus ENSSFOG00015018351
