equus_caballus ENSECAG00000021759
calidris_pygmaea ENSCPGG00000008748
pelodiscus_sinensis ENSPSIG00000004241
xenopus_tropicalis ENSXETG00000030698
xenopus_tropicalis ENSXETG00000024231
ochotona_princeps ENSOPRG00000004656
astyanax_mexicanus ENSAMXG00000039192
seriola_dumerili ENSSDUG00000010720
scophthalmus_maximus ENSSMAG00000008939
pundamilia_nyererei ENSPNYG00000001306
haplochromis_burtoni ENSHBUG00000000764
neolamprologus_brichardi ENSNBRG00000023262
fundulus_heteroclitus ENSFHEG00000006433
stegastes_partitus ENSSPAG00000009061
gasterosteus_aculeatus ENSGACG00000003779
takifugu_rubripes ENSTRUG00000003564
periophthalmus_magnuspinnatus ENSPMGG00000003964
hippocampus_comes ENSHCOG00000016086
anabas_testudineus ENSATEG00000007808
kryptolebias_marmoratus ENSKMAG00000005459
labrus_bergylta ENSLBEG00000012155
tetraodon_nigroviridis ENSTNIG00000006063
cynoglossus_semilaevis ENSCSEG00000014940
monopterus_albus ENSMALG00000013234
mola_mola ENSMMOG00000000642
oryzias_latipes_asm223471v1 ENSORLG00020022198
oryzias_latipes_asm223467v1 ENSORLG00000012027
oryzias_latipes_asm223469v1 ENSORLG00015021582
oryzias_melastigma ENSOMEG00000004139
xiphophorus_maculatus ENSXMAG00000023933
xiphophorus_couchianus ENSXCOG00000003853
gambusia_affinis ENSGAFG00000012586
poecilia_formosa ENSPFOG00000017788
poecilia_mexicana ENSPMEG00000008023
poecilia_latipinna ENSPLAG00000011456
poecilia_reticulata ENSPREG00000011860
cyprinodon_variegatus ENSCVAG00000006089
amphilophus_citrinellus ENSACIG00000013133
astatotilapia_calliptera ENSACLG00000024697
maylandia_zebra ENSMZEG00005007648
oreochromis_niloticus ENSONIG00000018244
amphiprion_ocellaris ENSAOCG00000001695
amphiprion_percula ENSAPEG00000005543
acanthochromis_polyacanthus ENSAPOG00000005915
seriola_lalandi_dorsalis ENSSLDG00000023653
mastacembelus_armatus ENSMAMG00000006359
gadus_morhua ENSGMOG00000019210
esox_lucius ENSELUG00000008126
ictalurus_punctatus ENSIPUG00000003560
pygocentrus_nattereri ENSPNAG00000010911
danio_rerio ENSDARG00000038990
paramormyrops_kingsleyae ENSPKIG00000001145
lepisosteus_oculatus ENSLOCG00000012996
scleropages_formosus ENSSFOG00015000492
latimeria_chalumnae ENSLACG00000007767
anolis_carolinensis ENSACAG00000006935
notechis_scutatus ENSNSUG00000014699
pelodiscus_sinensis ENSPSIG00000009318
chelonoidis_abingdonii ENSCABG00000003793
petromyzon_marinus ENSPMAG00000007068
eptatretus_burgeri ENSEBUG00000014501
ciona_savignyi ENSCSAVG00000005127
