seriola_lalandi_dorsalis ENSSLDG00000003323
nannospalax_galili ENSNGAG00000016024
chinchilla_lanigera ENSCLAG00000005393
octodon_degus ENSODEG00000006417
cavia_porcellus ENSCPOG00000020205
cavia_aperea ENSCAPG00000011762
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006660
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018019
fukomys_damarensis ENSFDAG00000013708
spermophilus_dauricus ENSSDAG00000019414
urocitellus_parryii ENSUPAG00010014528
ictidomys_tridecemlineatus ENSSTOG00000000202
marmota_marmota_marmota ENSMMMG00000000175
oryctolagus_cuniculus ENSOCUG00000007526
ochotona_princeps ENSOPRG00000004237
pan_troglodytes ENSPTRG00000000854
pan_paniscus ENSPPAG00000030218
homo_sapiens ENSG00000116761
gorilla_gorilla ENSGGOG00000016539
pongo_abelii ENSPPYG00000001242
nomascus_leucogenys ENSNLEG00000009419
colobus_angolensis_palliatus ENSCANG00000028092
piliocolobus_tephrosceles ENSPTEG00000035999
rhinopithecus_roxellana ENSRROG00000041700
rhinopithecus_bieti ENSRBIG00000026417
macaca_nemestrina ENSMNEG00000011769
macaca_mulatta ENSMMUG00000019326
macaca_fascicularis ENSMFAG00000040329
papio_anubis ENSPANG00000009664
theropithecus_gelada ENSTGEG00000015605
mandrillus_leucophaeus ENSMLEG00000035170
cercocebus_atys ENSCATG00000043574
chlorocebus_sabaeus ENSCSAG00000001377
cebus_capucinus_imitator ENSCCAG00000030316
saimiri_boliviensis_boliviensis ENSSBOG00000004834
callithrix_jacchus ENSCJAG00000017808
aotus_nancymaae ENSANAG00000038461
carlito_syrichta ENSTSYG00000010267
microcebus_murinus ENSMICG00000016361
prolemur_simus ENSPSMG00000018409
prolemur_simus ENSPSMG00000018446
microcebus_murinus ENSMICG00000045385
tupaia_belangeri ENSTBEG00000005836
loxodonta_africana ENSLAFG00000018687
procavia_capensis ENSPCAG00000003096
echinops_telfairi ENSETEG00000008200
dasypus_novemcinctus ENSDNOG00000045200
choloepus_hoffmanni ENSCHOG00000013743
erinaceus_europaeus ENSEEUG00000009414
phascolarctos_cinereus ENSPCIG00000002022
notamacropus_eugenii ENSMEUG00000014657
sarcophilus_harrisii ENSSHAG00000011509
ornithorhynchus_anatinus ENSOANG00000015532
ornithorhynchus_anatinus ENSOANG00000032293
monodelphis_domestica ENSMODG00000000512
xenopus_tropicalis ENSXETG00000011183
latimeria_chalumnae ENSLACG00000002355
petromyzon_marinus ENSPMAG00000001689
eptatretus_burgeri ENSEBUG00000008043
latimeria_chalumnae ENSLACG00000000234
ciona_intestinalis ENSCING00000018207
ciona_intestinalis ENSCING00000014315
ciona_savignyi ENSCSAVG00000009027
caenorhabditis_elegans_strain_n2 WBGene00009048
caenorhabditis_elegans_strain_n2 WBGene00022856
drosophila_melanogaster FBgn0000566
saccharomyces_cerevisiae_strain_s288c YAL012W
