monopterus_albus ENSMALG00000004234
calidris_pygmaea ENSCPGG00000016485
calidris_pugnax ENSCPUG00000018320
melopsittacus_undulatus ENSMUNG00000006845
lepidothrix_coronata ENSLCOG00000000351
manacus_vitellinus ENSMVIG00005006433
parus_major ENSPMJG00000000818
cyanistes_caeruleus ENSCCEG00000011374
ficedula_albicollis ENSFALG00000011040
taeniopygia_guttata ENSTGUG00000006126
lonchura_striata_domestica ENSLSDG00000014058
serinus_canaria ENSSCAG00000012683
junco_hyemalis ENSJHYG00000000448
zonotrichia_albicollis ENSZALG00000012066
apteryx_owenii ENSAOWG00000003747
apteryx_haastii ENSAHAG00000006301
apteryx_rowi ENSARWG00000004010
dromaius_novaehollandiae ENSDNVG00000014538
nothoprocta_perdicaria ENSNPEG00000010814
crocodylus_porosus ENSCPRG00005012132
chelonoidis_abingdonii ENSCABG00000002745
gopherus_agassizii ENSGAGG00000022422
chrysemys_picta_bellii ENSCPBG00000023335
pelodiscus_sinensis ENSPSIG00000007273
phascolarctos_cinereus ENSPCIG00000024039
notamacropus_eugenii ENSMEUG00000005889
sarcophilus_harrisii ENSSHAG00000001723
monodelphis_domestica ENSMODG00000004860
loxodonta_africana ENSLAFG00000004067
procavia_capensis ENSPCAG00000006642
echinops_telfairi ENSETEG00000019954
choloepus_hoffmanni ENSCHOG00000000551
dasypus_novemcinctus ENSDNOG00000001413
castor_canadensis ENSCCNG00000005527
dipodomys_ordii ENSDORG00000003525
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027274
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025278
mus_spicilegus ENSMSIG00000013890
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024358
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025803
rattus_norvegicus ENSRNOG00000006705
meriones_unguiculatus ENSMUGG00000006887
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024712
cricetulus_griseus_crigri-picr ENSCGRG00015009545
cricetulus_griseus_crigri_1.0 ENSCGRG00000011366
mesocricetus_auratus ENSMAUG00000017675
microtus_ochrogaster ENSMOCG00000019189
peromyscus_maniculatus_bairdii ENSPEMG00000016750
nannospalax_galili ENSNGAG00000017713
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013526
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000594
fukomys_damarensis ENSFDAG00000017831
chinchilla_lanigera ENSCLAG00000011755
octodon_degus ENSODEG00000005483
cavia_porcellus ENSCPOG00000040536
cavia_aperea ENSCAPG00000007958
spermophilus_dauricus ENSSDAG00000004702
ictidomys_tridecemlineatus ENSSTOG00000014171
urocitellus_parryii ENSUPAG00010000149
marmota_marmota_marmota ENSMMMG00000001417
oryctolagus_cuniculus ENSOCUG00000002872
ochotona_princeps ENSOPRG00000002732
colobus_angolensis_palliatus ENSCANG00000020959
piliocolobus_tephrosceles ENSPTEG00000001514
rhinopithecus_roxellana ENSRROG00000040159
rhinopithecus_bieti ENSRBIG00000035184
macaca_fascicularis ENSMFAG00000037991
macaca_nemestrina ENSMNEG00000039619
macaca_mulatta ENSMMUG00000031166
theropithecus_gelada ENSTGEG00000015968
papio_anubis ENSPANG00000004886
cercocebus_atys ENSCATG00000032096
mandrillus_leucophaeus ENSMLEG00000043495
chlorocebus_sabaeus ENSCSAG00000013641
homo_sapiens ENSG00000125863
gorilla_gorilla ENSGGOG00000024430
pan_paniscus ENSPPAG00000030277
pan_troglodytes ENSPTRG00000013247
pongo_abelii ENSPPYG00000010706
nomascus_leucogenys ENSNLEG00000014461
cebus_capucinus_imitator ENSCCAG00000026062
saimiri_boliviensis_boliviensis ENSSBOG00000030329
callithrix_jacchus ENSCJAG00000021355
aotus_nancymaae ENSANAG00000032490
carlito_syrichta ENSTSYG00000012397
propithecus_coquereli ENSPCOG00000020557
microcebus_murinus ENSMICG00000043988
prolemur_simus ENSPSMG00000001298
otolemur_garnettii ENSOGAG00000005306
tupaia_belangeri ENSTBEG00000016595
myotis_lucifugus ENSMLUG00000009387
pteropus_vampyrus ENSPVAG00000015582
equus_asinus_asinus ENSEASG00005001688
equus_caballus ENSECAG00000019528
ursus_americanus ENSUAMG00000014853
ursus_maritimus ENSUMAG00000007639
ailuropoda_melanoleuca ENSAMEG00000003668
mustela_putorius_furo ENSMPUG00000006492
neovison_vison ENSNVIG00000017843
canis_lupus_familiaris ENSCAFG00000005651
canis_lupus_dingo ENSCAFG00020027558
vulpes_vulpes ENSVVUG00000016070
panthera_pardus ENSPPRG00000008533
panthera_tigris_altaica ENSPTIG00000013549
felis_catus ENSFCAG00000008542
capra_hircus ENSCHIG00000024293
ovis_aries ENSOARG00000010317
bos_taurus ENSBTAG00000034987
bos_mutus ENSBMUG00000024678
bison_bison_bison ENSBBBG00000012573
tursiops_truncatus ENSTTRG00000006258
sus_scrofa ENSSSCG00000007064
vicugna_pacos ENSVPAG00000007272
erinaceus_europaeus ENSEEUG00000006506
sorex_araneus ENSSARG00000009626
ornithorhynchus_anatinus ENSOANG00000008423
xenopus_tropicalis ENSXETG00000032529
latimeria_chalumnae ENSLACG00000005907
petromyzon_marinus ENSPMAG00000009063
eptatretus_burgeri ENSEBUG00000002346
