propithecus_coquereli ENSPCOG00000005643
numida_meleagris ENSNMEG00000007653
anas_platyrhynchos_platyrhynchos ENSAPLG00000001403
anser_brachyrhynchus ENSABRG00000008815
calidris_pygmaea ENSCPGG00000002867
calidris_pugnax ENSCPUG00000016857
melopsittacus_undulatus ENSMUNG00000005287
lonchura_striata_domestica ENSLSDG00000001124
taeniopygia_guttata ENSTGUG00000004889
serinus_canaria ENSSCAG00000011654
serinus_canaria ENSSCAG00000001425
junco_hyemalis ENSJHYG00000017322
zonotrichia_albicollis ENSZALG00000015936
ficedula_albicollis ENSFALG00000014750
parus_major ENSPMJG00000010382
cyanistes_caeruleus ENSCCEG00000008820
manacus_vitellinus ENSMVIG00005005326
lepidothrix_coronata ENSLCOG00000009978
apteryx_haastii ENSAHAG00000017970
apteryx_owenii ENSAOWG00000002896
apteryx_rowi ENSARWG00000010903
dromaius_novaehollandiae ENSDNVG00000017254
nothoprocta_perdicaria ENSNPEG00000011537
crocodylus_porosus ENSCPRG00005003810
gopherus_agassizii ENSGAGG00000013047
chelonoidis_abingdonii ENSCABG00000021134
chrysemys_picta_bellii ENSCPBG00000006550
pelodiscus_sinensis ENSPSIG00000001585
sphenodon_punctatus ENSSPUG00000007997
xenopus_tropicalis ENSXETG00000016622
latimeria_chalumnae ENSLACG00000004678
paramormyrops_kingsleyae ENSPKIG00000022664
scleropages_formosus ENSSFOG00015014121
paramormyrops_kingsleyae ENSPKIG00000014338
scleropages_formosus ENSSFOG00015007840
astyanax_mexicanus ENSAMXG00000025559
pygocentrus_nattereri ENSPNAG00000010923
ictalurus_punctatus ENSIPUG00000019116
danio_rerio ENSDARG00000099888
esox_lucius ENSELUG00000020623
lepisosteus_oculatus ENSLOCG00000018088
eptatretus_burgeri ENSEBUG00000004257
