seriola_lalandi_dorsalis ENSSLDG00000002653
cricetulus_griseus_crigri_1.0 ENSCGRG00000011942
mesocricetus_auratus ENSMAUG00000011597
microtus_ochrogaster ENSMOCG00000020835
peromyscus_maniculatus_bairdii ENSPEMG00000003240
nannospalax_galili ENSNGAG00000011740
jaculus_jaculus ENSJJAG00000001690
chinchilla_lanigera ENSCLAG00000014590
octodon_degus ENSODEG00000014259
cavia_porcellus ENSCPOG00000008018
cavia_aperea ENSCAPG00000011160
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007705
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012080
fukomys_damarensis ENSFDAG00000008430
urocitellus_parryii ENSUPAG00010021069
ictidomys_tridecemlineatus ENSSTOG00000000934
spermophilus_dauricus ENSSDAG00000020460
marmota_marmota_marmota ENSMMMG00000018557
oryctolagus_cuniculus ENSOCUG00000006728
ochotona_princeps ENSOPRG00000015581
dasypus_novemcinctus ENSDNOG00000012772
loxodonta_africana ENSLAFG00000003712
procavia_capensis ENSPCAG00000007743
echinops_telfairi ENSETEG00000017800
ornithorhynchus_anatinus ENSOANG00000001357
ornithorhynchus_anatinus ENSOANG00000013487
xenopus_tropicalis ENSXETG00000005275
latimeria_chalumnae ENSLACG00000015914
