periophthalmus_magnuspinnatus ENSPMGG00000010123
lepisosteus_oculatus ENSLOCG00000009073
tetraodon_nigroviridis ENSTNIG00000006870
scleropages_formosus ENSSFOG00015024170
salvator_merianae ENSSMRG00000007889
anolis_carolinensis ENSACAG00000003235
notechis_scutatus ENSNSUG00000008243
pogona_vitticeps ENSPVIG00000020041
sphenodon_punctatus ENSSPUG00000000961
meleagris_gallopavo ENSMGAG00000000663
gallus_gallus ENSGALG00000013348
coturnix_japonica ENSCJPG00005013980
numida_meleagris ENSNMEG00000012555
anser_brachyrhynchus ENSABRG00000008581
anas_platyrhynchos_platyrhynchos ENSAPLG00000004627
lepidothrix_coronata ENSLCOG00000009882
manacus_vitellinus ENSMVIG00005010491
lonchura_striata_domestica ENSLSDG00000012062
taeniopygia_guttata ENSTGUG00000004479
junco_hyemalis ENSJHYG00000008410
zonotrichia_albicollis ENSZALG00000008549
serinus_canaria ENSSCAG00000011804
parus_major ENSPMJG00000001674
cyanistes_caeruleus ENSCCEG00000012336
calidris_pygmaea ENSCPGG00000012168
calidris_pugnax ENSCPUG00000007766
melopsittacus_undulatus ENSMUNG00000007014
apteryx_owenii ENSAOWG00000009652
apteryx_haastii ENSAHAG00000016141
apteryx_rowi ENSARWG00000008596
nothoprocta_perdicaria ENSNPEG00000003425
dromaius_novaehollandiae ENSDNVG00000006102
crocodylus_porosus ENSCPRG00005009099
gopherus_agassizii ENSGAGG00000025066
chelonoidis_abingdonii ENSCABG00000018370
chrysemys_picta_bellii ENSCPBG00000008074
pelodiscus_sinensis ENSPSIG00000008867
xenopus_tropicalis ENSXETG00000015765
cricetulus_griseus_crigri_1.0 ENSCGRG00000005903
cricetulus_griseus_crigri-picr ENSCGRG00015024175
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023406
mesocricetus_auratus ENSMAUG00000017029
peromyscus_maniculatus_bairdii ENSPEMG00000027312
microtus_ochrogaster ENSMOCG00000005067
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038495
mus_spicilegus ENSMSIG00000007920
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026307
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025363
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026807
rattus_norvegicus ENSRNOG00000042068
meriones_unguiculatus ENSMUGG00000011938
nannospalax_galili ENSNGAG00000019612
chinchilla_lanigera ENSCLAG00000015021
octodon_degus ENSODEG00000011926
cavia_porcellus ENSCPOG00000001517
cavia_aperea ENSCAPG00000000404
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007613
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019136
fukomys_damarensis ENSFDAG00000011326
urocitellus_parryii ENSUPAG00010001643
marmota_marmota_marmota ENSMMMG00000019569
spermophilus_dauricus ENSSDAG00000022146
ictidomys_tridecemlineatus ENSSTOG00000026621
castor_canadensis ENSCCNG00000011602
dipodomys_ordii ENSDORG00000005008
oryctolagus_cuniculus ENSOCUG00000013924
ochotona_princeps ENSOPRG00000010849
pan_paniscus ENSPPAG00000027439
pan_troglodytes ENSPTRG00000001245
homo_sapiens ENSG00000264522
gorilla_gorilla ENSGGOG00000024965
pongo_abelii ENSPPYG00000000910
nomascus_leucogenys ENSNLEG00000009731
rhinopithecus_roxellana ENSRROG00000013470
rhinopithecus_bieti ENSRBIG00000030452
colobus_angolensis_palliatus ENSCANG00000031594
piliocolobus_tephrosceles ENSPTEG00000032076
macaca_fascicularis ENSMFAG00000001415
macaca_mulatta ENSMMUG00000007244
macaca_nemestrina ENSMNEG00000034782
theropithecus_gelada ENSTGEG00000012467
papio_anubis ENSPANG00000009169
mandrillus_leucophaeus ENSMLEG00000043764
cercocebus_atys ENSCATG00000039246
chlorocebus_sabaeus ENSCSAG00000018112
cebus_capucinus_imitator ENSCCAG00000036948
callithrix_jacchus ENSCJAG00000000821
saimiri_boliviensis_boliviensis ENSSBOG00000022601
aotus_nancymaae ENSANAG00000021683
carlito_syrichta ENSTSYG00000009314
prolemur_simus ENSPSMG00000003110
microcebus_murinus ENSMICG00000047179
propithecus_coquereli ENSPCOG00000028177
otolemur_garnettii ENSOGAG00000030526
tupaia_belangeri ENSTBEG00000012483
loxodonta_africana ENSLAFG00000026624
bos_mutus ENSBMUG00000023313
bos_taurus ENSBTAG00000001586
bison_bison_bison ENSBBBG00000023362
ovis_aries ENSOARG00000020754
capra_hircus ENSCHIG00000020643
tursiops_truncatus ENSTTRG00000005256
sus_scrofa ENSSSCG00000006663
equus_caballus ENSECAG00000019449
equus_asinus_asinus ENSEASG00005001503
ursus_maritimus ENSUMAG00000003786
ursus_americanus ENSUAMG00000022466
ailuropoda_melanoleuca ENSAMEG00000010043
neovison_vison ENSNVIG00000003037
mustela_putorius_furo ENSMPUG00000005404
canis_lupus_dingo ENSCAFG00020019694
canis_lupus_familiaris ENSCAFG00000011671
vulpes_vulpes ENSVVUG00000007773
panthera_pardus ENSPPRG00000005622
panthera_tigris_altaica ENSPTIG00000017376
felis_catus ENSFCAG00000010110
myotis_lucifugus ENSMLUG00000010828
choloepus_hoffmanni ENSCHOG00000010808
dasypus_novemcinctus ENSDNOG00000039147
procavia_capensis ENSPCAG00000000507
echinops_telfairi ENSETEG00000008970
erinaceus_europaeus ENSEEUG00000014798
jaculus_jaculus ENSJJAG00000023034
pteropus_vampyrus ENSPVAG00000014176
sorex_araneus ENSSARG00000008809
phascolarctos_cinereus ENSPCIG00000008768
notamacropus_eugenii ENSMEUG00000003293
sarcophilus_harrisii ENSSHAG00000004490
monodelphis_domestica ENSMODG00000018770
latimeria_chalumnae ENSLACG00000002304
