hippocampus_comes ENSHCOG00000011872
piliocolobus_tephrosceles ENSPTEG00000023997
colobus_angolensis_palliatus ENSCANG00000039510
rhinopithecus_bieti ENSRBIG00000038335
rhinopithecus_roxellana ENSRROG00000029936
cebus_capucinus_imitator ENSCCAG00000025736
saimiri_boliviensis_boliviensis ENSSBOG00000020936
callithrix_jacchus ENSCJAG00000014702
aotus_nancymaae ENSANAG00000033794
carlito_syrichta ENSTSYG00000007113
prolemur_simus ENSPSMG00000025355
propithecus_coquereli ENSPCOG00000012275
microcebus_murinus ENSMICG00000003571
otolemur_garnettii ENSOGAG00000003132
bos_taurus ENSBTAG00000005557
bos_mutus ENSBMUG00000005892
bison_bison_bison ENSBBBG00000024560
capra_hircus ENSCHIG00000022083
ovis_aries ENSOARG00000004988
tursiops_truncatus ENSTTRG00000015615
sus_scrofa ENSSSCG00000004018
pteropus_vampyrus ENSPVAG00000017632
myotis_lucifugus ENSMLUG00000017523
procavia_capensis ENSPCAG00000001028
mesocricetus_auratus ENSMAUG00000017137
ursus_maritimus ENSUMAG00000009347
ursus_americanus ENSUAMG00000016584
ailuropoda_melanoleuca ENSAMEG00000009474
neovison_vison ENSNVIG00000000691
mustela_putorius_furo ENSMPUG00000006585
canis_lupus_familiaris ENSCAFG00000000860
canis_lupus_dingo ENSCAFG00020019469
vulpes_vulpes ENSVVUG00000021664
panthera_pardus ENSPPRG00000000999
panthera_tigris_altaica ENSPTIG00000010188
felis_catus ENSFCAG00000000864
equus_caballus ENSECAG00000014680
equus_asinus_asinus ENSEASG00005000410
procavia_capensis ENSPCAG00000001950
echinops_telfairi ENSETEG00000006899
loxodonta_africana ENSLAFG00000002771
phascolarctos_cinereus ENSPCIG00000012917
notamacropus_eugenii ENSMEUG00000015112
sarcophilus_harrisii ENSSHAG00000016365
monodelphis_domestica ENSMODG00000006062
ornithorhynchus_anatinus ENSOANG00000030566
oryctolagus_cuniculus ENSOCUG00000023229
xenopus_tropicalis ENSXETG00000023305
latimeria_chalumnae ENSLACG00000013584
eptatretus_burgeri ENSEBUG00000012337
tetraodon_nigroviridis ENSTNIG00000019324
tetraodon_nigroviridis ENSTNIG00000019323
poecilia_latipinna ENSPLAG00000014370
poecilia_formosa ENSPFOG00000016180
xiphophorus_maculatus ENSXMAG00000015010
oryzias_latipes_asm223471v1 ENSORLG00020004224
maylandia_zebra ENSMZEG00005012503
haplochromis_burtoni ENSHBUG00000017082
astatotilapia_calliptera ENSACLG00000002440
seriola_lalandi_dorsalis ENSSLDG00000002577
mastacembelus_armatus ENSMAMG00000000214
gasterosteus_aculeatus ENSGACG00000011756
gadus_morhua ENSGMOG00000012829
esox_lucius ENSELUG00000018446
astyanax_mexicanus ENSAMXG00000000774
ciona_intestinalis ENSCING00000020715
ciona_intestinalis ENSCING00000003900
ciona_savignyi ENSCSAVG00000010487
petromyzon_marinus ENSPMAG00000008193
eptatretus_burgeri ENSEBUG00000005092
drosophila_melanogaster FBgn0259212
caenorhabditis_elegans_strain_n2 WBGene00021009
