taeniopygia_guttata ENSTGUG00000011457
poecilia_mexicana ENSPMEG00000022706
poecilia_formosa ENSPFOG00000011806
poecilia_latipinna ENSPLAG00000000879
poecilia_reticulata ENSPREG00000018266
xiphophorus_couchianus ENSXCOG00000009394
gambusia_affinis ENSGAFG00000007813
xiphophorus_maculatus ENSXMAG00000010249
fundulus_heteroclitus ENSFHEG00000017723
cyprinodon_variegatus ENSCVAG00000001120
kryptolebias_marmoratus ENSKMAG00000007442
oryzias_latipes_asm223467v1 ENSORLG00000008105
oryzias_latipes_asm223469v1 ENSORLG00015016117
oryzias_latipes_asm223471v1 ENSORLG00020015996
oryzias_melastigma ENSOMEG00000009580
cynoglossus_semilaevis ENSCSEG00000013579
mastacembelus_armatus ENSMAMG00000023067
monopterus_albus ENSMALG00000001112
anabas_testudineus ENSATEG00000012660
seriola_lalandi_dorsalis ENSSLDG00000006506
seriola_dumerili ENSSDUG00000013311
amphiprion_ocellaris ENSAOCG00000002999
amphiprion_percula ENSAPEG00000021622
acanthochromis_polyacanthus ENSAPOG00000006886
acanthochromis_polyacanthus ENSAPOG00000013029
stegastes_partitus ENSSPAG00000016727
maylandia_zebra ENSMZEG00005021597
pundamilia_nyererei ENSPNYG00000001938
astatotilapia_calliptera ENSACLG00000025407
haplochromis_burtoni ENSHBUG00000019660
neolamprologus_brichardi ENSNBRG00000023669
oreochromis_niloticus ENSONIG00000014250
amphilophus_citrinellus ENSACIG00000022698
labrus_bergylta ENSLBEG00000015416
labrus_bergylta ENSLBEG00000015531
hippocampus_comes ENSHCOG00000008125
periophthalmus_magnuspinnatus ENSPMGG00000009741
gadus_morhua ENSGMOG00000016524
esox_lucius ENSELUG00000007178
astyanax_mexicanus ENSAMXG00000000512
pygocentrus_nattereri ENSPNAG00000024746
ictalurus_punctatus ENSIPUG00000008186
danio_rerio ENSDARG00000045371
scleropages_formosus ENSSFOG00015013923
paramormyrops_kingsleyae ENSPKIG00000007176
lepisosteus_oculatus ENSLOCG00000004139
ornithorhynchus_anatinus ENSOANG00000022146
eptatretus_burgeri ENSEBUG00000007922
