poecilia_latipinna ENSPLAG00000013288
sarcophilus_harrisii ENSSHAG00000003025
monodelphis_domestica ENSMODG00000014372
chelonoidis_abingdonii ENSCABG00000022745
ovis_aries ENSOARG00000003988
ovis_aries ENSOARG00000002054
ovis_aries ENSOARG00000012904
ovis_aries ENSOARG00000002487
bos_mutus ENSBMUG00000000053
ursus_americanus ENSUAMG00000026352
loxodonta_africana ENSLAFG00000031645
ovis_aries ENSOARG00000003463
ovis_aries ENSOARG00000003159
ovis_aries ENSOARG00000001334
petromyzon_marinus ENSPMAG00000003191
