heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019398
vicugna_pacos ENSVPAG00000011422
sus_scrofa ENSSSCG00000015340
equus_caballus ENSECAG00000012134
equus_asinus_asinus ENSEASG00005020972
pteropus_vampyrus ENSPVAG00000015687
myotis_lucifugus ENSMLUG00000006832
ursus_maritimus ENSUMAG00000021541
ursus_americanus ENSUAMG00000010992
ailuropoda_melanoleuca ENSAMEG00000016335
mustela_putorius_furo ENSMPUG00000001501
neovison_vison ENSNVIG00000019745
canis_lupus_familiaris ENSCAFG00000002222
canis_lupus_dingo ENSCAFG00020010580
vulpes_vulpes ENSVVUG00000015859
panthera_tigris_altaica ENSPTIG00000010610
panthera_pardus ENSPPRG00000018642
felis_catus ENSFCAG00000022830
pongo_abelii ENSPPYG00000019930
loxodonta_africana ENSLAFG00000000909
procavia_capensis ENSPCAG00000016728
echinops_telfairi ENSETEG00000014303
echinops_telfairi ENSETEG00000017886
dasypus_novemcinctus ENSDNOG00000014660
cebus_capucinus_imitator ENSCCAG00000032950
octodon_degus ENSODEG00000000873
notamacropus_eugenii ENSMEUG00000015583
phascolarctos_cinereus ENSPCIG00000020832
ornithorhynchus_anatinus ENSOANG00000021851
gallus_gallus ENSGALG00000009748
coturnix_japonica ENSCJPG00005011523
meleagris_gallopavo ENSMGAG00000009747
numida_meleagris ENSNMEG00000006073
anas_platyrhynchos_platyrhynchos ENSAPLG00000016311
anser_brachyrhynchus ENSABRG00000003387
taeniopygia_guttata ENSTGUG00000001657
lonchura_striata_domestica ENSLSDG00000017529
serinus_canaria ENSSCAG00000013137
cyanistes_caeruleus ENSCCEG00000019295
parus_major ENSPMJG00000010078
junco_hyemalis ENSJHYG00000000895
zonotrichia_albicollis ENSZALG00000010795
ficedula_albicollis ENSFALG00000010229
manacus_vitellinus ENSMVIG00005003053
lepidothrix_coronata ENSLCOG00000011811
melopsittacus_undulatus ENSMUNG00000000940
calidris_pygmaea ENSCPGG00000012994
calidris_pugnax ENSCPUG00000009595
apteryx_haastii ENSAHAG00000003739
apteryx_owenii ENSAOWG00000003052
apteryx_rowi ENSARWG00000018076
dromaius_novaehollandiae ENSDNVG00000000565
nothoprocta_perdicaria ENSNPEG00000013357
crocodylus_porosus ENSCPRG00005014419
gopherus_agassizii ENSGAGG00000014604
chelonoidis_abingdonii ENSCABG00000010316
chrysemys_picta_bellii ENSCPBG00000024398
pelodiscus_sinensis ENSPSIG00000004206
sphenodon_punctatus ENSSPUG00000007780
sphenodon_punctatus ENSSPUG00000001713
anolis_carolinensis ENSACAG00000012961
pogona_vitticeps ENSPVIG00000016931
notechis_scutatus ENSNSUG00000006526
salvator_merianae ENSSMRG00000008534
xenopus_tropicalis ENSXETG00000025707
mola_mola ENSMMOG00000011836
mola_mola ENSMMOG00000014961
mola_mola ENSMMOG00000003515
tetraodon_nigroviridis ENSTNIG00000018163
tetraodon_nigroviridis ENSTNIG00000002179
takifugu_rubripes ENSTRUG00000005599
periophthalmus_magnuspinnatus ENSPMGG00000003714
hippocampus_comes ENSHCOG00000015265
scophthalmus_maximus ENSSMAG00000015700
cynoglossus_semilaevis ENSCSEG00000006492
seriola_dumerili ENSSDUG00000011956
seriola_lalandi_dorsalis ENSSLDG00000022977
labrus_bergylta ENSLBEG00000027821
gasterosteus_aculeatus ENSGACG00000000094
mastacembelus_armatus ENSMAMG00000000803
anabas_testudineus ENSATEG00000011748
xiphophorus_maculatus ENSXMAG00000016868
xiphophorus_couchianus ENSXCOG00000003557
xiphophorus_couchianus ENSXCOG00000003100
gambusia_affinis ENSGAFG00000002994
poecilia_formosa ENSPFOG00000008033
poecilia_latipinna ENSPLAG00000023791
poecilia_mexicana ENSPMEG00000001156
poecilia_reticulata ENSPREG00000013056
cyprinodon_variegatus ENSCVAG00000006445
fundulus_heteroclitus ENSFHEG00000018690
oryzias_latipes_asm223469v1 ENSORLG00015005499
oryzias_latipes_asm223467v1 ENSORLG00000008822
oryzias_latipes_asm223471v1 ENSORLG00020014818
oryzias_melastigma ENSOMEG00000021455
kryptolebias_marmoratus ENSKMAG00000000513
astatotilapia_calliptera ENSACLG00000015674
haplochromis_burtoni ENSHBUG00000015032
maylandia_zebra ENSMZEG00005017860
pundamilia_nyererei ENSPNYG00000011027
neolamprologus_brichardi ENSNBRG00000019230
oreochromis_niloticus ENSONIG00000019648
amphilophus_citrinellus ENSACIG00000002602
amphiprion_ocellaris ENSAOCG00000011901
amphiprion_percula ENSAPEG00000006086
acanthochromis_polyacanthus ENSAPOG00000006581
stegastes_partitus ENSSPAG00000007276
gadus_morhua ENSGMOG00000005439
esox_lucius ENSELUG00000008407
pygocentrus_nattereri ENSPNAG00000019797
pygocentrus_nattereri ENSPNAG00000015171
astyanax_mexicanus ENSAMXG00000039240
astyanax_mexicanus ENSAMXG00000029843
astyanax_mexicanus ENSAMXG00000035392
pygocentrus_nattereri ENSPNAG00000021783
ictalurus_punctatus ENSIPUG00000017428
danio_rerio ENSDARG00000016375
paramormyrops_kingsleyae ENSPKIG00000010350
scleropages_formosus ENSSFOG00015014978
lepisosteus_oculatus ENSLOCG00000011056
ciona_intestinalis ENSCING00000025084
ciona_intestinalis ENSCING00000018067
ciona_savignyi ENSCSAVG00000000070
ciona_savignyi ENSCSAVG00000000058
ciona_intestinalis ENSCING00000007223
ciona_savignyi ENSCSAVG00000002690
