meleagris_gallopavo ENSMGAG00000009792
cricetulus_griseus_crigri-picr ENSCGRG00015001172
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024985
cricetulus_griseus_crigri_1.0 ENSCGRG00000007859
mesocricetus_auratus ENSMAUG00000000715
peromyscus_maniculatus_bairdii ENSPEMG00000015758
nannospalax_galili ENSNGAG00000017645
jaculus_jaculus ENSJJAG00000009552
oryctolagus_cuniculus ENSOCUG00000016720
ochotona_princeps ENSOPRG00000003538
tupaia_belangeri ENSTBEG00000013442
otolemur_garnettii ENSOGAG00000034205
otolemur_garnettii ENSOGAG00000015301
prolemur_simus ENSPSMG00000005757
microcebus_murinus ENSMICG00000007089
propithecus_coquereli ENSPCOG00000012348
pan_paniscus ENSPPAG00000035487
pan_troglodytes ENSPTRG00000000639
homo_sapiens ENSG00000198198
gorilla_gorilla ENSGGOG00000012732
pongo_abelii ENSPPYG00000001445
nomascus_leucogenys ENSNLEG00000026931
macaca_fascicularis ENSMFAG00000002743
macaca_nemestrina ENSMNEG00000041487
macaca_mulatta ENSMMUG00000023674
theropithecus_gelada ENSTGEG00000026267
papio_anubis ENSPANG00000009478
cercocebus_atys ENSCATG00000031042
mandrillus_leucophaeus ENSMLEG00000043443
chlorocebus_sabaeus ENSCSAG00000001185
colobus_angolensis_palliatus ENSCANG00000040989
piliocolobus_tephrosceles ENSPTEG00000032723
rhinopithecus_roxellana ENSRROG00000030943
rhinopithecus_bieti ENSRBIG00000038943
cebus_capucinus_imitator ENSCCAG00000029453
callithrix_jacchus ENSCJAG00000003519
saimiri_boliviensis_boliviensis ENSSBOG00000030681
aotus_nancymaae ENSANAG00000024739
loxodonta_africana ENSLAFG00000001668
procavia_capensis ENSPCAG00000000097
echinops_telfairi ENSETEG00000005853
dasypus_novemcinctus ENSDNOG00000045613
bos_taurus ENSBTAG00000053060
carlito_syrichta ENSTSYG00000027411
monodelphis_domestica ENSMODG00000028970
phascolarctos_cinereus ENSPCIG00000030812
latimeria_chalumnae ENSLACG00000003458
latimeria_chalumnae ENSLACG00000001944
cynoglossus_semilaevis ENSCSEG00000002054
cynoglossus_semilaevis ENSCSEG00000002077
periophthalmus_magnuspinnatus ENSPMGG00000001069
periophthalmus_magnuspinnatus ENSPMGG00000017848
labrus_bergylta ENSLBEG00000011587
labrus_bergylta ENSLBEG00000011405
mola_mola ENSMMOG00000009040
mola_mola ENSMMOG00000009036
takifugu_rubripes ENSTRUG00000010489
takifugu_rubripes ENSTRUG00000010874
xiphophorus_couchianus ENSXCOG00000003075
hippocampus_comes ENSHCOG00000010912
seriola_dumerili ENSSDUG00000018221
seriola_dumerili ENSSDUG00000018123
monopterus_albus ENSMALG00000021433
monopterus_albus ENSMALG00000021395
anabas_testudineus ENSATEG00000007027
oryzias_latipes_asm223471v1 ENSORLG00020006281
oryzias_latipes_asm223471v1 ENSORLG00020006270
stegastes_partitus ENSSPAG00000015570
amphiprion_ocellaris ENSAOCG00000021951
scophthalmus_maximus ENSSMAG00000018742
scophthalmus_maximus ENSSMAG00000018747
gasterosteus_aculeatus ENSGACG00000002950
gasterosteus_aculeatus ENSGACG00000002952
labrus_bergylta ENSLBEG00000009508
mastacembelus_armatus ENSMAMG00000022113
mastacembelus_armatus ENSMAMG00000022118
anabas_testudineus ENSATEG00000007211
oryzias_melastigma ENSOMEG00000006474
oryzias_melastigma ENSOMEG00000006341
seriola_lalandi_dorsalis ENSSLDG00000012083
seriola_lalandi_dorsalis ENSSLDG00000012059
amphilophus_citrinellus ENSACIG00000012919
amphilophus_citrinellus ENSACIG00000012806
neolamprologus_brichardi ENSNBRG00000016694
neolamprologus_brichardi ENSNBRG00000016724
oreochromis_niloticus ENSONIG00000007264
haplochromis_burtoni ENSHBUG00000012494
haplochromis_burtoni ENSHBUG00000012648
pundamilia_nyererei ENSPNYG00000001578
pundamilia_nyererei ENSPNYG00000001746
astatotilapia_calliptera ENSACLG00000003431
astatotilapia_calliptera ENSACLG00000003535
maylandia_zebra ENSMZEG00005003575
maylandia_zebra ENSMZEG00005003433
kryptolebias_marmoratus ENSKMAG00000011634
hippocampus_comes ENSHCOG00000010934
cyprinodon_variegatus ENSCVAG00000003661
cyprinodon_variegatus ENSCVAG00000003721
poecilia_reticulata ENSPREG00000019474
poecilia_reticulata ENSPREG00000019547
poecilia_formosa ENSPFOG00000013050
poecilia_latipinna ENSPLAG00000009038
kryptolebias_marmoratus ENSKMAG00000008082
acanthochromis_polyacanthus ENSAPOG00000009423
acanthochromis_polyacanthus ENSAPOG00000009265
amphiprion_percula ENSAPEG00000022110
amphiprion_percula ENSAPEG00000022211
amphiprion_ocellaris ENSAOCG00000022066
oryzias_latipes_asm223469v1 ENSORLG00015002647
oryzias_latipes_asm223469v1 ENSORLG00015002661
oryzias_latipes_asm223467v1 ENSORLG00000003146
oryzias_latipes_asm223467v1 ENSORLG00000003078
esox_lucius ENSELUG00000002583
ictalurus_punctatus ENSIPUG00000015204
ictalurus_punctatus ENSIPUG00000015182
pygocentrus_nattereri ENSPNAG00000000410
astyanax_mexicanus ENSAMXG00000012962
paramormyrops_kingsleyae ENSPKIG00000012435
danio_rerio ENSDARG00000100203
lepisosteus_oculatus ENSLOCG00000004364
gadus_morhua ENSGMOG00000008618
gadus_morhua ENSGMOG00000008612
tetraodon_nigroviridis ENSTNIG00000010478
tetraodon_nigroviridis ENSTNIG00000010479
tetraodon_nigroviridis ENSTNIG00000002373
xiphophorus_maculatus ENSXMAG00000028752
xiphophorus_maculatus ENSXMAG00000012631
gambusia_affinis ENSGAFG00000011203
fundulus_heteroclitus ENSFHEG00000008736
scleropages_formosus ENSSFOG00015015620
scleropages_formosus ENSSFOG00015015645
paramormyrops_kingsleyae ENSPKIG00000012385
poecilia_mexicana ENSPMEG00000004524
eptatretus_burgeri ENSEBUG00000011016
ciona_intestinalis ENSCING00000023213
ciona_savignyi ENSCSAVG00000002977
caenorhabditis_elegans_strain_n2 WBGene00010013
