astyanax_mexicanus ENSAMXG00000041988
oryzias_latipes_asm223469v1 ENSORLG00015016864
amphilophus_citrinellus ENSACIG00000024372
takifugu_rubripes ENSTRUG00000018245
hippocampus_comes ENSHCOG00000000909
monopterus_albus ENSMALG00000021907
esox_lucius ENSELUG00000001177
scleropages_formosus ENSSFOG00015006102
scleropages_formosus ENSSFOG00015009169
paramormyrops_kingsleyae ENSPKIG00000009572
lepisosteus_oculatus ENSLOCG00000004616
oryzias_latipes_asm223471v1 ENSORLG00020018212
oryzias_latipes_asm223467v1 ENSORLG00000014757
oryzias_latipes_asm223467v1 ENSORLG00000014759
oryzias_latipes_asm223471v1 ENSORLG00020018227
oryzias_latipes_asm223469v1 ENSORLG00015018509
oryzias_melastigma ENSOMEG00000019599
meleagris_gallopavo ENSMGAG00000003788
gallus_gallus ENSGALG00000002595
anser_brachyrhynchus ENSABRG00000005389
junco_hyemalis ENSJHYG00000004415
apteryx_haastii ENSAHAG00000001182
apteryx_rowi ENSARWG00000015866
castor_canadensis ENSCCNG00000029384
dipodomys_ordii ENSDORG00000002915
ictidomys_tridecemlineatus ENSSTOG00000032740
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075706
mus_spicilegus ENSMSIG00000004357
rattus_norvegicus ENSRNOG00000013604
meriones_unguiculatus ENSMUGG00000020805
nannospalax_galili ENSNGAG00000003108
microtus_ochrogaster ENSMOCG00000021614
microtus_ochrogaster ENSMOCG00000016423
cricetulus_griseus_crigri-picr ENSCGRG00015005530
cricetulus_griseus_crigri_1.0 ENSCGRG00000012968
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016928
mesocricetus_auratus ENSMAUG00000016769
peromyscus_maniculatus_bairdii ENSPEMG00000023914
jaculus_jaculus ENSJJAG00000017026
ochotona_princeps ENSOPRG00000008347
propithecus_coquereli ENSPCOG00000020149
microcebus_murinus ENSMICG00000013068
prolemur_simus ENSPSMG00000007843
cavia_aperea ENSCAPG00000013508
cavia_porcellus ENSCPOG00000039362
chinchilla_lanigera ENSCLAG00000010902
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016242
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012314
fukomys_damarensis ENSFDAG00000007209
octodon_degus ENSODEG00000013345
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030975
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015562
saimiri_boliviensis_boliviensis ENSSBOG00000027111
cebus_capucinus_imitator ENSCCAG00000034834
callithrix_jacchus ENSCJAG00000042573
aotus_nancymaae ENSANAG00000038473
pan_troglodytes ENSPTRG00000010184
pan_paniscus ENSPPAG00000039351
homo_sapiens ENSG00000167468
gorilla_gorilla ENSGGOG00000011276
nomascus_leucogenys ENSNLEG00000001234
piliocolobus_tephrosceles ENSPTEG00000033611
colobus_angolensis_palliatus ENSCANG00000031952
rhinopithecus_bieti ENSRBIG00000029161
rhinopithecus_roxellana ENSRROG00000044754
macaca_fascicularis ENSMFAG00000036778
macaca_mulatta ENSMMUG00000028946
macaca_nemestrina ENSMNEG00000044102
theropithecus_gelada ENSTGEG00000010238
mandrillus_leucophaeus ENSMLEG00000042692
papio_anubis ENSPANG00000031533
cercocebus_atys ENSCATG00000037433
bison_bison_bison ENSBBBG00000008455
bos_taurus ENSBTAG00000053003
capra_hircus ENSCHIG00000023699
ovis_aries ENSOARG00000016879
capra_hircus ENSCHIG00000021268
tursiops_truncatus ENSTTRG00000014891
sus_scrofa ENSSSCG00000024052
ursus_americanus ENSUAMG00000009662
vulpes_vulpes ENSVVUG00000022819
panthera_pardus ENSPPRG00000001861
panthera_tigris_altaica ENSPTIG00000012217
felis_catus ENSFCAG00000022744
pteropus_vampyrus ENSPVAG00000010535
equus_caballus ENSECAG00000035469
phascolarctos_cinereus ENSPCIG00000011296
notamacropus_eugenii ENSMEUG00000001938
sarcophilus_harrisii ENSSHAG00000010641
eptatretus_burgeri ENSEBUG00000008579
ciona_intestinalis ENSCING00000024102
caenorhabditis_elegans_strain_n2 WBGene00019846
caenorhabditis_elegans_strain_n2 WBGene00020373
