equus_asinus_asinus ENSEASG00005001700
chelonoidis_abingdonii ENSCABG00000010885
gopherus_agassizii ENSGAGG00000000386
chrysemys_picta_bellii ENSCPBG00000012970
pelodiscus_sinensis ENSPSIG00000007635
pogona_vitticeps ENSPVIG00000020010
anolis_carolinensis ENSACAG00000017849
notechis_scutatus ENSNSUG00000007482
salvator_merianae ENSSMRG00000022908
sphenodon_punctatus ENSSPUG00000017741
xenopus_tropicalis ENSXETG00000013684
latimeria_chalumnae ENSLACG00000005449
seriola_dumerili ENSSDUG00000022047
seriola_lalandi_dorsalis ENSSLDG00000015518
scophthalmus_maximus ENSSMAG00000009868
monopterus_albus ENSMALG00000012037
labrus_bergylta ENSLBEG00000006628
labrus_bergylta ENSLBEG00000010974
gasterosteus_aculeatus ENSGACG00000015333
takifugu_rubripes ENSTRUG00000025902
tetraodon_nigroviridis ENSTNIG00000014472
mola_mola ENSMMOG00000004668
mastacembelus_armatus ENSMAMG00000003496
anabas_testudineus ENSATEG00000011867
amphiprion_ocellaris ENSAOCG00000011504
amphiprion_percula ENSAPEG00000008701
acanthochromis_polyacanthus ENSAPOG00000019930
stegastes_partitus ENSSPAG00000014413
xiphophorus_maculatus ENSXMAG00000029937
xiphophorus_couchianus ENSXCOG00000020363
gambusia_affinis ENSGAFG00000016489
poecilia_mexicana ENSPMEG00000003536
poecilia_formosa ENSPFOG00000000497
poecilia_latipinna ENSPLAG00000010080
poecilia_reticulata ENSPREG00000017886
fundulus_heteroclitus ENSFHEG00000019893
cyprinodon_variegatus ENSCVAG00000004282
kryptolebias_marmoratus ENSKMAG00000012076
astatotilapia_calliptera ENSACLG00000007352
maylandia_zebra ENSMZEG00005019095
haplochromis_burtoni ENSHBUG00000001917
pundamilia_nyererei ENSPNYG00000022241
oreochromis_niloticus ENSONIG00000003755
neolamprologus_brichardi ENSNBRG00000014851
amphilophus_citrinellus ENSACIG00000017715
oryzias_latipes_asm223467v1 ENSORLG00000020677
oryzias_latipes_asm223471v1 ENSORLG00020014080
oryzias_latipes_asm223469v1 ENSORLG00015016494
oryzias_melastigma ENSOMEG00000010748
cynoglossus_semilaevis ENSCSEG00000006174
hippocampus_comes ENSHCOG00000018269
periophthalmus_magnuspinnatus ENSPMGG00000015626
gadus_morhua ENSGMOG00000002281
esox_lucius ENSELUG00000011905
astyanax_mexicanus ENSAMXG00000032880
astyanax_mexicanus ENSAMXG00000008124
pygocentrus_nattereri ENSPNAG00000003514
ictalurus_punctatus ENSIPUG00000013890
danio_rerio ENSDARG00000035080
scleropages_formosus ENSSFOG00015022865
paramormyrops_kingsleyae ENSPKIG00000009536
lepisosteus_oculatus ENSLOCG00000001309
petromyzon_marinus ENSPMAG00000008929
eptatretus_burgeri ENSEBUG00000007663
