dasypus_novemcinctus ENSDNOG00000019142
poecilia_formosa ENSPFOG00000016119
poecilia_latipinna ENSPLAG00000015675
poecilia_mexicana ENSPMEG00000018696
kryptolebias_marmoratus ENSKMAG00000010907
oryzias_latipes_asm223471v1 ENSORLG00020011276
oryzias_latipes_asm223469v1 ENSORLG00015009957
oryzias_latipes_asm223467v1 ENSORLG00000015851
oryzias_melastigma ENSOMEG00000004794
periophthalmus_magnuspinnatus ENSPMGG00000002245
hippocampus_comes ENSHCOG00000017529
gadus_morhua ENSGMOG00000003447
esox_lucius ENSELUG00000002098
pygocentrus_nattereri ENSPNAG00000003761
ictalurus_punctatus ENSIPUG00000017798
danio_rerio ENSDARG00000073858
paramormyrops_kingsleyae ENSPKIG00000000583
scleropages_formosus ENSSFOG00015001864
lepisosteus_oculatus ENSLOCG00000016568
petromyzon_marinus ENSPMAG00000002865
