dasypus_novemcinctus ENSDNOG00000039486
notechis_scutatus ENSNSUG00000010946
salvator_merianae ENSSMRG00000011845
latimeria_chalumnae ENSLACG00000015458
ornithorhynchus_anatinus ENSOANG00000005641
xenopus_tropicalis ENSXETG00000034239
danio_rerio ENSDARG00000113643
paramormyrops_kingsleyae ENSPKIG00000005070
poecilia_formosa ENSPFOG00000005056
poecilia_latipinna ENSPLAG00000008996
poecilia_mexicana ENSPMEG00000023748
poecilia_reticulata ENSPREG00000013186
xiphophorus_couchianus ENSXCOG00000010404
xiphophorus_maculatus ENSXMAG00000024560
gambusia_affinis ENSGAFG00000020423
cyprinodon_variegatus ENSCVAG00000013632
kryptolebias_marmoratus ENSKMAG00000006756
oryzias_latipes_asm223471v1 ENSORLG00020005721
oryzias_latipes_asm223469v1 ENSORLG00015009347
oryzias_latipes_asm223467v1 ENSORLG00000001355
oryzias_melastigma ENSOMEG00000017247
amphiprion_ocellaris ENSAOCG00000011635
amphiprion_percula ENSAPEG00000007259
acanthochromis_polyacanthus ENSAPOG00000002549
stegastes_partitus ENSSPAG00000020171
maylandia_zebra ENSMZEG00005011961
pundamilia_nyererei ENSPNYG00000009792
astatotilapia_calliptera ENSACLG00000007309
haplochromis_burtoni ENSHBUG00000000792
oreochromis_niloticus ENSONIG00000003604
neolamprologus_brichardi ENSNBRG00000021187
amphilophus_citrinellus ENSACIG00000007537
cynoglossus_semilaevis ENSCSEG00000009239
periophthalmus_magnuspinnatus ENSPMGG00000011496
hippocampus_comes ENSHCOG00000000249
mastacembelus_armatus ENSMAMG00000022548
tetraodon_nigroviridis ENSTNIG00000010249
takifugu_rubripes ENSTRUG00000025204
mola_mola ENSMMOG00000002011
labrus_bergylta ENSLBEG00000012880
seriola_dumerili ENSSDUG00000002231
seriola_lalandi_dorsalis ENSSLDG00000014032
monopterus_albus ENSMALG00000006199
anabas_testudineus ENSATEG00000012302
scophthalmus_maximus ENSSMAG00000000061
gadus_morhua ENSGMOG00000015837
petromyzon_marinus ENSPMAG00000007285
fundulus_heteroclitus ENSFHEG00000019001
