poecilia_mexicana ENSPMEG00000001852
cebus_capucinus_imitator ENSCCAG00000032936
colobus_angolensis_palliatus ENSCANG00000038507
rhinopithecus_bieti ENSRBIG00000033529
macaca_fascicularis ENSMFAG00000045842
macaca_mulatta ENSMMUG00000005709
papio_anubis ENSPANG00000013978
theropithecus_gelada ENSTGEG00000016812
rhinopithecus_roxellana ENSRROG00000036614
rhinopithecus_bieti ENSRBIG00000043777
macaca_mulatta ENSMMUG00000038815
prolemur_simus ENSPSMG00000019934
echinops_telfairi ENSETEG00000013892
anser_brachyrhynchus ENSABRG00000011611
propithecus_coquereli ENSPCOG00000013731
nomascus_leucogenys ENSNLEG00000018987
rattus_norvegicus ENSRNOG00000034206
cavia_porcellus ENSCPOG00000038470
bos_taurus ENSBTAG00000054792
phascolarctos_cinereus ENSPCIG00000020779
cavia_aperea ENSCAPG00000001019
cavia_porcellus ENSCPOG00000039330
dasypus_novemcinctus ENSDNOG00000042795
numida_meleagris ENSNMEG00000009224
calidris_pugnax ENSCPUG00000016239
dromaius_novaehollandiae ENSDNVG00000013696
nothoprocta_perdicaria ENSNPEG00000003737
crocodylus_porosus ENSCPRG00005011026
gallus_gallus ENSGALG00000000137
meriones_unguiculatus ENSMUGG00000003823
dipodomys_ordii ENSDORG00000023819
cavia_porcellus ENSCPOG00000023757
carlito_syrichta ENSTSYG00000029919
rhinopithecus_bieti ENSRBIG00000040161
microcebus_murinus ENSMICG00000015537
nomascus_leucogenys ENSNLEG00000035496
gorilla_gorilla ENSGGOG00000042851
colobus_angolensis_palliatus ENSCANG00000028439
cavia_aperea ENSCAPG00000007090
cavia_porcellus ENSCPOG00000032851
chinchilla_lanigera ENSCLAG00000004113
canis_lupus_familiaris ENSCAFG00000013727
canis_lupus_dingo ENSCAFG00020022291
vulpes_vulpes ENSVVUG00000020704
sus_scrofa ENSSSCG00000040757
mustela_putorius_furo ENSMPUG00000011642
neovison_vison ENSNVIG00000016418
echinops_telfairi ENSETEG00000015545
gopherus_agassizii ENSGAGG00000006438
chrysemys_picta_bellii ENSCPBG00000017410
xenopus_tropicalis ENSXETG00000004471
fundulus_heteroclitus ENSFHEG00000019712
astyanax_mexicanus ENSAMXG00000043656
piliocolobus_tephrosceles ENSPTEG00000031130
gorilla_gorilla ENSGGOG00000042820
octodon_degus ENSODEG00000001539
vulpes_vulpes ENSVVUG00000014984
canis_lupus_dingo ENSCAFG00020006733
bos_taurus ENSBTAG00000050130
piliocolobus_tephrosceles ENSPTEG00000034179
theropithecus_gelada ENSTGEG00000020270
mandrillus_leucophaeus ENSMLEG00000037002
pan_troglodytes ENSPTRG00000044112
pan_paniscus ENSPPAG00000040781
gorilla_gorilla ENSGGOG00000000755
otolemur_garnettii ENSOGAG00000004309
equus_caballus ENSECAG00000030680
ursus_americanus ENSUAMG00000010564
bison_bison_bison ENSBBBG00000006009
panthera_pardus ENSPPRG00000013424
panthera_pardus ENSPPRG00000006499
bison_bison_bison ENSBBBG00000001255
bos_mutus ENSBMUG00000024482
carlito_syrichta ENSTSYG00000027567
gorilla_gorilla ENSGGOG00000028250
microcebus_murinus ENSMICG00000042206
marmota_marmota_marmota ENSMMMG00000019351
octodon_degus ENSODEG00000018218
carlito_syrichta ENSTSYG00000036959
carlito_syrichta ENSTSYG00000026136
cebus_capucinus_imitator ENSCCAG00000028405
cebus_capucinus_imitator ENSCCAG00000023744
callithrix_jacchus ENSCJAG00000046284
microcebus_murinus ENSMICG00000045082
canis_lupus_dingo ENSCAFG00020000622
vulpes_vulpes ENSVVUG00000000110
neovison_vison ENSNVIG00000011667
bos_taurus ENSBTAG00000051395
mus_spicilegus ENSMSIG00000014582
cricetulus_griseus_crigri-picr ENSCGRG00015009723
castor_canadensis ENSCCNG00000016233
cercocebus_atys ENSCATG00000044792
papio_anubis ENSPANG00000034304
papio_anubis ENSPANG00000035073
callithrix_jacchus ENSCJAG00000047528
cricetulus_griseus_crigri-picr ENSCGRG00015019646
mus_spicilegus ENSMSIG00000006195
colobus_angolensis_palliatus ENSCANG00000042373
phascolarctos_cinereus ENSPCIG00000027842
pogona_vitticeps ENSPVIG00000010475
maylandia_zebra ENSMZEG00005007826
haplochromis_burtoni ENSHBUG00000006106
seriola_dumerili ENSSDUG00000010256
eptatretus_burgeri ENSEBUG00000010026
petromyzon_marinus ENSPMAG00000007487
ciona_savignyi ENSCSAVG00000003861
ciona_intestinalis ENSCING00000023749
drosophila_melanogaster FBgn0261790
caenorhabditis_elegans_strain_n2 WBGene00004919
saccharomyces_cerevisiae_strain_s288c YOR159C
