maylandia_zebra ENSMZEG00005023768
gallus_gallus ENSGALG00000046217
coturnix_japonica ENSCJPG00005004711
anser_brachyrhynchus ENSABRG00000019107
calidris_pugnax ENSCPUG00000014509
calidris_pygmaea ENSCPGG00000009557
apteryx_haastii ENSAHAG00000005919
apteryx_owenii ENSAOWG00000005307
nothoprocta_perdicaria ENSNPEG00000015958
coturnix_japonica ENSCJPG00005004719
calidris_pygmaea ENSCPGG00000009588
nothoprocta_perdicaria ENSNPEG00000015957
apteryx_rowi ENSARWG00000010824
meleagris_gallopavo ENSMGAG00000012281
coturnix_japonica ENSCJPG00005004717
anas_platyrhynchos_platyrhynchos ENSAPLG00000010096
chelonoidis_abingdonii ENSCABG00000021233
chrysemys_picta_bellii ENSCPBG00000009832
chrysemys_picta_bellii ENSCPBG00000008186
gopherus_agassizii ENSGAGG00000012194
pelodiscus_sinensis ENSPSIG00000009680
chelonoidis_abingdonii ENSCABG00000006139
gopherus_agassizii ENSGAGG00000007979
chrysemys_picta_bellii ENSCPBG00000008227
pelodiscus_sinensis ENSPSIG00000007303
pelodiscus_sinensis ENSPSIG00000009950
chelonoidis_abingdonii ENSCABG00000003223
chrysemys_picta_bellii ENSCPBG00000006355
chelonoidis_abingdonii ENSCABG00000009116
chelonoidis_abingdonii ENSCABG00000021231
pelodiscus_sinensis ENSPSIG00000006725
meleagris_gallopavo ENSMGAG00000001430
coturnix_japonica ENSCJPG00005004703
gallus_gallus ENSGALG00000046331
gallus_gallus ENSGALG00000047807
anser_brachyrhynchus ENSABRG00000019088
latimeria_chalumnae ENSLACG00000001711
anser_brachyrhynchus ENSABRG00000019116
calidris_pygmaea ENSCPGG00000009574
apteryx_rowi ENSARWG00000011097
dromaius_novaehollandiae ENSDNVG00000000853
apteryx_rowi ENSARWG00000011094
apteryx_rowi ENSARWG00000011096
dromaius_novaehollandiae ENSDNVG00000000850
numida_meleagris ENSNMEG00000003672
calidris_pygmaea ENSCPGG00000009579
coturnix_japonica ENSCJPG00005004718
apteryx_haastii ENSAHAG00000005631
apteryx_rowi ENSARWG00000011095
calidris_pugnax ENSCPUG00000014507
chrysemys_picta_bellii ENSCPBG00000021476
gopherus_agassizii ENSGAGG00000012195
chrysemys_picta_bellii ENSCPBG00000003062
chelonoidis_abingdonii ENSCABG00000018265
chelonoidis_abingdonii ENSCABG00000021230
chelonoidis_abingdonii ENSCABG00000021073
gopherus_agassizii ENSGAGG00000015500
gopherus_agassizii ENSGAGG00000003775
chelonoidis_abingdonii ENSCABG00000018267
chrysemys_picta_bellii ENSCPBG00000009463
gopherus_agassizii ENSGAGG00000015507
gopherus_agassizii ENSGAGG00000015509
chrysemys_picta_bellii ENSCPBG00000008222
gopherus_agassizii ENSGAGG00000015505
chelonoidis_abingdonii ENSCABG00000006138
chrysemys_picta_bellii ENSCPBG00000008218
chelonoidis_abingdonii ENSCABG00000021076
anas_platyrhynchos_platyrhynchos ENSAPLG00000020109
anser_brachyrhynchus ENSABRG00000019095
numida_meleagris ENSNMEG00000014420
labrus_bergylta ENSLBEG00000022110
labrus_bergylta ENSLBEG00000004260
labrus_bergylta ENSLBEG00000004291
poecilia_mexicana ENSPMEG00000011942
poecilia_formosa ENSPFOG00000024237
poecilia_reticulata ENSPREG00000008075
fundulus_heteroclitus ENSFHEG00000018187
oryzias_latipes_asm223471v1 ENSORLG00020016518
amphilophus_citrinellus ENSACIG00000012372
scophthalmus_maximus ENSSMAG00000000445
mastacembelus_armatus ENSMAMG00000006074
monopterus_albus ENSMALG00000013273
mola_mola ENSMMOG00000005711
xiphophorus_couchianus ENSXCOG00000001146
stegastes_partitus ENSSPAG00000017799
manacus_vitellinus ENSMVIG00005010110
