microcebus_murinus ENSMICG00000002840
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061798
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024796
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064084
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023878
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025322
meriones_unguiculatus ENSMUGG00000001552
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004323
cricetulus_griseus_crigri_1.0 ENSCGRG00000019407
cricetulus_griseus_crigri-picr ENSCGRG00015023195
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003843
cricetulus_griseus_crigri_1.0 ENSCGRG00000019723
cricetulus_griseus_crigri-picr ENSCGRG00015023221
cricetulus_griseus_crigri_1.0 ENSCGRG00000019819
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003584
cricetulus_griseus_crigri-picr ENSCGRG00015023242
cricetulus_griseus_crigri-picr ENSCGRG00015023237
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004146
peromyscus_maniculatus_bairdii ENSPEMG00000028253
peromyscus_maniculatus_bairdii ENSPEMG00000027562
peromyscus_maniculatus_bairdii ENSPEMG00000031284
cricetulus_griseus_crigri-picr ENSCGRG00015023301
cricetulus_griseus_crigri-picr ENSCGRG00015023280
cricetulus_griseus_crigri_1.0 ENSCGRG00000019431
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006132
cricetulus_griseus_crigri-picr ENSCGRG00015022707
mesocricetus_auratus ENSMAUG00000010253
peromyscus_maniculatus_bairdii ENSPEMG00000002741
mus_spicilegus ENSMSIG00000000677
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049057
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024839
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023925
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025362
rattus_norvegicus ENSRNOG00000006669
nannospalax_galili ENSNGAG00000016142
marmota_marmota_marmota ENSMMMG00000016707
marmota_marmota_marmota ENSMMMG00000006510
spermophilus_dauricus ENSSDAG00000021419
oryctolagus_cuniculus ENSOCUG00000005268
bos_mutus ENSBMUG00000010400
bos_taurus ENSBTAG00000013156
bison_bison_bison ENSBBBG00000003013
sus_scrofa ENSSSCG00000037211
sus_scrofa ENSSSCG00000036179
sus_scrofa ENSSSCG00000033437
sus_scrofa ENSSSCG00000034546
sus_scrofa ENSSSCG00000040780
sus_scrofa ENSSSCG00000036147
sus_scrofa ENSSSCG00000038284
sus_scrofa ENSSSCG00000031549
bos_taurus ENSBTAG00000050107
ovis_aries ENSOARG00000003157
ovis_aries ENSOARG00000003152
bos_taurus ENSBTAG00000054290
bison_bison_bison ENSBBBG00000013904
ovis_aries ENSOARG00000017773
capra_hircus ENSCHIG00000011766
vicugna_pacos ENSVPAG00000012241
sus_scrofa ENSSSCG00000033466
sus_scrofa ENSSSCG00000040077
sus_scrofa ENSSSCG00000033086
bos_taurus ENSBTAG00000003023
ovis_aries ENSOARG00000002413
sus_scrofa ENSSSCG00000038139
sus_scrofa ENSSSCG00000039396
sus_scrofa ENSSSCG00000037873
sus_scrofa ENSSSCG00000032466
sus_scrofa ENSSSCG00000032011
sus_scrofa ENSSSCG00000032682
sus_scrofa ENSSSCG00000040963
sus_scrofa ENSSSCG00000031165
capra_hircus ENSCHIG00000010097
bison_bison_bison ENSBBBG00000016545
ursus_maritimus ENSUMAG00000017897
ursus_americanus ENSUAMG00000020118
ursus_maritimus ENSUMAG00000017881
ailuropoda_melanoleuca ENSAMEG00000014646
mustela_putorius_furo ENSMPUG00000019161
neovison_vison ENSNVIG00000024714
mustela_putorius_furo ENSMPUG00000019151
ailuropoda_melanoleuca ENSAMEG00000014650
canis_lupus_dingo ENSCAFG00020025793
canis_lupus_dingo ENSCAFG00020025798
vulpes_vulpes ENSVVUG00000030417
mustela_putorius_furo ENSMPUG00000019177
neovison_vison ENSNVIG00000024712
mustela_putorius_furo ENSMPUG00000019171
neovison_vison ENSNVIG00000024713
neovison_vison ENSNVIG00000024711
ursus_americanus ENSUAMG00000020119
ursus_maritimus ENSUMAG00000017893
ursus_maritimus ENSUMAG00000017886
ursus_americanus ENSUAMG00000020120
ailuropoda_melanoleuca ENSAMEG00000018481
panthera_tigris_altaica ENSPTIG00000011861
panthera_pardus ENSPPRG00000006363
felis_catus ENSFCAG00000035637
panthera_tigris_altaica ENSPTIG00000008271
ursus_americanus ENSUAMG00000023363
neovison_vison ENSNVIG00000024703
canis_lupus_dingo ENSCAFG00020007688
canis_lupus_dingo ENSCAFG00020015308
canis_lupus_dingo ENSCAFG00020000071
canis_lupus_familiaris ENSCAFG00000030463
vulpes_vulpes ENSVVUG00000012197
ursus_americanus ENSUAMG00000023354
ursus_maritimus ENSUMAG00000008521
ailuropoda_melanoleuca ENSAMEG00000020250
neovison_vison ENSNVIG00000008447
mustela_putorius_furo ENSMPUG00000018996
panthera_pardus ENSPPRG00000019799
panthera_tigris_altaica ENSPTIG00000007872
felis_catus ENSFCAG00000043704
erinaceus_europaeus ENSEEUG00000007467
equus_caballus ENSECAG00000007567
equus_asinus_asinus ENSEASG00005013848
equus_asinus_asinus ENSEASG00005019590
spermophilus_dauricus ENSSDAG00000001462
urocitellus_parryii ENSUPAG00010021203
marmota_marmota_marmota ENSMMMG00000016622
castor_canadensis ENSCCNG00000006732
capra_hircus ENSCHIG00000010674
ovis_aries ENSOARG00000011047
bos_taurus ENSBTAG00000053761
bos_mutus ENSBMUG00000012980
bison_bison_bison ENSBBBG00000012113
sus_scrofa ENSSSCG00000031134
sus_scrofa ENSSSCG00000039981
capra_hircus ENSCHIG00000010237
ovis_aries ENSOARG00000008493
bos_taurus ENSBTAG00000054267
bos_mutus ENSBMUG00000010404
bison_bison_bison ENSBBBG00000006213
bos_mutus ENSBMUG00000023796
bos_taurus ENSBTAG00000040008
sus_scrofa ENSSSCG00000037152
sus_scrofa ENSSSCG00000031651
sus_scrofa ENSSSCG00000033474
sus_scrofa ENSSSCG00000034125
sus_scrofa ENSSSCG00000033078
sus_scrofa ENSSSCG00000035338
sus_scrofa ENSSSCG00000040274
erinaceus_europaeus ENSEEUG00000003831
loxodonta_africana ENSLAFG00000031778
procavia_capensis ENSPCAG00000018839
echinops_telfairi ENSETEG00000007185
dasypus_novemcinctus ENSDNOG00000045749
dasypus_novemcinctus ENSDNOG00000046963
dasypus_novemcinctus ENSDNOG00000044219
dasypus_novemcinctus ENSDNOG00000035602
dasypus_novemcinctus ENSDNOG00000033654
choloepus_hoffmanni ENSCHOG00000000257
choloepus_hoffmanni ENSCHOG00000000963
ursus_americanus ENSUAMG00000013017
ursus_maritimus ENSUMAG00000008610
ailuropoda_melanoleuca ENSAMEG00000019392
mustela_putorius_furo ENSMPUG00000019605
neovison_vison ENSNVIG00000008714
canis_lupus_familiaris ENSCAFG00000032072
canis_lupus_familiaris ENSCAFG00000032681
canis_lupus_dingo ENSCAFG00020025743
panthera_tigris_altaica ENSPTIG00000010160
panthera_pardus ENSPPRG00000020200
echinops_telfairi ENSETEG00000005413
homo_sapiens ENSG00000185926
gorilla_gorilla ENSGGOG00000012913
pan_troglodytes ENSPTRG00000043138
pan_paniscus ENSPPAG00000025507
callithrix_jacchus ENSCJAG00000044401
pan_paniscus ENSPPAG00000006287
pan_troglodytes ENSPTRG00000003594
homo_sapiens ENSG00000258817
gorilla_gorilla ENSGGOG00000022219
pan_troglodytes ENSPTRG00000042798
gorilla_gorilla ENSGGOG00000039225
macaca_mulatta ENSMMUG00000042557
macaca_mulatta ENSMMUG00000043662
macaca_mulatta ENSMMUG00000044695
macaca_mulatta ENSMMUG00000044481
macaca_mulatta ENSMMUG00000047797
macaca_mulatta ENSMMUG00000048012
macaca_fascicularis ENSMFAG00000040155
papio_anubis ENSPANG00000031930
chlorocebus_sabaeus ENSCSAG00000019204
piliocolobus_tephrosceles ENSPTEG00000035916
callithrix_jacchus ENSCJAG00000038749
monodelphis_domestica ENSMODG00000019951
sarcophilus_harrisii ENSSHAG00000004873
monodelphis_domestica ENSMODG00000019953
monodelphis_domestica ENSMODG00000019958
sarcophilus_harrisii ENSSHAG00000005388
sarcophilus_harrisii ENSSHAG00000005723
