lepidothrix_coronata ENSLCOG00000010122
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028746
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024328
rattus_norvegicus ENSRNOG00000001070
cricetulus_griseus_crigri-picr ENSCGRG00015023339
cricetulus_griseus_crigri_1.0 ENSCGRG00000002708
mesocricetus_auratus ENSMAUG00000014434
microtus_ochrogaster ENSMOCG00000021650
peromyscus_maniculatus_bairdii ENSPEMG00000029445
meriones_unguiculatus ENSMUGG00000007324
jaculus_jaculus ENSJJAG00000000537
carlito_syrichta ENSTSYG00000005787
pan_troglodytes ENSPTRG00000005596
prolemur_simus ENSPSMG00000019738
nannospalax_galili ENSNGAG00000017808
mesocricetus_auratus ENSMAUG00000020727
fukomys_damarensis ENSFDAG00000005458
ochotona_princeps ENSOPRG00000011036
sus_scrofa ENSSSCG00000037538
vulpes_vulpes ENSVVUG00000021432
dasypus_novemcinctus ENSDNOG00000044525
homo_sapiens ENSG00000111328
gorilla_gorilla ENSGGOG00000042490
callithrix_jacchus ENSCJAG00000040056
cebus_capucinus_imitator ENSCCAG00000023979
jaculus_jaculus ENSJJAG00000010694
jaculus_jaculus ENSJJAG00000005242
sorex_araneus ENSSARG00000008201
myotis_lucifugus ENSMLUG00000017157
dasypus_novemcinctus ENSDNOG00000031418
castor_canadensis ENSCCNG00000016421
nannospalax_galili ENSNGAG00000010002
chlorocebus_sabaeus ENSCSAG00000002066
macaca_mulatta ENSMMUG00000000434
dasypus_novemcinctus ENSDNOG00000038259
urocitellus_parryii ENSUPAG00010018438
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012796
meriones_unguiculatus ENSMUGG00000019934
meriones_unguiculatus ENSMUGG00000022653
mus_spicilegus ENSMSIG00000012582
nannospalax_galili ENSNGAG00000011561
cricetulus_griseus_crigri_1.0 ENSCGRG00000008980
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014414
cricetulus_griseus_crigri-picr ENSCGRG00015013939
prolemur_simus ENSPSMG00000016273
ailuropoda_melanoleuca ENSAMEG00000019391
rhinopithecus_roxellana ENSRROG00000034904
rhinopithecus_bieti ENSRBIG00000028837
piliocolobus_tephrosceles ENSPTEG00000025510
piliocolobus_tephrosceles ENSPTEG00000006199
aotus_nancymaae ENSANAG00000026633
chinchilla_lanigera ENSCLAG00000013221
choloepus_hoffmanni ENSCHOG00000010786
ictidomys_tridecemlineatus ENSSTOG00000022476
pan_paniscus ENSPPAG00000031076
gorilla_gorilla ENSGGOG00000009567
nomascus_leucogenys ENSNLEG00000001478
rhinopithecus_roxellana ENSRROG00000040765
rhinopithecus_bieti ENSRBIG00000032246
colobus_angolensis_palliatus ENSCANG00000043430
macaca_nemestrina ENSMNEG00000037120
macaca_fascicularis ENSMFAG00000030853
cercocebus_atys ENSCATG00000034763
papio_anubis ENSPANG00000026348
mandrillus_leucophaeus ENSMLEG00000036041
otolemur_garnettii ENSOGAG00000024823
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019181
cavia_porcellus ENSCPOG00000038652
marmota_marmota_marmota ENSMMMG00000024509
spermophilus_dauricus ENSSDAG00000018879
ictidomys_tridecemlineatus ENSSTOG00000016464
loxodonta_africana ENSLAFG00000023258
procavia_capensis ENSPCAG00000016217
dipodomys_ordii ENSDORG00000026768
choloepus_hoffmanni ENSCHOG00000010939
dasypus_novemcinctus ENSDNOG00000017145
echinops_telfairi ENSETEG00000005632
panthera_pardus ENSPPRG00000024818
vulpes_vulpes ENSVVUG00000027810
panthera_tigris_altaica ENSPTIG00000010063
mustela_putorius_furo ENSMPUG00000001667
bison_bison_bison ENSBBBG00000004567
ovis_aries ENSOARG00000005128
tursiops_truncatus ENSTTRG00000015881
ursus_americanus ENSUAMG00000019670
ursus_maritimus ENSUMAG00000004022
ailuropoda_melanoleuca ENSAMEG00000015147
neovison_vison ENSNVIG00000021121
erinaceus_europaeus ENSEEUG00000007245
pteropus_vampyrus ENSPVAG00000015302
jaculus_jaculus ENSJJAG00000023534
ornithorhynchus_anatinus ENSOANG00000012868
dromaius_novaehollandiae ENSDNVG00000015811
melopsittacus_undulatus ENSMUNG00000015661
crocodylus_porosus ENSCPRG00005017247
parus_major ENSPMJG00000003211
anas_platyrhynchos_platyrhynchos ENSAPLG00000028103
cyanistes_caeruleus ENSCCEG00000009057
serinus_canaria ENSSCAG00000009720
zonotrichia_albicollis ENSZALG00000014752
calidris_pygmaea ENSCPGG00000002370
meleagris_gallopavo ENSMGAG00000003341
gallus_gallus ENSGALG00000034919
apteryx_owenii ENSAOWG00000015559
apteryx_haastii ENSAHAG00000008912
apteryx_rowi ENSARWG00000002309
anolis_carolinensis ENSACAG00000015551
pogona_vitticeps ENSPVIG00000015473
notechis_scutatus ENSNSUG00000011802
salvator_merianae ENSSMRG00000017150
xenopus_tropicalis ENSXETG00000005817
pygocentrus_nattereri ENSPNAG00000015411
astyanax_mexicanus ENSAMXG00000039400
ictalurus_punctatus ENSIPUG00000015810
danio_rerio ENSDARG00000115248
pygocentrus_nattereri ENSPNAG00000019785
esox_lucius ENSELUG00000015202
paramormyrops_kingsleyae ENSPKIG00000001531
scleropages_formosus ENSSFOG00015019104
mastacembelus_armatus ENSMAMG00000005443
monopterus_albus ENSMALG00000001004
oryzias_melastigma ENSOMEG00000019254
oryzias_latipes_asm223467v1 ENSORLG00000029235
stegastes_partitus ENSSPAG00000016202
poecilia_mexicana ENSPMEG00000021231
poecilia_formosa ENSPFOG00000004970
poecilia_latipinna ENSPLAG00000015035
poecilia_reticulata ENSPREG00000017829
gambusia_affinis ENSGAFG00000003914
xiphophorus_couchianus ENSXCOG00000016053
xiphophorus_maculatus ENSXMAG00000021983
cyprinodon_variegatus ENSCVAG00000007053
fundulus_heteroclitus ENSFHEG00000007190
kryptolebias_marmoratus ENSKMAG00000009647
oryzias_latipes_asm223471v1 ENSORLG00020015166
oryzias_latipes_asm223469v1 ENSORLG00015002683
maylandia_zebra ENSMZEG00005007739
astatotilapia_calliptera ENSACLG00000024940
pundamilia_nyererei ENSPNYG00000004423
neolamprologus_brichardi ENSNBRG00000019255
haplochromis_burtoni ENSHBUG00000011928
amphiprion_percula ENSAPEG00000006040
amphiprion_ocellaris ENSAOCG00000014778
acanthochromis_polyacanthus ENSAPOG00000003229
scophthalmus_maximus ENSSMAG00000013617
cynoglossus_semilaevis ENSCSEG00000011903
seriola_lalandi_dorsalis ENSSLDG00000008119
seriola_dumerili ENSSDUG00000023492
anabas_testudineus ENSATEG00000006721
amphilophus_citrinellus ENSACIG00000008153
periophthalmus_magnuspinnatus ENSPMGG00000017184
hippocampus_comes ENSHCOG00000003198
tetraodon_nigroviridis ENSTNIG00000000325
takifugu_rubripes ENSTRUG00000025872
mola_mola ENSMMOG00000008690
labrus_bergylta ENSLBEG00000007808
gasterosteus_aculeatus ENSGACG00000015636
gadus_morhua ENSGMOG00000018275
esox_lucius ENSELUG00000002934
astyanax_mexicanus ENSAMXG00000035299
octodon_degus ENSODEG00000010833
theropithecus_gelada ENSTGEG00000026874
phascolarctos_cinereus ENSPCIG00000010995
salvator_merianae ENSSMRG00000018525
eptatretus_burgeri ENSEBUG00000008585
