monopterus_albus ENSMALG00000011724
paramormyrops_kingsleyae ENSPKIG00000022562
scleropages_formosus ENSSFOG00015021989
lepisosteus_oculatus ENSLOCG00000005970
gopherus_agassizii ENSGAGG00000017292
chelonoidis_abingdonii ENSCABG00000013046
chrysemys_picta_bellii ENSCPBG00000018470
pelodiscus_sinensis ENSPSIG00000007785
sphenodon_punctatus ENSSPUG00000003880
pogona_vitticeps ENSPVIG00000016214
anolis_carolinensis ENSACAG00000017213
notechis_scutatus ENSNSUG00000000229
salvator_merianae ENSSMRG00000000245
taeniopygia_guttata ENSTGUG00000001534
lonchura_striata_domestica ENSLSDG00000014741
zonotrichia_albicollis ENSZALG00000012238
junco_hyemalis ENSJHYG00000005141
parus_major ENSPMJG00000006855
lepidothrix_coronata ENSLCOG00000000434
calidris_pygmaea ENSCPGG00000001717
calidris_pugnax ENSCPUG00000015776
gallus_gallus ENSGALG00000045165
coturnix_japonica ENSCJPG00005016437
numida_meleagris ENSNMEG00000006263
anser_brachyrhynchus ENSABRG00000021103
anas_platyrhynchos_platyrhynchos ENSAPLG00000024192
nothoprocta_perdicaria ENSNPEG00000005204
crocodylus_porosus ENSCPRG00005002620
microcebus_murinus ENSMICG00000030638
prolemur_simus ENSPSMG00000014356
propithecus_coquereli ENSPCOG00000018968
otolemur_garnettii ENSOGAG00000008650
pan_troglodytes ENSPTRG00000000551
pan_paniscus ENSPPAG00000043440
homo_sapiens ENSG00000116922
gorilla_gorilla ENSGGOG00000007715
pongo_abelii ENSPPYG00000001527
macaca_fascicularis ENSMFAG00000031051
macaca_mulatta ENSMMUG00000044826
macaca_nemestrina ENSMNEG00000039182
cercocebus_atys ENSCATG00000036421
theropithecus_gelada ENSTGEG00000020305
papio_anubis ENSPANG00000010241
mandrillus_leucophaeus ENSMLEG00000032853
chlorocebus_sabaeus ENSCSAG00000001112
colobus_angolensis_palliatus ENSCANG00000038111
piliocolobus_tephrosceles ENSPTEG00000025571
rhinopithecus_roxellana ENSRROG00000043592
rhinopithecus_bieti ENSRBIG00000032967
saimiri_boliviensis_boliviensis ENSSBOG00000025534
callithrix_jacchus ENSCJAG00000043698
cebus_capucinus_imitator ENSCCAG00000037620
aotus_nancymaae ENSANAG00000020846
carlito_syrichta ENSTSYG00000003771
mus_spicilegus ENSMSIG00000015482
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044730
rattus_norvegicus ENSRNOG00000025065
meriones_unguiculatus ENSMUGG00000008126
cricetulus_griseus_crigri-picr ENSCGRG00015006351
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024913
cricetulus_griseus_crigri_1.0 ENSCGRG00000011268
mesocricetus_auratus ENSMAUG00000001306
microtus_ochrogaster ENSMOCG00000022276
peromyscus_maniculatus_bairdii ENSPEMG00000022126
nannospalax_galili ENSNGAG00000016862
castor_canadensis ENSCCNG00000019593
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002713
fukomys_damarensis ENSFDAG00000015468
chinchilla_lanigera ENSCLAG00000008471
cavia_porcellus ENSCPOG00000001227
oryctolagus_cuniculus ENSOCUG00000021550
loxodonta_africana ENSLAFG00000012594
procavia_capensis ENSPCAG00000004012
choloepus_hoffmanni ENSCHOG00000004952
dasypus_novemcinctus ENSDNOG00000034367
erinaceus_europaeus ENSEEUG00000000423
sorex_araneus ENSSARG00000014157
equus_caballus ENSECAG00000021402
equus_asinus_asinus ENSEASG00005012233
tursiops_truncatus ENSTTRG00000008604
sus_scrofa ENSSSCG00000039905
bos_taurus ENSBTAG00000014325
bison_bison_bison ENSBBBG00000025073
capra_hircus ENSCHIG00000011969
ovis_aries ENSOARG00000019813
myotis_lucifugus ENSMLUG00000012230
mustela_putorius_furo ENSMPUG00000014702
neovison_vison ENSNVIG00000012887
canis_lupus_familiaris ENSCAFG00000032511
canis_lupus_dingo ENSCAFG00020008002
vulpes_vulpes ENSVVUG00000023148
ursus_maritimus ENSUMAG00000000310
ursus_americanus ENSUAMG00000014131
ailuropoda_melanoleuca ENSAMEG00000001077
panthera_tigris_altaica ENSPTIG00000017061
panthera_pardus ENSPPRG00000009527
felis_catus ENSFCAG00000008763
pteropus_vampyrus ENSPVAG00000010137
spermophilus_dauricus ENSSDAG00000014320
urocitellus_parryii ENSUPAG00010017276
marmota_marmota_marmota ENSMMMG00000006007
ictidomys_tridecemlineatus ENSSTOG00000000834
nomascus_leucogenys ENSNLEG00000031719
tupaia_belangeri ENSTBEG00000004732
bos_mutus ENSBMUG00000005238
echinops_telfairi ENSETEG00000003426
phascolarctos_cinereus ENSPCIG00000025741
notamacropus_eugenii ENSMEUG00000006431
sarcophilus_harrisii ENSSHAG00000013153
monodelphis_domestica ENSMODG00000017765
ornithorhynchus_anatinus ENSOANG00000002053
xenopus_tropicalis ENSXETG00000017463
latimeria_chalumnae ENSLACG00000010975
petromyzon_marinus ENSPMAG00000008563
