lepidothrix_coronata ENSLCOG00000008004
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014658
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018515
fukomys_damarensis ENSFDAG00000012148
chinchilla_lanigera ENSCLAG00000004951
octodon_degus ENSODEG00000009157
cavia_porcellus ENSCPOG00000005726
cavia_aperea ENSCAPG00000006323
spermophilus_dauricus ENSSDAG00000000398
ictidomys_tridecemlineatus ENSSTOG00000023134
marmota_marmota_marmota ENSMMMG00000002835
urocitellus_parryii ENSUPAG00010018854
oryctolagus_cuniculus ENSOCUG00000016601
ochotona_princeps ENSOPRG00000007813
microtus_ochrogaster ENSMOCG00000006899
dipodomys_ordii ENSDORG00000029058
tupaia_belangeri ENSTBEG00000016153
pan_paniscus ENSPPAG00000033517
pan_troglodytes ENSPTRG00000008955
homo_sapiens ENSG00000141298
gorilla_gorilla ENSGGOG00000000583
pongo_abelii ENSPPYG00000008128
nomascus_leucogenys ENSNLEG00000003553
papio_anubis ENSPANG00000023181
theropithecus_gelada ENSTGEG00000011299
mandrillus_leucophaeus ENSMLEG00000039566
cercocebus_atys ENSCATG00000032138
macaca_fascicularis ENSMFAG00000033235
macaca_nemestrina ENSMNEG00000038174
macaca_mulatta ENSMMUG00000014413
chlorocebus_sabaeus ENSCSAG00000006917
colobus_angolensis_palliatus ENSCANG00000030482
piliocolobus_tephrosceles ENSPTEG00000033480
rhinopithecus_bieti ENSRBIG00000036544
rhinopithecus_roxellana ENSRROG00000016442
cebus_capucinus_imitator ENSCCAG00000002036
saimiri_boliviensis_boliviensis ENSSBOG00000020442
callithrix_jacchus ENSCJAG00000013673
aotus_nancymaae ENSANAG00000035004
carlito_syrichta ENSTSYG00000000987
propithecus_coquereli ENSPCOG00000015875
prolemur_simus ENSPSMG00000025372
microcebus_murinus ENSMICG00000005441
otolemur_garnettii ENSOGAG00000000807
dasypus_novemcinctus ENSDNOG00000006035
choloepus_hoffmanni ENSCHOG00000002308
loxodonta_africana ENSLAFG00000004996
procavia_capensis ENSPCAG00000006812
echinops_telfairi ENSETEG00000005275
ornithorhynchus_anatinus ENSOANG00000012654
latimeria_chalumnae ENSLACG00000016006
xenopus_tropicalis ENSXETG00000017954
periophthalmus_magnuspinnatus ENSPMGG00000013888
mola_mola ENSMMOG00000005379
gadus_morhua ENSGMOG00000018094
esox_lucius ENSELUG00000017250
periophthalmus_magnuspinnatus ENSPMGG00000013891
paramormyrops_kingsleyae ENSPKIG00000000109
scleropages_formosus ENSSFOG00015004382
takifugu_rubripes ENSTRUG00000020830
tetraodon_nigroviridis ENSTNIG00000016162
gasterosteus_aculeatus ENSGACG00000020517
mola_mola ENSMMOG00000010900
amphilophus_citrinellus ENSACIG00000014035
seriola_lalandi_dorsalis ENSSLDG00000014647
seriola_dumerili ENSSDUG00000016627
scophthalmus_maximus ENSSMAG00000019854
anabas_testudineus ENSATEG00000006802
labrus_bergylta ENSLBEG00000027733
mastacembelus_armatus ENSMAMG00000020187
oryzias_latipes_asm223469v1 ENSORLG00015020772
oryzias_latipes_asm223471v1 ENSORLG00020016028
oryzias_latipes_asm223467v1 ENSORLG00000026573
oryzias_melastigma ENSOMEG00000010477
kryptolebias_marmoratus ENSKMAG00000019427
poecilia_latipinna ENSPLAG00000000087
poecilia_formosa ENSPFOG00000011564
poecilia_mexicana ENSPMEG00000013279
poecilia_reticulata ENSPREG00000009872
xiphophorus_maculatus ENSXMAG00000023256
xiphophorus_couchianus ENSXCOG00000009828
gambusia_affinis ENSGAFG00000000672
fundulus_heteroclitus ENSFHEG00000004508
cyprinodon_variegatus ENSCVAG00000012944
maylandia_zebra ENSMZEG00005024742
astatotilapia_calliptera ENSACLG00000005511
pundamilia_nyererei ENSPNYG00000024139
haplochromis_burtoni ENSHBUG00000021499
neolamprologus_brichardi ENSNBRG00000009350
oreochromis_niloticus ENSONIG00000005567
amphiprion_ocellaris ENSAOCG00000011779
amphiprion_percula ENSAPEG00000018864
acanthochromis_polyacanthus ENSAPOG00000018999
stegastes_partitus ENSSPAG00000002663
monopterus_albus ENSMALG00000018352
cynoglossus_semilaevis ENSCSEG00000018059
periophthalmus_magnuspinnatus ENSPMGG00000018300
gadus_morhua ENSGMOG00000007165
esox_lucius ENSELUG00000000177
astyanax_mexicanus ENSAMXG00000019281
pygocentrus_nattereri ENSPNAG00000013611
ictalurus_punctatus ENSIPUG00000019324
danio_rerio ENSDARG00000098955
pygocentrus_nattereri ENSPNAG00000001294
astyanax_mexicanus ENSAMXG00000037181
ictalurus_punctatus ENSIPUG00000019630
danio_rerio ENSDARG00000088440
amphiprion_ocellaris ENSAOCG00000014564
amphiprion_percula ENSAPEG00000023688
acanthochromis_polyacanthus ENSAPOG00000003291
stegastes_partitus ENSSPAG00000017083
astatotilapia_calliptera ENSACLG00000009430
maylandia_zebra ENSMZEG00005006565
haplochromis_burtoni ENSHBUG00000003458
pundamilia_nyererei ENSPNYG00000002199
neolamprologus_brichardi ENSNBRG00000016084
oreochromis_niloticus ENSONIG00000007974
amphilophus_citrinellus ENSACIG00000015749
scophthalmus_maximus ENSSMAG00000000688
monopterus_albus ENSMALG00000018690
mastacembelus_armatus ENSMAMG00000002660
anabas_testudineus ENSATEG00000022934
seriola_dumerili ENSSDUG00000011901
seriola_lalandi_dorsalis ENSSLDG00000020015
labrus_bergylta ENSLBEG00000019175
poecilia_formosa ENSPFOG00000009443
poecilia_reticulata ENSPREG00000006482
poecilia_mexicana ENSPMEG00000022972
poecilia_latipinna ENSPLAG00000009667
poecilia_latipinna ENSPLAG00000013295
poecilia_mexicana ENSPMEG00000000643
xiphophorus_maculatus ENSXMAG00000012106
xiphophorus_couchianus ENSXCOG00000001851
gambusia_affinis ENSGAFG00000014108
cyprinodon_variegatus ENSCVAG00000014650
fundulus_heteroclitus ENSFHEG00000001083
kryptolebias_marmoratus ENSKMAG00000019052
oryzias_latipes_asm223471v1 ENSORLG00020010071
oryzias_latipes_asm223467v1 ENSORLG00000013907
oryzias_latipes_asm223469v1 ENSORLG00015018036
oryzias_melastigma ENSOMEG00000008339
hippocampus_comes ENSHCOG00000012577
paramormyrops_kingsleyae ENSPKIG00000008330
scleropages_formosus ENSSFOG00015005721
lepisosteus_oculatus ENSLOCG00000006621
petromyzon_marinus ENSPMAG00000004312
eptatretus_burgeri ENSEBUG00000010783
