mastacembelus_armatus ENSMAMG00000011255
mustela_putorius_furo ENSMPUG00000003785
felis_catus ENSFCAG00000003838
panthera_pardus ENSPPRG00000003945
panthera_tigris_altaica ENSPTIG00000010110
equus_caballus ENSECAG00000010833
equus_asinus_asinus ENSEASG00005006709
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021552
mus_spicilegus ENSMSIG00000002421
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022780
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020656
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016360
rattus_norvegicus ENSRNOG00000001739
meriones_unguiculatus ENSMUGG00000007672
cricetulus_griseus_crigri-picr ENSCGRG00015022259
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000317
cricetulus_griseus_crigri_1.0 ENSCGRG00000018365
mesocricetus_auratus ENSMAUG00000006066
peromyscus_maniculatus_bairdii ENSPEMG00000005633
microtus_ochrogaster ENSMOCG00000020440
nannospalax_galili ENSNGAG00000023266
jaculus_jaculus ENSJJAG00000023841
castor_canadensis ENSCCNG00000030881
dipodomys_ordii ENSDORG00000014472
urocitellus_parryii ENSUPAG00010021096
ictidomys_tridecemlineatus ENSSTOG00000001590
marmota_marmota_marmota ENSMMMG00000010259
chinchilla_lanigera ENSCLAG00000016610
octodon_degus ENSODEG00000012601
cavia_aperea ENSCAPG00000007743
cavia_porcellus ENSCPOG00000021203
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017290
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018079
fukomys_damarensis ENSFDAG00000011146
ochotona_princeps ENSOPRG00000006962
oryctolagus_cuniculus ENSOCUG00000013463
tupaia_belangeri ENSTBEG00000011828
homo_sapiens ENSG00000163975
gorilla_gorilla ENSGGOG00000014002
pan_troglodytes ENSPTRG00000015792
pan_paniscus ENSPPAG00000032187
pongo_abelii ENSPPYG00000014453
nomascus_leucogenys ENSNLEG00000001788
colobus_angolensis_palliatus ENSCANG00000005349
piliocolobus_tephrosceles ENSPTEG00000001904
rhinopithecus_roxellana ENSRROG00000042072
rhinopithecus_bieti ENSRBIG00000015197
theropithecus_gelada ENSTGEG00000026739
cercocebus_atys ENSCATG00000036802
papio_anubis ENSPANG00000001989
mandrillus_leucophaeus ENSMLEG00000030745
macaca_mulatta ENSMMUG00000016584
macaca_fascicularis ENSMFAG00000038521
macaca_nemestrina ENSMNEG00000040494
chlorocebus_sabaeus ENSCSAG00000008719
saimiri_boliviensis_boliviensis ENSSBOG00000033559
cebus_capucinus_imitator ENSCCAG00000022710
callithrix_jacchus ENSCJAG00000013749
aotus_nancymaae ENSANAG00000028751
carlito_syrichta ENSTSYG00000006719
prolemur_simus ENSPSMG00000007430
microcebus_murinus ENSMICG00000049291
propithecus_coquereli ENSPCOG00000018674
otolemur_garnettii ENSOGAG00000027603
canis_lupus_familiaris ENSCAFG00000013115
canis_lupus_dingo ENSCAFG00020002924
vulpes_vulpes ENSVVUG00000008605
sorex_araneus ENSSARG00000000312
dasypus_novemcinctus ENSDNOG00000016903
loxodonta_africana ENSLAFG00000001770
procavia_capensis ENSPCAG00000012937
echinops_telfairi ENSETEG00000013663
ornithorhynchus_anatinus ENSOANG00000008736
xenopus_tropicalis ENSXETG00000019380
latimeria_chalumnae ENSLACG00000017376
crocodylus_porosus ENSCPRG00005013708
petromyzon_marinus ENSPMAG00000005501
