lepisosteus_oculatus ENSLOCG00000006233
equus_asinus_asinus ENSEASG00005009219
equus_caballus ENSECAG00000024533
chinchilla_lanigera ENSCLAG00000005548
octodon_degus ENSODEG00000016799
cavia_aperea ENSCAPG00000014633
cavia_porcellus ENSCPOG00000020217
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016861
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008832
fukomys_damarensis ENSFDAG00000013242
dipodomys_ordii ENSDORG00000014415
tupaia_belangeri ENSTBEG00000003565
ochotona_princeps ENSOPRG00000006965
oryctolagus_cuniculus ENSOCUG00000022260
erinaceus_europaeus ENSEEUG00000014401
taeniopygia_guttata ENSTGUG00000004939
lonchura_striata_domestica ENSLSDG00000002433
serinus_canaria ENSSCAG00000004082
cyanistes_caeruleus ENSCCEG00000006959
parus_major ENSPMJG00000006808
ficedula_albicollis ENSFALG00000001457
junco_hyemalis ENSJHYG00000001367
zonotrichia_albicollis ENSZALG00000015244
lepidothrix_coronata ENSLCOG00000013190
manacus_vitellinus ENSMVIG00005000489
melopsittacus_undulatus ENSMUNG00000009205
calidris_pygmaea ENSCPGG00000012239
calidris_pugnax ENSCPUG00000013529
gallus_gallus ENSGALG00000003757
coturnix_japonica ENSCJPG00005005203
meleagris_gallopavo ENSMGAG00000005747
numida_meleagris ENSNMEG00000007916
anser_brachyrhynchus ENSABRG00000021073
anas_platyrhynchos_platyrhynchos ENSAPLG00000014827
apteryx_haastii ENSAHAG00000011895
apteryx_owenii ENSAOWG00000005779
apteryx_rowi ENSARWG00000007255
dromaius_novaehollandiae ENSDNVG00000009375
nothoprocta_perdicaria ENSNPEG00000001042
crocodylus_porosus ENSCPRG00005006119
chelonoidis_abingdonii ENSCABG00000005336
gopherus_agassizii ENSGAGG00000012372
chrysemys_picta_bellii ENSCPBG00000021526
pelodiscus_sinensis ENSPSIG00000008324
anolis_carolinensis ENSACAG00000010625
notechis_scutatus ENSNSUG00000018955
salvator_merianae ENSSMRG00000007566
sphenodon_punctatus ENSSPUG00000017171
xenopus_tropicalis ENSXETG00000001481
pogona_vitticeps ENSPVIG00000014322
pogona_vitticeps ENSPVIG00000014323
eptatretus_burgeri ENSEBUG00000002140
pygocentrus_nattereri ENSPNAG00000028333
astyanax_mexicanus ENSAMXG00000007997
ictalurus_punctatus ENSIPUG00000018457
danio_rerio ENSDARG00000067670
esox_lucius ENSELUG00000015628
paramormyrops_kingsleyae ENSPKIG00000018915
scleropages_formosus ENSSFOG00015013073
seriola_dumerili ENSSDUG00000018888
seriola_lalandi_dorsalis ENSSLDG00000013467
scophthalmus_maximus ENSSMAG00000017479
labrus_bergylta ENSLBEG00000016551
gasterosteus_aculeatus ENSGACG00000010759
mastacembelus_armatus ENSMAMG00000019503
monopterus_albus ENSMALG00000001330
anabas_testudineus ENSATEG00000016267
tetraodon_nigroviridis ENSTNIG00000002473
takifugu_rubripes ENSTRUG00000018316
mola_mola ENSMMOG00000021030
cynoglossus_semilaevis ENSCSEG00000008209
cynoglossus_semilaevis ENSCSEG00000019064
acanthochromis_polyacanthus ENSAPOG00000006027
cyprinodon_variegatus ENSCVAG00000022972
fundulus_heteroclitus ENSFHEG00000008348
xiphophorus_couchianus ENSXCOG00000018759
xiphophorus_couchianus ENSXCOG00000018756
xiphophorus_maculatus ENSXMAG00000006704
poecilia_formosa ENSPFOG00000010444
poecilia_mexicana ENSPMEG00000004054
poecilia_latipinna ENSPLAG00000016253
poecilia_reticulata ENSPREG00000015985
gambusia_affinis ENSGAFG00000009959
kryptolebias_marmoratus ENSKMAG00000005680
oryzias_latipes_asm223467v1 ENSORLG00000016564
oryzias_latipes_asm223471v1 ENSORLG00020018054
oryzias_melastigma ENSOMEG00000004116
amphiprion_ocellaris ENSAOCG00000000287
amphiprion_percula ENSAPEG00000017036
amphiprion_percula ENSAPEG00000023841
amphiprion_ocellaris ENSAOCG00000016194
stegastes_partitus ENSSPAG00000015071
astatotilapia_calliptera ENSACLG00000007029
maylandia_zebra ENSMZEG00005003751
pundamilia_nyererei ENSPNYG00000019095
haplochromis_burtoni ENSHBUG00000011067
neolamprologus_brichardi ENSNBRG00000012227
oreochromis_niloticus ENSONIG00000011936
amphilophus_citrinellus ENSACIG00000010429
periophthalmus_magnuspinnatus ENSPMGG00000001152
hippocampus_comes ENSHCOG00000019951
gadus_morhua ENSGMOG00000005120
eptatretus_burgeri ENSEBUG00000007144
ciona_intestinalis ENSCING00000006373
drosophila_melanogaster FBgn0003292
saccharomyces_cerevisiae_strain_s288c YJR143C
